state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,chlamydia_rate_raw_value,teen_births_raw_value,uninsured_adults_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,hospice_use_raw_value,high_school_graduation_raw_value,college_degrees_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,inadequate_social_support_raw_value,single-parent_households_raw_value,violent_crime_raw_value,homicides_raw_value,air_pollution-particulate_matter_days_raw_value,air_pollution-ozone_days_raw_value,access_to_healthy_foods_raw_value,liquor_store_density_raw_value,smoking_during_pregnancy_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,lead_poisoned_children_(wi)_raw_value,municipal_water_(wi)_raw_value,contaminants_in_municipal_water_(wi)_raw_value
TX,Val Verde County,6288,0.3089,3.83,2.87,0.073,0.1508,0.27,0.166,10.5,319.9,87.6,0.285,61.46905219,0.7581,0.175969836,0.609988109,0.141356874,0.06,0.328,46.2,0.2079,0.09928627,128.3210973,,0,0,0.142857143,1.687123033,,,,,,,,,
TX,Van Zandt County,9604.5,0.1885,4.09,2.92,0.0791,0.2638,0.255,0.145,36.7,177.6,55.8,0.27,89.13392224,0.7887,0.389354806,0.794264339,0.115798563,0.044,0.202,44.5,0.1321,0.068095631,214.9914712,,3,0,0.714285714,0,,,,,,,,,
TX,Victoria County,8174.2,0.1791,3.43,2.81,0.0813,0.2232,0.277,0.2335,22.9,382.9,74.7,0.213,103.2315894,0.8439,0.272398811,0.554699538,0.162469943,0.039,0.249,44.5,0.1666,0.104186758,447.7175756,,8,2,0.272727273,0.58645523,,,,,,,,,
TX,Walker County,8166.5,0.1784,4.2,3.29,0.0786,0.1955,0.305,0.1457,21.1,323.8,29.7,0.275,88.48756676,0.7366,0.34685129,0.719492869,0.183325154,0.053,0.243,46.4,0.1675,0.088892531,327.5585966,,4,0,0.363636364,0.624873073,,,,,,,,,
TX,Waller County,9133.1,,2.86,4.8,0.0694,,0.303,0.0659,28.4,483.2,46.4,0.272,84.09691152,0.7763,0.356486352,0.752380952,0.167545529,0.05,0.265,44,,0.09301885,323.7961788,,15,1,0.25,1.709791405,,,,,,,,,
TX,Ward County,9043.7,,,,0.0876,,0.278,,31.7,280.1,75.9,0.237,95.09086266,0.6968,0.712405747,0.994152047,0.123577236,0.039,0.226,47.9,,0.09283552,381.3807941,,0,0,0.2,1.951600312,,,,,,,,,
TX,Washington County,8061.4,0.1255,2.55,2.66,0.094,,0.298,,29.5,219.4,40,0.229,57.57532925,0.7509,0.273392096,0.770354906,0.189964526,0.041,0.175,45,,0.083642466,373.4709721,,8,0,0.2,0.314208509,,,,,,,,,
TX,Webb County,6263.8,0.2938,3.86,2.94,0.0718,0.224,0.28,0.197,10,320.1,107.6,0.399,103.7519672,0.7751,0.105426938,0.695560809,0.139273784,0.054,0.415,49.1,0.2517,0.121462357,545.4548118,,0,0,0.545454546,0.439475442,,,,,,,,,
TX,Wharton County,8410.4,,4.39,1.86,0.0789,,0.305,0.1286,30,185.7,73.6,0.279,83.2380783,0.826,0.260925953,0.81933439,0.143427074,0.045,0.218,44.8,,0.093992837,411.917942,,18,0,0.416666667,0.731760861,,,,,,,,,
TX,Wheeler County,12312.4,,,,0.082,,0.273,,55.3,20.6,73.8,0.336,173.6829113,0.697,0.424187636,0.901408451,0.1302416,0.025,0.168,43.3,,0.065520446,154.0939973,,0,0,0.2,0,,,,,,,,,
TX,Wichita County,9945.6,0.164,3.6,2.96,0.0816,0.2132,0.264,0.1465,16.3,444.2,65.2,0.2,75.89003385,0.7561,0.393025916,0.813559322,0.199677979,0.05,0.212,43.5,0.2007,0.096901385,490.1643964,,0,2,0.538461539,1.006020647,,,,,,,,,
TX,Wilbarger County,9516.4,,6.41,3.02,0.0739,,0.274,,30.2,260.2,91.6,0.215,93.97762463,0.6101,0.18497757,0.674208145,0.171051219,0.037,0.243,47.7,,0.088495575,581.4092025,,0,0,0.2,1.430922229,,,,,,,,,
TX,Willacy County,6407.1,,,,0.071,,0.276,,16.4,348.8,87.5,0.252,106.3002234,0.7824,0.210771295,0.706948641,0.075008825,0.09,0.495,48.7,,0.095451289,985.0449304,,0,0,0.333333333,0,,,,,,,,,
TX,Williamson County,4686.6,0.1223,2.68,2.6,0.0653,0.1727,0.241,0.1461,14.2,239.1,36.3,0.17,61.03029761,0.8477,0.394436706,0.821788548,0.336251728,0.046,0.079,36.3,0.1734,0.085540419,160.9237401,,10,2,0.37037037,0.79799589,,,,,,,,,
TX,Wilson County,6880.3,0.178,3.78,2.35,0.0815,0.2277,0.273,0.2436,24.8,139.1,40.5,0.254,82.42836361,0.8091,0.35914282,0.871674491,0.12841185,0.047,0.158,42.7,0.1953,0.075285378,141.8514238,,1,1,0.5,0,,,,,,,,,
TX,Winkler County,12067.8,,,,0.0969,,0.264,,40.3,408.5,75.2,0.298,111.8459646,0.7558,0.553578992,0.694214876,0.105022831,0.039,0.206,43.2,,0.086687307,206.0156572,,0,0,1,0,,,,,,,,,
TX,Wise County,8173.9,0.2037,3.24,3.61,0.0661,0.2291,0.291,0.1389,39.9,157.2,52.7,0.265,88.05496608,0.7582,0.558018191,0.839285714,0.129714102,0.044,0.141,40.1,,0.073233205,297.9793824,,3,30,0.4,0.70468439,,,,,,,,,
TX,Wood County,8761.9,0.2151,4.73,4.54,0.0803,0.2139,0.275,0.094,36.9,131.7,60.6,0.271,106.7396311,0.7609,0.271744065,0.81147541,0.145240394,0.051,0.207,45.4,0.1977,0.062401426,359.1994523,,4,0,0.571428571,0,,,,,,,,,
TX,Yoakum County,8370.6,,,,0.096,,0.275,,25.6,147.9,81,0.353,129.0344036,0.7848,,0.825757576,0.102498843,0.031,0.213,46.6,,0.079384366,104.4410135,,0,0,0.666666667,0,,,,,,,,,
TX,Young County,10282.8,,5.66,6.95,0.0716,,0.264,0.069,33.9,149.8,77.8,0.249,135.6010606,0.7973,0.37343412,0.848591549,0.144476152,0.036,0.243,45.8,,0.075066276,198.1580735,,0,1,0.4,1.124732876,,,,,,,,,
TX,Zapata County,7010.3,,2.5,0.8,0.0768,,0.268,,26.9,168.9,122.3,0.344,125.4074808,0.7248,,0.693965517,0.086825054,0.056,0.467,46.3,,0.093343535,237.3872411,,0,0,0.333333333,0,,,,,,,,,
TX,Zavala County,8716.9,,,,0.0702,,0.278,,22.3,565,104,0.237,122.5158459,0.7979,,0.632850242,0.075969236,0.108,0.615,49.7,,0.135939323,183.8024124,,0,0,0.666666667,0,,,,,,,,,
UT,Utah,6030.5,0.127,3.32,3.2,0.0663,0.1102,0.224,0.0928,13.6,224.3,34.3,0.169,45.24048936,0.8156,0.455500625,0.883756946,0.282245706,0.034,0.113,41,0.1513,0.075549714,,2.4,1.7,2.2,0.328488372,0.205016721,,,,,,,,,
UT,Beaver County,9336.1,0.1293,3.2,2.39,0.0511,0.1069,0.241,0.0901,35.5,79.4,54,0.245,126.7613851,,,0.959183674,0.130897803,0.034,0.119,41.1,,0.065723529,,0,1,0,0.5,1.635858008,,,,,,,,,
UT,Box Elder County,6212.6,0.1184,3.25,3.22,0.0584,0.1005,0.276,0.0999,21,122.9,34.7,0.168,32.0635017,0.8212,0.465791019,0.934081346,0.203386021,0.039,0.108,34.4,0.1296,0.063425519,,1.6,2,8,0.111111111,0.214068588,,,,,,,,,
UT,Cache County,3996.7,0.1018,3.12,2.76,0.0567,0.0523,0.241,0.0472,12.1,173.3,24,0.185,33.47068276,0.852,0.429387872,0.922252011,0.346974206,0.027,0.117,42,0.1144,0.054499043,,1,35,1,0.263157895,0.187971692,,,,,,,,,
UT,Carbon County,8896.1,0.1926,4.64,4.21,0.0988,0.2038,0.251,0.1008,23.3,133.5,37.8,0.118,57.20545654,0.7796,0.302309147,0.919847328,0.134463949,0.043,0.184,39.9,0.1748,0.082579163,,3.6,0,0,0.5,1.040041602,,,,,,,,,
UT,Daggett County,,,,,,,0.245,,15.6,0,,0.272,,,,1,0.129106775,0.038,0.071,37.6,,0.041808495,,0,0,0,0.5,0,,,,,,,,,
UT,Davis County,5162.5,0.0993,3.07,2.97,0.0661,0.0803,0.234,0.0765,9.2,194.7,26.9,0.127,39.25530295,0.8394,0.478802785,0.922058074,0.318680962,0.033,0.083,39,0.1414,0.072606597,,1.5,16,19,0.5,0.071698979,,,,,,,,,
UT,Duchesne County,10486.6,0.1888,4.07,3.39,0.0763,0.2136,0.259,0.085,40.4,57.3,60,0.171,53.22429943,0.698,0.418968503,0.797619048,0.13893659,0.026,0.146,40.2,0.1611,0.084654404,,3.8,0,0,0.333333333,0.646078305,,,,,,,,,
UT,Emery County,7802.3,0.1482,3.67,3.64,0.076,0.178,0.281,0.0997,28.5,46.7,30.4,0.166,63.28663239,0.7403,0.45104006,0.947089947,0.124766678,0.036,0.139,36.9,0.1573,0.069578192,,0,0,0,0.333333333,0,,,,,,,,,
UT,Garfield County,5175.5,0.1338,3.63,3.8,0.0804,,0.242,,15.9,242.6,30.9,0.204,73.61569405,0.7895,,0.974025974,0.220491155,0.059,0.159,35.6,,0.06003861,,3.2,1,0,0.111111111,2.270663034,,,,,,,,,
UT,Grand County,7472.7,0.1494,3.5,3.18,0.0509,0.2358,0.197,0.1762,26.5,255.6,43.9,0.169,63.62163962,0.9012,0.241038297,0.958333333,0.250311064,0.056,0.224,41.4,0.1442,0.094736669,,1.7,0,0,0.333333333,1.123343069,,,,,,,,,
UT,Iron County,7335.2,0.111,2.81,3.58,0.0685,0.1407,0.211,0.0923,13.5,167.7,31.4,0.18,50.73169251,0.7749,0.466304863,0.873188406,0.254323788,0.042,0.208,40.1,0.1126,0.077827792,,2.3,1,1,0.2,0.239223004,,,,,,,,,
UT,Juab County,9466.9,0.1632,2.97,2.66,0.0787,0.1603,0.245,0.0705,23.1,74.3,39.5,0.157,86.83023513,0.7333,0.506523727,0.985611511,0.128314645,0.05,0.119,37.2,0.1425,0.076968123,,0,0,0,0.25,1.09469075,,,,,,,,,
UT,Kane County,8102.3,0.1456,3.82,3.89,0.0721,0.1355,0.231,0.0755,14.1,45.9,39.5,0.211,64.03394618,0.7705,,0.987804878,0.229347895,0.04,0.147,37.4,,0.047561236,,2.3,0,2,0.166666667,1.560792883,,,,,,,,,
UT,Millard County,7991.8,0.1319,3.42,3.42,0.0714,0.1417,0.223,0.046,29.4,96.9,38.4,0.204,62.96092324,0.7164,0.466707301,0.937238494,0.186668248,0.032,0.163,37.9,0.1543,0.054399994,,4.7,0,0,0.181818182,0.838363514,,,,,,,,,
UT,Morgan County,4254.7,0.0319,1.66,2.27,0.0501,0.0837,0.192,0.0988,11.4,61.5,11.8,0.238,47.01918295,0.7692,,0.952380952,0.253492548,0.032,0.051,37.2,0.1195,0.044502164,,1.9,0,0,0.5,0,,,,,,,,,
UT,Piute County,,0.1081,3.41,3.84,,,0.271,0.0334,41.4,0,,0.23,,,,1,0.155821772,0.027,0.284,38.8,,0.055459559,,0,1,0,0.2,0,,,,,,,,,
UT,Rich County,,,,,,,0.237,,28.8,245.1,,0.237,,,,1,0.240257261,0.025,0.115,38.9,,0.037943184,,0,0,0,0.25,0,,,,,,,,,
UT,Salt Lake County,6229.6,0.1323,3.29,3.28,0.07,0.1292,0.227,0.1222,12.4,330.9,40.5,0.165,43.47466584,0.8367,0.458405403,0.859622841,0.288341623,0.033,0.115,41.7,0.1685,0.087476342,,3.2,33,17,0.457142857,0.201917204,,,,,,,,,
UT,San Juan County,7632.3,0.1164,3.33,2.88,0.0567,0.0889,0.253,0.0517,48.3,259.4,38.4,0.155,71.22043249,0.4272,,0.912621359,0.151534486,0.06,0.362,43.4,0.2063,0.107264926,,8.2,0,1,0.222222222,0,,,,,,,,,
UT,Sanpete County,7283.2,0.1717,3.44,4.21,0.0746,0.1001,0.257,0.0512,26.9,70.3,25.9,0.233,74.56414256,0.7676,0.457907646,0.906914894,0.203199006,0.04,0.165,37.8,0.1556,0.059105431,,2.4,0,0,0.266666667,0.416510475,,,,,,,,,
UT,Sevier County,8194.3,0.1665,4.4,4.16,0.0751,0.1682,0.235,0.1051,23.3,81.5,47.9,0.147,61.83627668,0.8105,0.301331955,0.869426752,0.165119254,0.038,0.173,38.4,0.1966,0.06752167,,3,0,0,0.25,0,,,,,,,,,
UT,Summit County,4012.9,0.1054,2.64,2.37,0.084,0.0835,0.129,0.1717,14.4,186.1,27.5,0.235,36.70655431,0.8506,0.363983988,0.943579767,0.481024625,0.032,0.071,41.8,0.1441,0.062436116,,0.9,0,0,0.666666667,1.143575962,,,,,,,,,
UT,Tooele County,7295.9,0.1471,3.78,3.62,0.0682,0.162,0.286,0.1368,21.9,168.1,37,0.164,53.24978337,0.821,0.336675232,0.776520509,0.186464552,0.038,0.089,32.6,0.1714,0.092365457,,3.6,2,6,0.25,0.572071471,,,,,,,,,
UT,Uintah County,9593.3,0.16,3.53,3.55,0.0773,0.2141,0.259,0.1022,33,132.4,59.6,0.193,48.96843689,0.698,0.278037915,0.676056338,0.125243546,0.022,0.131,42.4,0.1327,0.078639396,,4.9,0,0,0.111111111,0.35870579,,,,,,,,,
UT,Utah County,5223.4,0.1192,3.36,3.04,0.0575,0.0587,0.245,0.0401,9.9,99.6,21,0.177,44.82011126,0.8068,0.489832436,0.91564443,0.350767169,0.032,0.091,40.9,0.127,0.054615672,,1,8,8,0.423076923,0.084791392,,,,,,,,,
UT,Wasatch County,5798.9,0.0969,2.74,2.59,0.0648,0.0884,0.2,0.085,13.9,158,33.7,0.232,45.25780459,0.8478,0.494170388,0.928571429,0.310873686,0.035,0.082,38.8,0.1758,0.071926105,,2.5,0,0,0.333333333,0,,,,,,,,,
UT,Washington County,6428.9,0.1359,3.33,3.15,0.0559,0.0975,0.226,0.0777,19.8,140.1,43,0.225,42.98936558,0.8061,0.441250912,0.905685619,0.205487789,0.046,0.134,39.6,0.1579,0.053987616,,1.6,2,8,0.227272727,0.078548425,,,,,,,,,
UT,Wayne County,,0.0838,1.69,2.75,0.0789,0.0928,0.228,0.098,28.9,117.9,,0.225,30.61389576,0.6667,,0.916666667,0.226727593,0.053,0.178,42.2,,0.055524642,,0,0,0,0.166666667,4.042037187,,,,,,,,,
UT,Weber County,6575.5,0.1425,3.75,3.5,0.077,0.1382,0.257,0.0935,12.4,280.4,50,0.152,44.80950073,0.819,0.516025467,0.826365475,0.219961068,0.041,0.14,38.9,0.1496,0.089671138,,3.2,4,15,0.411764706,0.138345754,,,,,,,,,
VT,Vermont,5744.3,0.1097,3.2,3.21,0.0643,0.1888,0.219,0.1683,13.3,169.4,21.2,0.124,56.63129185,0.8726,0.201664421,0.823,0.327192867,0.048,0.124,42.8,0.1627,0.094737933,126.8592644,,2.2,0.4,0.343042071,1.902624332,,,,,,,,,
VT,Addison County,5550,0.1023,3.02,3.07,0.0547,0.1842,0.209,0.1525,17.7,143,13.2,0.134,58.09713174,0.9029,0.358751562,0.909512761,0.296657557,0.045,0.104,40.4,0.142,0.082225358,,,3,0,0.333333333,1.911784788,,,,,,,,,
VT,Bennington County,6088.1,0.1216,3.36,3.66,0.066,0.1844,0.229,0.1429,11.6,246.4,29.8,0.119,74.86736235,0.8428,0.118561109,0.716145833,0.314576324,0.049,0.162,44.7,0.1565,0.084176394,129.5774134,,2,3,0.294117647,2.46015909,,,,,,,,,
VT,Caledonia County,5644.8,0.1298,3.44,3.69,0.0665,0.205,0.246,0.1602,16.1,142.7,26.3,0.122,45.84229446,0.8922,0.182193633,0.782258065,0.27807282,0.053,0.185,43.8,0.1928,0.108223736,132.9540873,,1,0,0.181818182,1.628929793,,,,,,,,,
VT,Chittenden County,4789.6,0.0836,2.75,2.85,0.0646,0.1461,0.187,0.1807,8.9,272.5,13.8,0.122,43.08800931,0.8891,0.234481063,0.816064257,0.450472559,0.04,0.081,42,0.1271,0.090011664,189.0521802,,3,1,0.535714286,1.455999047,,,,,,,,,
VT,Essex County,7132.5,0.174,4.39,3.6,0.0911,0.2792,0.251,0.1631,17.6,45.7,27.1,0.161,65.58217042,0.8621,,0.939393939,0.149817274,0.063,0.21,40,0.2267,0.087510388,,,1,0,0.083333333,3.122073057,,,,,,,,,
VT,Franklin County,6082.1,0.1159,3.57,3.45,0.0676,0.2249,0.264,0.1895,16.5,91.3,33.7,0.103,66.94755885,0.8807,0.214227758,0.845070423,0.191432773,0.05,0.126,40,0.1715,0.121301938,215.6872326,,4,0,0.352941177,2.092706916,,,,,,,,,
VT,Grand Isle County,5966.9,0.0809,2.48,2.2,0.0796,0.1737,0.252,0.1607,19.5,154.8,21,0.186,50.57438469,0.8352,,,0.279653638,0.062,0.124,42.8,0.1485,0.062770913,43.98891479,,4,0,0.4,2.647603919,,,,,,,,,
VT,Lamoille County,5234.5,0.1178,3.51,3.67,0.0674,0.1963,0.231,0.1901,16,146.4,19.9,0.181,47.47582181,0.8883,0.169860137,0.915857605,0.317449786,0.055,0.133,43.4,0.1965,0.105837967,74.56211702,,4,0,0.461538462,2.032437706,,,,,,,,,
VT,Orange County,6981.4,0.1185,2.95,3.13,0.0706,0.2017,0.258,0.1781,8.9,67.9,22.3,0.149,54.50052344,0.8596,0.231689542,0.893081761,0.30031806,0.045,0.14,39.4,0.1938,0.07510395,73.49226035,,1,0,0.153846154,1.030892409,,,,,,,,,
VT,Orleans County,6372.3,0.1413,3.55,3.35,0.052,0.2256,0.248,0.1704,23.4,115.4,33.6,0.161,58.915898,0.852,0.102583521,,0.201820546,0.07,0.198,43,0.2088,0.087001898,67.23798579,,1,0,0.260869565,4.40868511,,,,,,,,,
VT,Rutland County,6506,0.1283,3.53,3.43,0.0662,0.2159,0.241,0.1636,12,161.8,23.5,0.115,77.10017134,0.87,0.236291947,0.918449198,0.247510476,0.056,0.142,42.3,0.1626,0.089544772,108.4227646,,5,0,0.366666667,1.894238358,,,,,,,,,
VT,Washington County,5748.3,0.103,3.12,2.93,0.0619,0.1963,0.215,0.1721,11.7,142.7,19.7,0.11,51.58524992,0.8838,0.262722565,0.916326531,0.354107996,0.048,0.108,41.1,0.1432,0.097616019,85.88249918,,1,0,0.433333333,1.185697105,,,,,,,,,
VT,Windham County,5839.4,0.1163,3.41,3.35,0.0536,0.1915,0.226,0.1471,17.6,164,23.5,0.115,55.73593848,0.8632,0.108821074,0.810526316,0.338467003,0.047,0.144,43.9,0.1817,0.104260625,163.5198019,,1,1,0.366666667,2.061052969,,,,,,,,,
VT,Windsor County,6560.8,0.1096,3.26,3.25,0.0701,0.1809,0.228,0.1596,13.4,91.9,24.4,0.115,50.82491789,0.8466,0.148521008,0.855091384,0.336350724,0.038,0.115,44.4,0.1839,0.096809195,115.5900639,,1,0,0.421052632,2.278063996,,,,,,,,,
VA,Virginia,6872.2,0.1327,3.24,3.23,0.081,0.2027,0.253,0.1425,13.3,321.6,36.6,0.145,67.56078533,0.8154,0.261085173,0.745,0.328817404,0.04,0.129,45.4,0.1869,0.091228139,278.1815548,,0.5,1.7,0.350806452,0.546645296,,,,,,,,,
VA,Accomack County,9810,0.2021,3.41,3.43,0.098,0.2455,0.302,0.1163,29.6,432.1,67,0.203,70.42272285,0.81,0.333085426,0.604368932,0.165725327,0.05,0.251,44.9,0.2024,0.122042759,220.1274149,,0,0,0.2,0.517946859,,,,,,,,,
VA,Albemarle County,4853,0.0841,2.21,2.64,0.0652,0.1629,0.233,0.1407,12,206.4,15.3,0.183,60.2519676,0.8205,0.32644857,0.787656904,0.532986377,0.03,0.092,46.6,0.1555,0.078244894,179.1276411,,1,0,0.3125,0.325450206,,,,,,,,,
VA,Alleghany County,8948.2,0.1458,3.63,3.82,0.0829,0.2085,0.274,0.1103,12.4,66.3,44.8,0.117,169.2178663,0.7879,0.216925572,0.793269231,0.156305685,0.054,0.168,42.2,0.1915,0.078322625,79.03536326,,0,0,0.25,0.608642727,,,,,,,,,
VA,Amelia County,9743.3,0.2006,3.88,4.84,0.0796,0.2965,0.297,0.1498,32.7,200,48.9,0.187,55.07547934,0.8774,0.24078049,0.727272727,0.116415146,0.046,0.125,40.5,,0.077827483,115.5820767,,0,0,0.333333333,0.805282654,,,,,,,,,
VA,Amherst County,7758,0.2018,3.85,3.41,0.0821,0.2067,0.284,0.1022,13.9,273,28.3,0.131,77.2953561,0.8014,0.181330073,0.858356941,0.16306921,0.042,0.161,39.6,,0.095694532,141.3104466,,1,0,0.4,0.62307237,,,,,,,,,
VA,Appomattox County,7928.1,0.1196,3.61,2.28,0.0744,,0.299,,27,212.3,48.4,0.166,88.10732897,0.828,0.159516451,0.647058824,0.120195009,0.046,0.18,43.2,,0.089106902,73.76912643,,1,0,0.5,0.714132686,,,,,,,,,
VA,Arlington County,3864.5,0.0837,2.59,2.33,0.0627,0.1202,0.207,0.2044,6.3,197.2,28.2,0.203,48.70826808,0.8057,0.346708842,0.710413695,0.670149965,0.025,0.084,43.9,0.1747,0.049874337,192.2714794,,4,18,0.272727273,0.497351603,,,,,,,,,
VA,Augusta County,7364.6,0.1067,2.4,3.21,0.0768,0.208,0.259,0.0983,19.3,184.7,37.9,0.133,64.71753138,0.8464,0.300581633,0.743473326,0.173298091,0.036,0.099,38.9,0.186,0.082797428,105.1910097,,0,0,0.3,0.142537452,,,,,,,,,
VA,Bath County,8597.9,,,,,,0.269,,52.4,62.3,,0.194,144.5083231,0.8387,,0.701492537,0.125933191,0.039,0.103,47.4,,0.068467372,0,,0,0,0.4,4.274417611,,,,,,,,,
VA,Bedford County,6463.9,0.1294,3.55,3.99,0.0791,0.2242,0.271,0.0973,18.3,102.2,27.8,0.162,60.13507757,0.8656,0.210639325,0.79006772,0.230120246,0.036,0.108,42.7,0.1803,0.060847345,93.5515525,,1,0,0.333333333,0.152311324,,,,,,,,,
VA,Bland County,9223.6,,,,0.0807,,0.289,,20.9,29,26.6,0.161,107.3859131,0.8,,0.794871795,0.106767442,0.048,0.175,45.8,,0.063700922,68.4764001,,0,0,0.25,0,,,,,,,,,
VA,Botetourt County,7295.8,0.1435,3.23,3.22,0.0695,0.1595,0.278,0.09,12.8,124.1,21,0.135,62.47477072,0.8626,0.226775944,0.786111111,0.239547077,0.033,0.074,41.8,0.1432,0.056216724,77.56488198,,0,0,0.4,0.941176471,,,,,,,,,
VA,Brunswick County,8830.9,0.1574,3.82,3.03,0.1243,0.2018,0.312,0.1043,29.9,356.8,46.1,0.143,82.57748653,0.7362,0.145580858,0.511764706,0.123595614,0.067,0.263,43.9,0.2095,0.106695778,152.5922066,,0,0,0.083333333,0.556947925,,,,,,,,,
VA,Buchanan County,13675.4,0.3813,7.82,6.96,0.0852,0.3072,0.317,0.0603,41.5,61.5,45.4,0.141,223.9304725,0.722,0.258237757,0.659722222,0.081098048,0.051,0.3,46.2,0.2715,0.052539976,194.3594409,,0,0,0.266666667,0.413804519,,,,,,,,,
VA,Buckingham County,9114.2,0.2216,4.11,3.73,0.1076,,0.301,0.1268,37.2,167.7,43,0.174,75.69448696,0.7857,,0.682539683,0.099142382,0.049,0.242,41.6,0.2195,0.107926147,109.0604027,,0,0,0.166666667,0.628654052,,,,,,,,,
VA,Campbell County,6833.7,0.1513,4.03,2.97,0.0747,0.2129,0.283,0.1097,21.9,241.1,42.9,0.135,67.88474305,0.812,0.166561201,0.669824087,0.162079427,0.04,0.153,39.5,,0.093431795,164.6200392,,1,0,0.375,0.190421784,,,,,,,,,
VA,Caroline County,8394.6,0.0683,2.39,3.3,0.0883,,0.297,0.1326,32.1,314.2,55.7,0.158,67.84809386,0.8383,0.352834823,0.762264151,0.134834648,0.049,0.133,37.2,,0.059718368,301.2315053,,0,10,0.2,0.378086128,,,,,,,,,
VA,Carroll County,8519.2,0.2444,5.36,4.96,0.0708,0.3675,0.317,0.1014,16.6,84.9,50.5,0.168,72.22022472,0.8426,0.237549995,0.706451613,0.13337402,0.068,0.203,37.5,,0.074925467,191.0033969,,0,0,0.285714286,0.34272397,,,,,,,,,
VA,Charles City County,8785.5,,,,0.1093,,0.334,,30.5,235.4,42.9,0.184,48.44011835,0.8925,,0.712121212,0.120734202,0.051,0.15,39.6,,0.089533141,,,1,9,0.5,0,,,,,,,,,
VA,Charlotte County,9998.3,0.1777,4.55,3.29,0.0889,0.1978,0.294,0.1008,31.2,336.2,41.4,0.18,65.35340862,0.8121,0.176267462,0.782352941,0.119231314,0.06,0.261,43.3,,0.084455055,169.9991905,,0,0,0.3,0.806191551,,,,,,,,,
VA,Chesterfield County,5932.2,0.1173,2.59,3.36,0.0776,0.1901,0.273,0.147,11,253.4,22.1,0.125,53.15075585,0.8495,0.321913309,0.853681052,0.358451271,0.037,0.076,37.5,0.1655,0.097138651,229.0308868,,1,7,0.615384615,0.408399415,,,,,,,,,
VA,Clarke County,6040.4,0.1726,3.21,4.07,0.0647,,0.264,0.1417,17,123.6,27.7,0.142,77.86355536,0.8562,0.365566006,0.963414634,0.266391634,0.034,0.074,39.8,,0.070134595,255.7544757,,0,4,0.333333333,0.701902155,,,,,,,,,
VA,Craig County,6184.9,,,,0.0582,,0.274,,25.3,38.6,26.4,0.175,88.20918332,0.75,,0.875,0.121093371,0.041,0.149,38.3,,0.060907565,78.29831659,,0,0,1,0,,,,,,,,,
VA,Culpeper County,7860.2,0.1333,4.11,2.78,0.0814,0.2231,0.275,0.1182,21.5,255.5,43.7,0.162,70.84199733,0.8863,0.201294856,0.737547893,0.193844161,0.048,0.108,39.8,0.1958,0.072442487,182.045739,,2,0,0.153846154,0.226392882,,,,,,,,,
VA,Cumberland County,6791.1,0.1384,4.41,3.75,0.1155,,0.301,0.1241,26.5,348.7,49.4,0.172,67.48675465,0.8302,0.189366622,0.648351648,0.13880727,0.049,0.217,40.5,0.1407,0.101234103,172.3228416,,0,0,1,0,,,,,,,,,
VA,Dickenson County,10778.3,0.3402,8.41,6.71,0.0758,,0.286,0.0744,30,61.8,40.3,0.145,209.54643,0.8067,0.168613565,0.713636364,0.074531666,0.058,0.279,44.3,,0.075756379,160.6955232,,0,0,0.375,0.618390947,,,,,,,,,
VA,Dinwiddie County,8767.3,0.173,4.33,3.8,0.0978,0.3504,0.31,0.1079,27.6,369.7,41,0.127,76.68105336,0.7724,0.286685759,0.697050938,0.147129875,0.046,0.142,36.4,,0.103977153,196.4456435,,0,5,0.333333333,0.393375556,,,,,,,,,
VA,Essex County,11168.8,0.1723,2.52,3.28,0.1102,,0.312,0.074,29.3,442,52,0.14,70.02667545,0.7851,0.220430549,0.769230769,0.198389702,0.052,0.185,40,,0.093726938,253.1882971,,0,1,0.222222222,0.93949643,,,,,,,,,
VA,Fairfax County,3693.2,0.0772,2.14,2.07,0.0659,0.1341,0.222,0.1613,6.6,122.8,18.1,0.152,48.55203462,0.8124,0.395449135,0.829756681,0.583586347,0.028,0.062,41.4,0.1564,0.063460543,80.53705499,,8,29,0.469135803,0.428341889,,,,,,,,,
VA,Fauquier County,6198.1,0.1232,3.22,3.88,0.0649,0.1823,0.263,0.1175,15.8,190.4,27.3,0.152,65.93231807,0.8337,0.373571286,0.874855156,0.287016994,0.034,0.06,42.5,0.1564,0.05927299,160.5079184,,2,0,0.260869565,0.609458801,,,,,,,,,
VA,Floyd County,6516.5,0.1301,2.83,3.57,0.067,,0.26,0.1392,36.1,81.1,32.1,0.205,70.22865092,0.7857,0.304913538,0.770588235,0.144975351,0.044,0.16,41.1,,0.069786771,86.80952163,,0,0,0.2,0.683480282,,,,,,,,,
