state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
WA,Lincoln County,5955.6,0.125,3.3,3.5,0.056358382,0.128,0.33,5.7,0.273,0.3628193,0.182,0.5,67.06908115,23.7348858,0.153030303,0.00048539,0.000390244,0.000487805,65.56,0.907894737,0.65,,0.529442149,0.060618067,0.177,4.14245963,0.196636481,22.32792933,84.67931629,84.04324407,11.27,0,0.129067245,0.71227652,0.351,309.8,,,0.1,0.104,0.108,,0.142,0.223478051,,10,17.69405616,0.278,0.181073545,0.082791504,9461.04,0.000195122,49955,0.37037037,,27.49986188,,10250,0.21697561,0.238926829,0.003121951,0.019121951,0.006829268,0.00097561,0.030634146,0.916390244,0.001817081,0.497463415,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Mason County,7560.6,0.15,3.8,3.8,0.061002662,0.155,0.327,7.6,0.239,0.67673273,0.193,0.341463415,292.6091531,40.7523511,0.201277746,0.000297535,0.000362373,0.000840046,39.18,0.856544503,0.6,0.728758741,0.550216419,0.085351194,0.236,4.263956429,0.345770509,7.273087922,284.833693,77.79023007,10.87,0,0.163909774,0.771968958,0.47,355.9,51.59532753,4.838354959,0.111,0.111,0.105,189.462806,0.15,0.020721827,21.42386289,11,12.32683172,0.33,0.240037396,0.08969232,7261.49,0.000345901,52313,0.516744011,53.50829945,27.10712047,3.6,60711,0.192716312,0.213075061,0.012057123,0.044950668,0.013144241,0.004414357,0.088517732,0.815964158,0.023643708,0.483783828,0.636962718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Okanogan County,7228.6,0.203,4.5,4.2,0.077749361,0.179,0.289,7.2,0.26,0.719844358,0.166,0.448979592,310.1150818,56.4489298,0.262079151,0.000946763,0.000653911,0.002446113,32.38,0.907862408,0.54,0.811918605,0.490497738,0.073767407,0.315,4.530513631,0.346803821,11.89522492,194.8125131,96.2576204,11.46,1,0.16772554,0.750140863,0.227,352.4,64.71989231,6.253126563,0.135,0.127,0.125,87.68596732,0.148,0.064642896,9.696342863,9,18.20670917,0.31,0.325186062,0.10861311,7644.49,0.00113829,37782,0.345011877,71.27631836,36.14644178,3.5,41290,0.233954953,0.198304674,0.005618794,0.125647857,0.010341487,0.002034391,0.190142892,0.664446597,0.049776461,0.49498668,0.799878405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Pacific County,8263.9,0.167,4,3.9,0.065949821,0.15,0.353,6.4,0.273,0.659560229,0.159,0.4,126.3669502,37.33333333,0.208414939,0.000390282,0.000389086,0.001896795,45.31,0.889361702,0.61,0.81359447,0.529138167,0.101290963,0.288,4.456492242,0.377279102,18.53839399,127.956021,108.7071545,10.28,0,0.160704752,0.771432503,0.237,406.4,67.70480704,,0.121,0.117,0.125,127.360319,0.161,0.113071405,22.71473537,11,13.6361467,0.325,0.246372989,0.085959093,8237.49,0.00034045,40189,0.456805093,64.18219503,32.58036912,,20561,0.169836098,0.278634308,0.005933564,0.030689169,0.022226545,0.00160498,0.090365255,0.825932591,0.023062075,0.497787073,0.647705545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Pend Oreille County,9625.5,0.165,4.1,4,0.062068966,0.158,0.27,5.8,0.211,0.657257134,0.167,0.411764706,154.0832049,36.88969259,0.168379052,0.000465261,0.000231036,0.001232191,42.13,0.830827068,0.6,0.88229927,0.599129403,0.102963444,0.331,4.539581328,0.322065379,10.08064516,132.419975,106.3895399,11.37,1,0.181232751,0.734581773,0.381,402.9,,,0.124,0.121,0.123,,0.176,0.137993911,,11,19.85243027,0.293,0.201133145,0.078424286,7224.6,0.000770119,42579,0.530712531,,24.93710227,,12985,0.200077012,0.231497882,0.00677705,0.039969195,0.007393146,0.001155179,0.036272622,0.887562572,0.002829884,0.489487871,0.831089916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Pierce County,6356.9,0.143,3.6,3.8,0.063800365,0.167,0.31,7,0.204,0.896483385,0.2,0.409090909,529.0255655,30.7816243,0.148326462,0.00069534,0.000758479,0.003472656,44.08,0.821794872,0.57,0.779895285,0.628969922,0.072080332,0.175,4.071010767,0.317355879,7.612141854,443.2451115,57.37979021,10.64,1,0.191775102,0.790296039,0.415,328.5,45.66545061,5.711897465,0.106,0.107,0.084,149.9750291,0.152,0.080551354,14.73601824,9,7.532761249,0.352,0.183373901,0.059588884,8201.79,0.000881086,60397,0.392225205,42.2683461,33.08304732,3.7,831928,0.240244348,0.126661202,0.067781106,0.016782702,0.065518891,0.015093854,0.101820109,0.683907742,0.027148394,0.502648066,0.065907133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,San Juan County,5025.8,0.121,3.3,3.4,0.039513678,0.121,0.179,8.3,0.143,0.845836768,0.178,1,69.51466127,14.93651979,0.218689449,0.00088189,0.000749298,0.00343428,15.24,0.878378378,0.62,0.613811189,0.649769585,0.052109181,0.196,4.433483559,0.357758621,17.63779528,96.26653273,54.41247185,11.68,1,0.25047081,0.656161234,0.063,221.5,,,0.097,0.1,0.112,119.2062268,0.127,0.000530764,,9,,0.24,0.243931906,0.122166247,6454.56,0.000374649,54721,0.191652938,,10.16285569,,16015,0.14142991,0.294036841,0.004995317,0.00855448,0.014861068,0.001123946,0.058570091,0.893974399,0.013344617,0.519388074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Skagit County,6021.8,0.146,3.6,3.5,0.054095238,0.149,0.284,7.6,0.19,0.728616522,0.189,0.333333333,345.9592969,39.34805311,0.186467503,0.000950882,0.00073111,0.00265858,39.14,0.869098712,0.6,0.757829978,0.573820831,0.073574104,0.232,4.2798492,0.331882117,10.93935391,202.0270327,74.4105765,11.59,1,0.18944475,0.792780375,0.3,289.2,45.58342222,4.817228677,0.107,0.106,0.099,58.81756414,0.131,0.066354852,17.62612472,10,8.185705559,0.321,0.228314146,0.07885792,8117.71,0.00077265,51395,0.484112742,66.95957386,29.32552859,3.1,120365,0.225223279,0.187313588,0.006505213,0.027300295,0.022282225,0.002774893,0.177643003,0.753931791,0.030817933,0.504016948,0.290211375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Skamania County,6077.8,0.144,3.7,3.8,0.059288538,0.149,0.301,7.7,0.226,0.61476595,0.188,0.272727273,250.2905158,29.54833263,0.156938208,,8.81834E-05,0.001146385,44.01,0.86,0.52,0.725,0.647727273,0.087183608,0.201,5.48217354,0.252001686,9.756962924,104.3478261,89.89733724,10.06,0,0.192922374,0.771118974,0.451,317.5,,,0.107,0.107,0.098,,0.153,0.009080665,,11,,0.312,0.184195566,0.078207739,8327.76,0.000176367,52673,0.361904762,,34.78355297,,11340,0.208024691,0.173809524,0.006261023,0.020987654,0.011022928,0.001499118,0.060141094,0.880246914,0.011298371,0.492768959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Snohomish County,5108,0.129,3.3,3.3,0.058900705,0.129,0.286,8,0.192,0.946844049,0.177,0.350574713,257.1497171,20.70279243,0.145332891,0.000517487,0.000663522,0.002301263,29.02,0.880370283,0.56,0.801770888,0.686985403,0.051422544,0.131,3.900031776,0.265564921,7.507577962,207.669587,56.80773138,11.34,0,0.181533821,0.750162101,0.43,276.8,29.67175264,4.348429477,0.097,0.095,0.083,113.3060742,0.124,0.034870706,17.60082054,10,7.000553044,0.329,0.176601369,0.061913592,7883.23,0.0004226,71890,0.312775408,50.83141996,31.25345841,2.1,759583,0.231821934,0.120743882,0.028218114,0.015584867,0.101537291,0.005322657,0.097005857,0.720553251,0.036413915,0.497497969,0.108194607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Spokane County,6494.7,0.137,3.6,3.6,0.066155276,0.155,0.284,7.2,0.189,0.872314689,0.206,0.409395973,428.5999559,26.62276576,0.165358127,0.0008907,0.000735054,0.002227875,36.93,0.876066232,0.67,0.849195458,0.697064198,0.071456822,0.205,4.554445459,0.297287705,9.845681459,352.6013099,81.87134503,11.27,1,0.164038528,0.775239643,0.228,330.4,48.08588277,5.487426636,0.11,0.109,0.089,103.7130789,0.158,0.042025921,14.93625,11,8.306044579,0.302,0.203680443,0.062504468,8536.28,0.001135618,50083,0.393918702,51.4106821,26.52064068,3.3,484318,0.224707733,0.147696348,0.017940692,0.017073493,0.023331778,0.004490851,0.05228383,0.855898397,0.01493659,0.503291226,0.136717167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Stevens County,7780.4,0.153,3.8,3.8,0.06069458,0.17,0.303,6.3,0.228,0.517516253,0.189,0.323529412,300.8865818,32.60258572,0.190055122,0.000690767,0.000504009,0.002359679,40.88,0.844101124,0.53,0.779222222,0.576657129,0.094465323,0.282,4.09219539,0.292788704,11.51277919,103.7423528,99.75039418,11.34,1,0.165579813,0.747699974,0.448,351.7,42.36232245,7.03100032,0.116,0.116,0.114,27.07165868,0.164,0.116533716,12.24946026,11,16.77631579,0.297,0.231602763,0.085197851,7337.61,0.000549828,43823,0.397307692,58.67278008,46.99520541,4.1,43650,0.221443299,0.20696449,0.005040092,0.058373425,0.007262314,0.001947308,0.03489118,0.867880871,0.00295278,0.499747995,0.792056236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Thurston County,5472.6,0.126,3.5,3.5,0.057829638,0.143,0.286,7.5,0.172,0.895331875,0.192,0.428571429,356.5179691,23.40308857,0.138883233,0.00096041,0.00069964,0.001801761,31.34,0.790988736,0.58,0.80195288,0.706750722,0.066472275,0.156,3.906152093,0.314158216,9.604097748,230.4606738,61.27340836,10.53,1,0.170346847,0.780488832,0.299,283.3,42.98745626,4.863996978,0.099,0.1,0.081,83.31683875,0.137,0.059149591,11.56920354,8,8.741978242,0.293,0.167301939,0.061790877,7473.73,0.000620648,61653,0.285791677,51.7051212,29.54120232,2.4,265851,0.221311938,0.152025007,0.030675077,0.017336779,0.057374244,0.009825052,0.083851481,0.763262128,0.018331678,0.508600682,0.209887261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Wahkiakum County,11719.3,0.156,3.9,4,0.076555024,0.14,0.334,5.1,0.24,0.526897939,0.166,0,,32.62411348,0.188579485,,0.000491763,0.002950578,28.04,0.911764706,0.69,,0.469153515,0.099337748,0.267,4.054629789,0.413740458,12.37011381,91.30146082,115.0057503,10.12,0,0.123529412,0.725178713,0.462,455.8,,,0.118,0.116,0.131,,0.175,0.213961651,,11,,0.283,0.22201317,0.090909091,7865.54,0.000491763,51022,0.496583144,,,,4067,0.173346447,0.307105975,0.003196459,0.014998771,0.010081141,0.002458815,0.034423408,0.907548562,0,0.504548808,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Walla Walla County,5985.1,0.161,3.9,3.7,0.053952321,0.141,0.261,7.4,0.196,0.756094656,0.203,0.172413793,345.0946064,29.49429817,0.184198488,0.001293466,0.000751955,0.002172315,25.24,0.877237852,0.65,0.764756944,0.635718891,0.065165919,0.208,4.659530106,0.293529681,9.23903914,256.9183235,71.7656378,10.54,0,0.166550361,0.710212383,0.119,294.2,45.43905487,6.679190148,0.114,0.109,0.095,66.01188214,0.138,0.070901364,17.8992941,8,9.766554921,0.283,0.229782859,0.070659389,7463.96,0.000751955,49819,0.499667701,41.23896669,20.79067328,,59844,0.21741528,0.165463539,0.018030212,0.013585322,0.016743533,0.003041241,0.212034623,0.72481786,0.052206751,0.491210481,0.171245811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Whatcom County,5047.2,0.137,3.7,3.6,0.049885613,0.136,0.233,7.2,0.163,0.870080541,0.218,0.28358209,279.1554209,18.29897825,0.186801698,0.000877138,0.000715139,0.003575697,34.77,0.813419659,0.64,0.768263889,0.710092914,0.066446129,0.177,4.741941664,0.270617876,12.01824059,208.6415228,44.96778948,11.75,1,0.203104297,0.741972381,0.21,255.1,38.84771695,4.89821883,0.11,0.108,0.083,79.371424,0.148,0.061239825,8.387556737,8,7.895702746,0.244,0.222899494,0.077811718,7201.1,0.000652745,53733,0.341254985,49.54426417,34.15882372,2.3,208351,0.201952474,0.154345312,0.009891961,0.03231566,0.042610787,0.002884555,0.089445215,0.799497003,0.023717704,0.503827675,0.258735209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Whitman County,4584.7,0.167,4.1,3.9,0.055699482,0.176,0.242,5.9,0.16,0.781780418,0.226,0.304347826,403.3815389,4.264589997,0.160007801,0.000687138,0.000320328,0.001366733,38.23,0.875,0.63,0.829968454,0.84460866,0.055034226,0.167,7.687135506,0.204944412,10.95125617,120.9656472,44.78909605,11.14,0,0.260273973,0.568057625,0.145,240.6,48.07692308,,0.126,0.122,0.064,50.67812153,0.2,0.083382727,,4,6.684832434,0.313,0.18359604,0.06764949,7917.26,0.000405749,41837,0.269323938,55.91995295,35.47325722,,46827,0.152177163,0.100134538,0.021846371,0.007004506,0.077455314,0.003032439,0.056057403,0.803361309,0.011390765,0.488948684,0.275303734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Yakima County,6796.5,0.231,4.5,3.9,0.067171114,0.169,0.291,8,0.243,0.69278587,0.189,0.490196078,557.9466914,63.38287115,0.269524854,0.00070028,0.00062579,0.002200358,47.64,0.878712871,0.58,0.718767475,0.40656848,0.089240517,0.303,4.237651398,0.396415076,8.662424507,340.7484301,61.35635953,10.47,0,0.20564922,0.790039951,0.181,341.1,54.40860865,6.218498396,0.141,0.125,0.113,95.39497691,0.12,0.046226607,9.168028389,6,14.00707564,0.327,0.364736742,0.087371925,7978.92,0.00074691,44342,0.678112916,58.6962871,32.43458569,8.3,247687,0.298324095,0.128060819,0.007949549,0.060427071,0.014550622,0.00233359,0.476920468,0.449680444,0.114519655,0.499230884,0.23519206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,West Virginia,9731.1,0.239,5,4.7,0.093774578,0.267,0.341197958,7.3,0.319667016,0.575314329,0.103,0.327694236,276.9733747,44.84567701,0.170733887,0.00077819,0.000493427,0.000969559,81.16,0.837618113,0.58,0.815032377,0.533317732,0.065200166,0.25,4.92614406,0.329970063,13.11543307,311.1509224,93.41830485,13.19,0.345454546,0.114316491,0.823171808,0.326,466.4,64.43722118,7.264332331,0.159,0.157,0.122867541,102.6831583,0.157741126,0.062968726,31.56450409,35.5,18.29954563,0.374,0.208428276,0.060671149,9872.38,0.0010436,41030,0.471541527,61.27166934,48.17839366,4.9,1850326,0.205448662,0.177596813,0.035306751,0.002400118,0.008076955,0.000298866,0.014509335,0.924943496,0.003428075,0.506078929,0.512783096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Barbour County,9139.3,0.235,5,4.8,0.061638281,0.251,0.347,8,0.36,0.2055579,0.107,0.157894737,151.579458,40.40156709,0.194684182,0.000357782,0.000238578,0.000477156,87.57,0.865269461,0.56,0.925,0.367374362,0.06719664,0.284,4.580306175,0.33172668,10.13714967,257.4468513,86.90299453,13.31,0,0.114423852,0.834746467,0.459,440.5,,,0.151,0.152,0.128,55.64830273,0.14,0.005117028,,9,26.05795289,0.375,0.239975196,0.069252078,10066.95,0.00065609,35615,0.496517821,,17.43633149,,16766,0.208696171,0.18281045,0.0092449,0.005368007,0.002206847,0.000238578,0.007813432,0.960694262,0.001199874,0.51055708,0.837241546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Berkeley County,8590,0.21,4.8,4.6,0.076476684,0.255,0.357,7.5,0.277,0.609211954,0.118,0.435897436,370.6885283,43.21070234,0.161295512,0.000441558,0.000479651,0.001393703,66.43,0.844534963,0.59,0.84,0.537571472,0.052727517,0.194,4.193232451,0.376790219,8.923150516,226.5899486,80.97579618,12.96,1,0.138284571,0.834485222,0.369,416.2,57.15701031,8.104738155,0.14,0.137,0.106,160.9320459,0.129,0.071719752,37.69525683,11,14.80843642,0.384,0.198161389,0.067901693,8759.8,0.000597301,56737,0.436399539,23.59778116,22.47438435,3.1,110497,0.24186177,0.132899536,0.071513254,0.002896006,0.011267274,0.000416301,0.039159434,0.85124483,0.008626622,0.50681014,0.316255316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Boone County,12134.4,0.234,5.3,4.8,0.105778192,0.246,0.354,7.7,0.354,0.32875878,0.104,0.315789474,159.3267424,65.81316263,0.154990854,0.000330251,0.000210846,0.000126508,123.37,0.847494553,0.49,0.8,0.400464885,0.089699823,0.284,5.456181875,0.33283859,8.669088507,273.0025315,149.3377727,13.07,0,0.101998975,0.873118003,0.49,607.8,49.29861516,,0.158,0.148,0.125,68.38608832,0.15,0.012178785,81.47370747,11,30.15366773,0.368,0.191804825,0.056096266,11793.47,0.000759045,37625,0.511759172,62.02520872,39.62074796,,23714,0.224340052,0.16770684,0.006494054,0.001475921,0.00105423,4.21692E-05,0.00514464,0.979800962,0.001096876,0.50312052,0.814080962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Braxton County,8554.3,0.22,5,4.9,0.091316025,0.249,0.312,6.6,0.339,0.312883013,0.11,0.296296296,110.5888858,54.48275862,0.199083054,0.000413736,0.000276568,0.00034571,72.11,0.870722434,0.67,0.875,0.381462221,0.091751797,0.306,4.925075404,0.297514876,9.65384085,217.5289809,95.18554283,13.23,0,0.116472546,0.797908032,0.428,424.4,,,0.152,0.152,0.135,104.5100088,0.162,0.093652944,,9,24.59129272,0.366,0.242043453,0.073007368,8514.01,0.000553136,33817,0.596938776,,10.24227981,,14463,0.204245316,0.199681947,0.005946208,0.003249672,0.002627394,0.000483994,0.006637627,0.971720943,0.000729661,0.497268893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Brooke County,11049,0.193,4.5,4.4,0.086294416,0.22,0.349,7.3,0.327,0.458141177,0.122,0.25,146.7320673,24.26160338,0.148607328,0.00025277,0.000169996,0.000127497,84.65,0.791237113,0.54,0.89,0.623423423,0.072405707,0.225,4.297499222,0.354074762,14.32362978,92.87611197,105.3018654,14,0,0.087790111,0.840452388,0.382,475.6,56.21767484,,0.134,0.134,0.125,28.82675123,0.143,0.063486752,35.15185602,11,11.30555341,0.343,0.177458034,0.059217877,10920.04,0.000127497,43572,0.443277311,50.44738567,26.28745696,,23530,0.17760306,0.215172121,0.014917127,0.001402465,0.004292393,8.49979E-05,0.008202295,0.959923502,0.000307193,0.50998725,0.421288795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Cabell County,10421.5,0.205,4.7,4.5,0.104780692,0.245,0.333,7.2,0.324,0.90865769,0.113,0.31147541,497.0404438,46.38567373,0.178532353,0.001564865,0.000514885,0.001946267,72.59,0.842639594,0.55,0.74,0.653119869,0.054755796,0.27,5.868801504,0.434754626,14.61913047,304.0595404,90.66089307,13.12,0,0.152155119,0.833388413,0.232,495.8,72.0046083,8.243353071,0.142,0.146,0.118,190.726814,0.164,0.033283673,42.92346574,11,12.77125932,0.364,0.218681095,0.055276127,10012.72,0.001719717,34887,0.48666871,60.11291374,42.22409575,5.9,97109,0.201052426,0.169788588,0.049377504,0.002255198,0.012027721,0.000350122,0.013788629,0.902182084,0.004278849,0.512959664,0.21558571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Calhoun County,11623.5,0.251,5.2,4.9,0.10652921,0.264,0.345,6.2,0.349,,0.106,0.333333333,92.02050743,51.72413793,0.2,0.000528821,0.000266205,0.000133103,92.77,0.857142857,0.53,0.975,0.286252354,0.09478673,0.298,4.918997402,0.355271995,5.288207298,,86.81925809,13.24,0,0.099056604,0.804511278,0.44,460.6,197.2062449,,0.161,0.157,0.141,,0.165,0.128794079,,10,,0.376,0.242932862,0.072380952,10953.33,0.001464129,32162,,,10.81800765,,7513,0.190602955,0.207373885,0.00306136,0.00306136,0.001730334,0.000266205,0.01064821,0.971516039,0.005566379,0.497803807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Clay County,11090.2,0.248,5.2,5,0.09255079,0.263,0.363,6.6,0.398,0.081291285,0.103,0,215.123158,62.44131455,0.184876175,,0.000335533,0.000335533,101.36,0.879781421,0.54,0.825,0.376832151,0.106226025,0.359,4.832970541,0.208034433,4.327131112,,106.8627241,13.18,1,0.085755814,0.766164154,0.56,479.2,,,0.161,0.158,0.14,,0.175,0.06761473,,11,22.69701005,0.378,0.231544239,0.065395095,11270.47,0.00078291,32961,0.472330097,,,,8941,0.228162398,0.190694553,0.002125042,0.002460575,0.00078291,0.000223689,0.005480371,0.977742982,0,0.499049323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Doddridge County,8733.6,0.214,4.7,4.5,0.078838174,0.235,0.353,8.1,0.349,0.075347476,0.118,0.666666667,171.1910002,37.8346915,0.183949211,0.000239693,,0.000119175,99.66,0.917808219,0.54,0.875,0.350951374,0.049131379,0.249,4.027465596,0.331994645,5.992329818,,95.07789073,13.4,0,0.100900901,0.801250869,0.52,434.9,,,0.14,0.138,0.119,,0.131,0.010015853,,10,24.55149676,0.362,0.217779668,0.076520602,9137.8,0.000119175,41838,0.51335056,,,,8391,0.177332857,0.168752235,0.018472173,0.002979383,0.002860207,0.000476701,0.006912168,0.957692766,0.002015113,0.452389465,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Fayette County,11621.5,0.259,5.5,5.1,0.100370828,0.247,0.345,6.9,0.362,0.487825539,0.105,0.291666667,296.4965445,70.32167175,0.189759036,0.000548258,0.000420987,0.000332358,99.71,0.853018373,0.56,0.79,0.47497993,0.08280293,0.314,4.611021696,0.359826276,11.62306191,241.2937452,116.0355959,13.11,1,0.102621934,0.817247923,0.368,558,58.00158186,6.923837784,0.165,0.156,0.137,71.76359023,0.159,0.072430541,45.38799414,11,26.115018,0.388,0.237204059,0.055887812,10975.58,0.001107861,36739,0.502839668,46.93840856,35.34095751,6.9,45132,0.206128689,0.187295046,0.046131348,0.002548081,0.002437295,0.000155101,0.010724098,0.9253523,0.002669638,0.496477001,0.578726732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Gilmer County,7441,0.272,5.4,4.8,0.083333333,0.276,0.39,7.3,0.3,0.097549753,0.119,0.142857143,240.494732,21.93877551,0.198694567,0.000461255,0.000116036,0.000116036,113.89,0.818181818,0.47,0.925,0.531473803,0.063428779,0.282,5.283969789,0.27755102,8.07195572,,53.07978122,13.26,0,0.094488189,0.739985945,0.393,399.1,,,0.166,0.153,0.12,216.2299669,0.159,0.035729318,,8,21.67136213,0.399,0.239373602,0.063897764,10009.66,0.000348109,32705,0.534391534,,38.72092554,,8618,0.137967046,0.148874449,0.120445579,0.008934788,0.00823857,0.001276398,0.062427477,0.790322581,0.019311503,0.399048503,0.607155182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Grant County,7387.4,0.205,4.7,4.6,0.093967517,0.221,0.369,7.2,0.384,0.513026724,0.105,0.352941177,169.2620176,50.32467533,0.190930788,0.000510248,0.000427826,0.000598956,67.01,0.78597786,0.65,0.875,0.33744856,0.075085324,0.255,3.856785831,0.278229082,15.3074241,192.6502126,77.48542937,13.14,0,0.088770054,0.828449328,0.349,340.9,101.4816318,,0.139,0.14,0.13,59.17743367,0.148,0.064808856,,5,23.99318594,0.338,0.232369942,0.06895128,8925.84,0.00017113,41039,0.384782609,,58.56695838,,11687,0.198511166,0.221784889,0.007358604,0.001711303,0.001967999,0.00017113,0.013348165,0.966971849,0.00517349,0.503123128,0.786797353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Greenbrier County,10480,0.244,5,4.6,0.079536968,0.241,0.337,7.4,0.335,0.454847802,0.109,0.465116279,242.881072,48.26658697,0.201011514,0.00129054,0.000507757,0.000874471,76.2,0.855608592,0.65,0.83,0.495964237,0.068178838,0.285,4.877140243,0.317791054,14.30815846,68.0611208,106.6846346,13.13,0,0.133160117,0.834785689,0.36,473.6,63.50998518,,0.153,0.144,0.133,107.2124756,0.151,0.0420844,26.18927362,11,27.72130845,0.363,0.243827453,0.070259594,9417.81,0.001156559,36996,0.505050505,21.71010637,14.0305152,4.4,35450,0.194922426,0.213427363,0.028688293,0.003864598,0.004456982,0.000310296,0.013624824,0.934724965,0.003019359,0.511114245,0.69735062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
