state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
TX,Cottle County,9622.36258,0.206110126,4.035906077,3.893685498,,0.162330504,0.276,3,0.281,0.841860465,0.151912812,0,565.4,66.00660066,0.275641026,0,0,,76.34,0.862068966,,0.909,0.608294931,0.05380334,0.365,5.012784839,0.241847826,14.02524544,201.929549,,6.8,0,0.035460993,0.672413793,0.172,484.6,,,0.127644598,0.124509491,0.125,,0.193,0.460276165,,2,,0.31533071,0.312581064,0.195906433,8539.85,0,,34605,0.671568628,,,,,1402,0.232524964,0.238944365,0.100570613,0.008559201,0.000713267,0.000713267,0.245363766,0.637660485,0.031205674,0.514265335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Crane County,9936.198246,0.18538825,3.393015059,3.220498853,0.095145631,0.128470758,0.308,9,0.255,0.92,0.196791538,0.571428571,303,50.86071988,0.197522523,0.000198098,0.000207039,,75.21,0.71875,0.512820513,0.946,0.440217391,0.084650113,0.14,3.96551186,0.278498294,7.923930269,149.9036334,82.77117908,6.9,0,0.155279503,0.779959718,0.341,406.8,,,0.104588268,0.098590222,0.095,,0.085,0.026133036,,7,,0.309412841,0.228354605,0.142857143,12813.8,0.000207039,,57408,0.422473868,,,,,4830,0.296480331,0.120703934,0.026501035,0.016149068,0.007867495,0.001656315,0.632298137,0.323809524,0.135129018,0.500828157,0.106971429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Crockett County,6191.864164,0.213762837,3.681088899,3.404135948,0.083756345,0.13569806,0.283,8.9,0.268,0.907233127,0.172495788,0.090909091,262.3,81.6542948,0.216398714,0.000269542,0.000272109,,55.47,0.870967742,,0.978,0.37398374,0.076477404,0.285,5.366731263,0.257591623,21.56334232,181.3471503,58.67605484,6.6,0,0.123239437,0.803652968,0.22,318.2,,,0.116247864,0.106737067,0.102,,0.091,0.025064112,,6,,0.311414389,0.246753247,0.153539382,9201.83,0.000544218,,46556,0.508454106,,,,,3675,0.255238095,0.163537415,0.00462585,0.020408163,0.00707483,0.000816327,0.657959184,0.319455782,0.061946903,0.492789116,0.227480506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Crosby County,10109.02317,0.240822726,4.139999562,3.767665354,0.084990958,0.161333017,0.278,8.3,0.263,0.322330418,0.157693826,0.363636364,271.2,68.02288621,0.240149316,0.000334616,,,83.84,0.793814433,0.553191489,0.921,0.400457666,0.044436005,0.383,3.993942967,0.421372192,20.07696169,110.3175986,46.69001167,7.4,0,0.174208145,0.844664195,0.347,546,,,0.13390787,0.122486911,0.104,124.3,0.126,0.023094986,,7,,0.323544197,0.292600553,0.136087485,12303.15,0.000500668,0.2517,35136,0.791139241,31.66311301,27.89538378,,,5992,0.273030708,0.186081442,0.033544726,0.010680908,0.00200267,0.000667557,0.552736983,0.401869159,0.034135825,0.507510013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Culberson County,8012.141576,0.310995374,4.794999721,4.02527514,0.090909091,0.17542155,0.288,8.8,0.266,0.930775646,0.141349313,0.074074074,308.9,71.2945591,0.285951327,,0,,130.05,0.872340426,0.5,1,0.330754352,0.03828198,0.38,5.063366337,0.403441683,8.944543828,57.57052389,,6,0,0.172413793,0.737657309,0.064,273.6,,,0.15743896,0.134292129,0.11,,0.085,0.051695559,,5,,0.33193672,0.332543444,0.184070797,13736.16,0.000909918,,36663,0.743119266,,,,,2198,0.243403094,0.186988171,0.010919017,0.025932666,0.018198362,0.000454959,0.728389445,0.217470428,0.11313698,0.505914468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Dallam County,8485.639673,0.207628657,3.908876213,3.606157578,0.078431373,0.162495838,0.32,6.8,0.245,0.921527674,0.196345862,0,420.5,81.95754717,0.290402862,0.000842578,0.000283447,0.000141723,80.55,0.72,0.487804878,0.915,0.4473818,0.022511256,0.179,3.425918712,0.303126416,23.87305154,507.9484526,79.1743249,6.5,1,0.130434783,0.838615024,0.101,432.7,,,0.121719388,0.114466976,0.085,147.6,0.128,0.178492573,,5,30.65353333,0.318461468,0.345752254,0.189200864,12027.03,0.001133787,,48470,0.658256881,,10.12668988,,,7056,0.318877551,0.088718821,0.016156463,0.022250567,0.010912698,0.001558957,0.445011338,0.507227891,0.070521862,0.486536281,0.235416978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Dallas County,6827.080705,0.194768423,3.450140151,3.528078113,0.084631799,0.145663498,0.287,6.8,0.254,0.974118496,0.17384757,0.34057971,649.2,46.20237038,0.225611517,0.000677532,0.000806219,0.001282726,44.81,0.859268998,0.607852339,0.837,0.561564246,0.039739443,0.249,4.711923334,0.392275991,7.27661516,443.4302758,52.90441335,10.1,1,0.222351404,0.781931446,0.41,344.3,56.91197186,6.828124101,0.110750222,0.112130078,0.087,798.4,0.182,0.069698518,12.4100841,7,10.27909973,0.328110438,0.274212238,0.114461751,11038.8,0.000866025,0.1569,54429,0.732254485,49.32618135,36.8230956,7.532247868,11.33438904,2574984,0.26701098,0.101152473,0.225662373,0.01107036,0.063190684,0.001027191,0.398548496,0.297863987,0.115172005,0.50779267,0.006883042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Dawson County,9775.896496,0.233683896,3.965460473,3.561111491,0.094907407,0.158956527,0.302,7.5,0.274,0.704113352,0.184962366,0.1,366.4,72.99787385,0.231540192,0.000295858,0.000381359,,59.93,0.771300448,0.415254237,0.938,0.432984427,0.051386799,0.287,5.07551872,0.303217822,17.75147929,308.5080742,66.71311876,7.3,1,0.092783505,0.807213668,0.182,438.4,,,0.125697553,0.113540344,0.095,113.2,0.108,0.13909452,,6,14.73110473,0.326268541,0.282598608,0.135866436,9545.28,0.000533903,0.3979,41073,0.727637824,55.20177335,14.38669439,,,13111,0.259553047,0.151628404,0.052703837,0.012279765,0.008542445,0.001525437,0.571809931,0.358782702,0.064013562,0.455190298,0.162943685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Deaf Smith County,7657.349026,0.242321031,4.040650046,3.616902217,0.082318354,0.149895168,0.301,8.5,0.251,0.835122858,0.175413372,0.333333333,453.2,85.13992905,0.24636181,0.00021106,0.000371747,0.000106214,39.08,0.794871795,0.408759124,0.886,0.461392405,0.031460413,0.271,3.906678747,0.301529255,11.08062474,261.2972641,60.72408233,7.2,1,0.146537842,0.82666507,0.089,383.1,70.45755968,,0.128922763,0.114869774,0.092,82.9,0.078,0.09096377,,5,22.30798403,0.32523754,0.31394249,0.129593496,9208.56,0.000796601,0.1996,43944,0.81799591,39.66314774,21.4931378,,,18830,0.314232608,0.124322889,0.010833776,0.016994158,0.006372809,0.000849708,0.719543282,0.254859267,0.102033742,0.50244291,0.177111295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Delta County,10840.75188,0.172660051,3.908192819,3.892787906,0.083900227,0.167021102,0.291,6.7,0.297,0.675205506,0.170046197,0.5,171.8,47.87234043,0.174697307,,,0.000383509,42.18,0.75,0.5,0.955,0.571162791,0.039750585,0.279,4.360090728,0.398788927,15.33448342,68.97416604,110.5309296,9.3,0,0.168831169,0.859818085,0.488,538.8,,,0.119734088,0.122890967,0.127,,0.212,0.027010888,,10,40.89422028,0.308480866,0.201369863,0.111390285,10254.91,0.000383509,,41266,0.606465998,57.37529082,33.39569898,,,5215,0.224544583,0.221093001,0.061553212,0.023202301,0.007094919,0.000575264,0.069415149,0.817641419,0.00204918,0.507574305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Denton County,4233.149381,0.117470404,2.962482341,3.121017073,0.073121999,0.142564359,0.223,7.5,0.203,0.887854769,0.212241881,0.245098039,304.2,18.32271951,0.128934751,0.000639242,0.00053462,0.000994815,53.02,0.859377945,0.639348079,0.94,0.760900323,0.034227052,0.093,4.175275043,0.23075543,5.892812306,171.0035529,34.18728276,10.9,1,0.143130914,0.806509891,0.468,234.6,35.38197477,4.304522718,0.090433369,0.095463142,0.09,181.3,0.159,0.043475784,7.606333769,5,6.906942414,0.293192817,0.151709993,0.077446792,11956.41,0.000508571,0.082,80841,0.329196264,38.24521436,31.80847514,1.463335257,6.699754095,806180,0.255181225,0.094292838,0.095266566,0.008442283,0.085580143,0.001040711,0.192016671,0.602532933,0.037920159,0.508319482,0.069058305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,DeWitt County,8361.69737,0.194137544,3.769208915,3.580299858,0.075977654,0.153296625,0.307,7.5,0.299,0.629695975,0.173151227,0.25,618.8,51.16502522,0.171321548,0.000432755,0.000239636,9.58543E-05,56.5,0.791327913,0.504807692,0.934,0.462081862,0.055994027,0.268,6.095202741,0.418584455,14.90599606,551.4794808,66.78668912,8.2,0,0.14017341,0.85419927,0.346,450.2,,,0.117243362,0.112492445,0.12,69,0.141,0.079000412,,5,22.27388526,0.315707137,0.201933909,0.104231812,11283.94,0.000527199,0.196,46915,0.602621964,45.97481359,22.05448042,,11.61507637,20865,0.22808531,0.195878265,0.084735203,0.009441649,0.003546609,0.00033549,0.346081955,0.555283968,0.01295471,0.475581117,0.49624322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Dickens County,5494.708082,0.204337978,3.909983997,3.624280289,0.141891892,0.163934451,0.273,7.2,0.274,0.370703764,0.174593954,0,,66.26506024,0.228991597,0.000453309,0,,90.74,0.734693878,0.375,0.92,0.540034072,0.050724638,0.29,4.944341254,0.289416847,27.19854941,100.0285796,89.11067546,6.8,0,0.09139785,0.678035471,0.243,430.1,,,0.122718741,0.114823496,0.103,,0.168,0.055551053,,3,,0.314533022,0.259663033,0.160633484,10429.84,0.000457876,,38239,0.613989637,,,,,2184,0.191849817,0.210622711,0.047619048,0.020604396,0.011904762,0.000915751,0.305860806,0.619505495,0.028665414,0.429029304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Dimmit County,9258.782549,0.307076166,4.52094936,3.881045048,0.073710074,0.160913472,0.31,8.2,0.275,0.654161665,0.150418614,0.181818182,658.3,64.09830621,0.184957376,0.000637523,0.000277932,0.000277932,118.49,0.697802198,0.444444444,0.852,0.446876244,0.071578269,0.381,5.095879725,0.406163328,7.285974499,348.5730292,75.61645857,7,0,0.16781293,0.850500899,0.152,454.3,106.2537948,,0.150910461,0.12660815,0.096,58.3,0.049,0.179626654,,5,25.55996502,0.3340961,0.235947604,0.093887102,13224,0.000277932,,38275,0.566551426,,15.91455778,,,10794,0.298869742,0.151565685,0.01139522,0.007689457,0.006948305,0.000185288,0.866407263,0.113118399,0.074074074,0.510468779,0.394757903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Donley County,9098.769015,0.156846229,3.555220611,3.60766484,0.082608696,0.146585496,0.286,6.7,0.271,0.179766114,0.183161161,0.125,169.3,39.28266439,0.214668315,0.000285796,0.000293686,,29.82,0.878787879,0.543478261,0.943,0.586097946,0.043114543,0.336,4.529983446,0.445887446,25.72163475,314.7273905,96.77235726,6.9,0,0.105882353,0.731475187,0.288,505,,,0.108454858,0.112053294,0.117,,0.192,0.058118945,,9,,0.295252799,0.242995998,0.149171271,10624.93,0.001468429,,38777,0.615508885,44.8727357,39.02669358,,,3405,0.205873715,0.233773862,0.053450808,0.008223201,0.004992658,0.000587372,0.107488987,0.812628488,0.008093525,0.507488987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Duval County,14760.53598,0.322154344,4.66366559,3.839712948,0.093698176,0.165243805,0.277,7.6,0.267,0.214904091,0.146082774,0.083333333,789,68.12735365,0.200181365,,,8.75044E-05,67.88,0.856521739,0.447058824,0.845,0.429259897,0.111455108,0.384,5.116643646,0.395093372,4.390586582,720.5336354,90.11194677,7.5,1,0.183673469,0.692133702,0.285,614,,,0.157558862,0.128305345,0.107,183.3,0.074,0.196287734,,7,28.34013086,0.335885162,0.245824983,0.107250251,13499.18,0.000437522,0.3219,34777,0.72276076,,16.00729836,,25.9938308,11428,0.257875394,0.179471474,0.008750438,0.00840042,0.004025201,0.001050053,0.89359468,0.090304515,0.048757706,0.487136857,0.670429469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Eastland County,10291.15405,0.178109801,3.835617789,3.756324187,0.071777004,0.161717468,0.311,6.4,0.298,0.527256094,0.175922625,0.17948718,269.6,41.81328917,0.207285788,0.000385229,0.000328335,0.000164168,60.04,0.789156627,0.443089431,0.921,0.399833055,0.054945055,0.299,4.377140527,0.3239473,16.50982335,194.3508681,77.77668233,7.6,1,0.116929699,0.850869437,0.174,503.3,89.61147027,,0.119483066,0.120419323,0.118,64.9,0.187,0.101013118,,6,23.34575847,0.294311817,0.24264855,0.120319521,11374.56,0.000383058,,37789,0.603688239,56.70004197,38.87825979,,18.62258591,18274,0.211995184,0.215497428,0.019535953,0.011655905,0.006293094,0.000601948,0.161212652,0.794680968,0.020921718,0.505526978,0.603454771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Ector County,9290.292892,0.190660784,3.58006123,3.372244353,0.0910814,0.148428309,0.318,8.4,0.318,0.638109823,0.195273205,0.35443038,705,76.36442469,0.215491818,0.000589578,0.000387395,0.000450902,55.31,0.745012469,0.479569893,0.778,0.489425425,0.06411136,0.194,4.458150666,0.350594265,7.777415389,847.545546,78.35135153,7.6,1,0.170566564,0.822818639,0.226,462.6,65.2597175,5.670103093,0.110156352,0.104414254,0.087,158.7,0.097,0.063974734,13.16901797,9,29.85372634,0.314714348,0.259257301,0.132648738,9931.8,0.000704932,0.1831,53474,0.504142047,44.61656034,20.9468748,5.855554041,13.21116278,157462,0.301780747,0.098036352,0.042689665,0.014314565,0.011723463,0.002210057,0.597325069,0.335103073,0.082853673,0.494081112,0.094552614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Edwards County,8348.935016,0.198308687,3.611561524,3.381216575,0.09039548,0.128408708,0.291,8.5,0.265,0.028471529,0.159697897,0.4,372.5,59.45945946,0.312320917,0,0,,,0.695652174,,0.974,0.586111111,0.049008168,0.393,4.924724919,0.324324324,21.11932418,119.9451679,,6.4,0,0.0925,0.604978355,0.197,492.9,,,0.112376672,0.105707861,0.127,,0.076,0.095432148,,1,,0.294693575,0.340931616,0.246305419,9372.39,0,,36539,0.707253886,,,,,1911,0.214024071,0.260596546,0.005232862,0.021454736,0.007849294,0,0.549973836,0.430141287,0.074306646,0.473050759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Ellis County,6536.157561,0.16667525,3.408360869,3.417217574,0.073478442,0.129762174,0.326,7.4,0.261,0.671104873,0.177861051,0.327272727,379.1,31.94038434,0.178819396,0.000415567,0.000314542,0.00061128,62.16,0.870493359,0.587878788,0.922,0.59798995,0.037539278,0.143,3.922558469,0.254654516,9.533587562,128.865704,46.66873806,10.2,1,0.143780759,0.821179183,0.45,346.8,50.77763958,5.535183007,0.103675257,0.103880312,0.107,175.1,0.153,0.063332788,7.121811463,5,12.68396276,0.336129839,0.205127426,0.124714183,11349.31,0.000433237,0.1255,69448,0.469867967,40.76645573,28.39753418,3.714589094,10.48174866,168499,0.268547588,0.12475445,0.097727583,0.008623197,0.007649897,0.001370928,0.258678093,0.618775186,0.044772326,0.507219627,0.319751354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,El Paso County,5860.402998,0.284976254,4.567066404,3.969468163,0.088710861,0.153911184,0.271,8.4,0.226,0.809858777,0.184274088,0.328488372,560.3,52.3094341,0.228103349,0.000476308,0.00043799,0.000791247,45.99,0.784746352,0.507348439,0.842,0.625193923,0.049366466,0.314,4.785306542,0.364764731,4.858824811,364.3684082,43.03101741,11.6,1,0.196253882,0.797860932,0.296,303.6,42.11816059,4.630760571,0.151440217,0.125097842,0.097,303.8,0.081,0.095742073,8.7754358,7,11.32522217,0.364377951,0.294745805,0.0901406,9549.68,0.000626553,0.1641,42048,0.738551642,47.88167041,25.2953958,2.749176069,6.895534337,837918,0.277473452,0.11898539,0.031053158,0.010230118,0.013491774,0.002142214,0.822029125,0.12324595,0.153484643,0.508615402,0.021743665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Erath County,6884.836588,0.199087423,4.031431066,3.926417443,0.072040154,0.173209681,0.267,5.7,0.228,0.640512008,0.205579496,0.253968254,473.3,21.15600079,0.239727951,0.000632265,0.000504093,0.000840155,60.24,0.855745721,0.531914894,0.554,0.633818715,0.041203887,0.208,5.860163051,0.290089877,12.40212052,139.2442226,58.93802592,8,1,0.225927186,0.827412235,0.178,349.3,73.5380633,7.235890015,0.125490154,0.124865866,0.085,37,0.196,0.164148853,,6,16.90264437,0.307091455,0.275933347,0.142987457,10168.18,0.000240044,,43787,0.523882373,57.42021498,34.37053677,,11.88666069,41659,0.207518183,0.138793538,0.016154973,0.013178425,0.0076094,0.000672124,0.208046281,0.751674308,0.037452496,0.506373173,0.46320929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Falls County,7479.535085,0.220671561,4.234660305,4.022263667,0.093515358,0.183219099,0.306,6.5,0.323,0.196070749,0.161353913,0.275862069,588.6,62.29701801,0.211977807,0.000116673,0.000231575,0.000115788,64.71,0.798387097,0.479166667,0.912,0.412778672,0.044839641,0.338,5.451431456,0.420695274,14.00070004,167.1456817,55.48683922,9.1,1,0.161055505,0.78431709,0.468,428.2,,,0.134079787,0.129699407,0.125,372.2,0.204,0.065207501,,6,18.80360048,0.347343133,0.250544413,0.120439914,11180.67,0.000289469,0.2225,38559,0.801463861,37.26531031,37.28924326,,,17273,0.213049268,0.170149945,0.237480461,0.010247207,0.005731489,0.001794709,0.230880565,0.510565623,0.033811665,0.523649627,0.673569909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fannin County,8969.478584,0.170234048,3.693749542,3.724539975,0.065717874,0.162086232,0.292,6.1,0.285,0.387468672,0.187172771,0.26,192.6,39.30793747,0.195214462,0.000237438,0.00023508,0.001116629,83.67,0.822683706,0.590078329,0.944,0.491012768,0.037793278,0.22,4.851548517,0.27864215,13.35588995,161.7689486,93.50993691,9.6,0,0.154302671,0.816776699,0.435,513.1,70.60152499,,0.113591875,0.115121956,0.107,230,0.191,0.134657928,10.84000158,6,29.13371531,0.316612615,0.223163208,0.129199672,13207.14,0.00035262,0.2682,46347,0.5806271,34.93610874,18.7338152,5.066733097,21.89789662,34031,0.208163145,0.191237401,0.066292498,0.012664923,0.006112074,0.000646469,0.108753783,0.791954395,0.02456228,0.469542476,0.705292643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fayette County,6516.037431,0.161069265,3.455721404,3.482571601,0.059307105,0.134244761,0.27,7.3,0.249,0.552863077,0.172065308,0.274509804,265.8,27.34375,0.207758711,0.000398248,0.000516919,0.000198815,42.39,0.829145729,0.54723127,0.923,0.459564374,0.037141249,0.161,4.776575797,0.196127301,19.9123855,165.2716319,73.8315357,8.5,1,0.12,0.839683809,0.243,308.9,,,0.105119658,0.106689922,0.12,103.1,0.154,0.075938803,,6,27.60302253,0.295103536,0.229561569,0.154707286,9627.58,0.00039763,,53776,0.516474895,12.64096542,14.39067662,,,25149,0.207801503,0.245218498,0.061950773,0.012087956,0.004851088,0.000596445,0.207841266,0.713507495,0.023032711,0.509165374,0.671377372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fisher County,7664.742697,0.180909617,3.70284913,3.58707214,0.104693141,0.144057214,0.278,7.8,0.254,0.036487167,0.170009551,0.363636364,496,47.87234043,0.168826739,0.000522603,0.000259471,,84.99,0.826923077,0.552238806,0.923,0.625842697,0.044495151,0.231,3.968909302,0.204804046,31.35615365,291.5451895,109.3066833,7.1,0,0.111111111,0.808472554,0.302,297.5,,,0.114093829,0.112571456,0.124,,0.15,0.031046101,,4,,0.306075547,0.186894324,0.124384237,11815.3,0.000778412,,46247,0.614285714,29.55037325,32.59368588,,,3854,0.207057603,0.230409964,0.03425013,0.010638298,0.005448884,0.000518941,0.283860924,0.663207058,0.029379157,0.500518941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Floyd County,7350.533777,0.266650472,4.446162308,3.98940486,0.092035398,0.166735294,0.281,8.4,0.247,0.825783432,0.154226455,0.166666667,269,65.61514196,0.236298482,0.000677851,0.000169005,,98.03,0.898148148,0.642857143,0.922,0.481792717,0.051900585,0.373,5.086519456,0.326309452,25.41942044,392.1568628,59.28072718,7.1,0,0.135416667,0.825040783,0.232,396.9,,,0.143836004,0.129640016,0.118,104.4,0.125,0.0168915,,5,,0.326563476,0.287945034,0.13597561,12466.46,0.000338009,,40536,0.686212361,22.14460436,15.53285122,,,5917,0.269562278,0.186243029,0.03295589,0.013182356,0.004394119,0.000169005,0.586952848,0.36927497,0.045237675,0.501774548,0.533198883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Foard County,12476.3251,0.150767861,3.375199691,3.467356606,,0.133136092,0.274,3.6,0.282,0.413922156,0.172427593,0,,,0.220283533,0,0,,84.11,0.789473684,0.5,1,0.6,0.039106145,0.282,3.647804878,0.380228137,32.78688525,127.0325203,159.6933887,7,1,0.026923077,0.831144465,0.134,578.5,,,0.102324153,0.10568849,0.119,,0.164,0.457702585,,5,,0.296618312,0.249244713,0.153558052,13863,0.000845309,,36056,0.671497585,,,,,1183,0.192730347,0.256128487,0.053254438,0.006762468,0.010143703,0,0.178360101,0.747252747,0.020064206,0.523245985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fort Bend County,4325.776727,0.14092254,2.857600552,2.982954932,0.08865976,0.123252882,0.246,7.4,0.216,0.837967115,0.182776445,0.36,346.2,15.19858131,0.127578772,0.000802975,0.000518053,0.00059765,43.28,0.850779021,0.60754843,0.932,0.754714393,0.050265021,0.11,4.129181905,0.224095806,4.901639047,261.5361195,32.66783098,11.4,1,0.147845599,0.822634665,0.575,217.5,35.01593674,4.30192925,0.087189376,0.090071242,0.085,234.8,0.148,0.070545058,5.600491723,4,7.346161306,0.324878632,0.155491533,0.071386776,11005.05,0.0005221,0.1098,90972,0.306864567,47.36151719,38.03620013,3.553895145,8.240007457,741237,0.276610585,0.104720892,0.202021756,0.005824048,0.198698932,0.000943018,0.241690579,0.340561791,0.055347192,0.508478395,0.055357677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Franklin County,9001.748044,0.171985693,3.728876214,3.763407111,0.080474934,0.159560153,0.286,7.1,0.326,0.051485149,0.173708156,0.25,301.9,36.62349263,0.18542654,0.000375552,0.000188555,0.00037711,58.8,0.847368421,0.496124031,0.981,0.5274967,0.050011114,0.258,5.530782334,0.378200155,15.02206366,155.4726368,77.12856014,9.6,0,0.131205674,0.807846845,0.272,446,,,0.114729129,0.117071562,0.118,172.1,0.188,0.024446542,,5,26.91282935,0.304970571,0.209979564,0.132962963,11022.7,0.000282832,,44202,0.561933535,64.24485328,42.91711002,,,10607,0.243141322,0.207881588,0.036862449,0.011313284,0.009427736,0.000282832,0.144527199,0.789667201,0.034836891,0.502686905,0.691277699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Freestone County,8384.06861,0.172315098,3.672706017,3.638716314,0.08763898,0.163043389,0.311,6.7,0.303,0.155631813,0.180002984,0.159090909,237.8,46.47599591,0.205922676,0.000304708,0.000305748,0.000152874,51.73,0.839673913,0.524324324,0.976,0.508633243,0.068608886,0.262,4.876708042,0.305605787,14.7275405,189.1157152,64.12997007,9.2,0,0.132653061,0.835810901,0.315,412.6,60.48276241,,0.113208659,0.11349239,0.121,370.7,0.194,0.058721031,,5,19.60243361,0.317751478,0.232128674,0.150603686,11084.79,0.000305748,,45681,0.514951045,25.71819673,24.05621407,,16.28697653,19624,0.231400326,0.191143498,0.157562169,0.013656747,0.006165919,0.000203832,0.150275173,0.672696698,0.035447155,0.480483082,0.664765846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Frio County,9129.854517,0.29273396,4.376098477,3.64406091,0.107832009,0.170473304,0.282,9.1,0.239,0.166695708,0.177132049,0.28125,518.1,76.5562249,0.203277203,0.000212845,0.000263769,0.000316523,58.43,0.898916968,0.583333333,0.854,0.327868853,0.049822064,0.333,5.276299462,0.364440513,7.449582291,179.5631248,52.14727259,7.5,0,0.238928939,0.838748496,0.168,441.9,,,0.144265139,0.119310663,0.088,565.7,0.07,0.05022434,,5,21.31623824,0.344103029,0.263067203,0.09273183,11277.59,0.000474784,0.295,39193,0.785931791,58.29211143,22.55249896,,13.03681815,18956,0.244724625,0.118695927,0.031705001,0.009812197,0.02437223,0.000316523,0.788140958,0.150348175,0.104394018,0.412587044,0.221815647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
