state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
VT,Franklin County,5659.5,0.115727669,3.390368495,3.677529435,0.064357652,0.166466009,0.275,8.4,0.227,0.554224438,0.193935312,0.428571429,378.9,27.01456758,0.058208955,0.000513959,0.000430337,0.001782823,40.01,0.911428571,0.706114398,0.88540458,0.605592053,0.036564005,0.13,4.209267624,0.291322498,9.25126434,162.2020831,74.3611141,8.3,1,0.156862745,0.788385946,0.43,327.8,26.62643117,,0.097256425,0.106366892,0.081,53.2,0.118,0.009780266,19.89913199,13.03981887,0.336,0.072025428,0.020815414,7632.97,0.000758212,0.1555,59280,0.427079539,77.72441175,31.14186373,,11.2,48799,0.227894014,0.143445562,0.00645505,0.009590361,0.006004221,0.00036886,0.014426525,0.94284719,0.002172863,0.50308408,0.717149081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Grand Isle County,7228.8,0.10238355,2.889501135,3.292320925,0.076923077,0.144834263,0.268,8.6,0.182,0.486226686,0.202206339,0,472.3,21.26099707,0.066876751,0.000285959,0.000145751,,38.13,0.951923077,0.658914729,,0.610041266,0.041450777,0.132,4.123186543,0.301901141,10.00857878,47.81486086,71.93002647,8.2,0,0.170247934,0.747735383,0.612,312.5,,,0.087862685,0.100116321,0.074,149.2,0.109,0.005249724,,,0.282,0.07817811,0.029347029,7030.61,0.000145751,,68342,0.479559748,,11.96385897,,,6861,0.181314677,0.186853228,0.006850313,0.013846378,0.00437254,0.001166011,0.019239178,0.928581839,0.003905077,0.505174173,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Lamoille County,5135.5,0.113539283,3.0631684,3.308472856,0.055584966,0.152023553,0.252,8.1,0.192,0.691685393,0.202058414,0.416666667,291.2,19.21441932,0.072320046,0.000916992,0.000554785,0.003447593,45.23,0.931677019,0.635738832,0.909981685,0.664475794,0.047051076,0.137,4.443266661,0.296533534,9.568614943,55.99776009,77.57331478,7.2,1,0.172224988,0.789163631,0.366,267.3,,,0.095028777,0.103277699,0.07,47.3,0.135,0.00447285,15.91849729,10.3620381,0.271,0.086976203,0.029713867,7085.02,0.000554785,,54076,0.39794261,,33.47589479,,11.2,25235,0.21077868,0.158628888,0.0079255,0.004081633,0.007212205,0.000356648,0.015692491,0.949316426,0.00532162,0.502833366,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Orange County,5463.9,0.114025618,3.065665765,3.551819623,0.070707071,0.148523104,0.266,8.1,0.209,0.593516727,0.183802119,0.444444444,335.5,18.16473536,0.06645952,0.000727676,0.000346033,0.002837468,51.14,0.926229508,0.679633867,0.858368201,0.585869737,0.034980989,0.148,3.865811623,0.301345609,12.12793236,43.76821276,78.14499008,7.5,1,0.147993311,0.763961782,0.411,265.2,,,0.093970688,0.106381058,0.077,28,0.119,0.035213593,12.69138025,12.34543515,0.321,0.079142809,0.027008429,7999.36,0.000865082,0.1308,54552,0.463935662,,33.43024223,,12.4,28899,0.192082771,0.184054812,0.005744143,0.003633344,0.005778747,0.00020762,0.012664798,0.956711305,0.003264181,0.502889373,0.972387338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Orleans County,6996.8,0.133468069,3.606530066,3.434413484,0.076352068,0.172359409,0.285,7.4,0.249,0.544856965,0.183477659,0.48,316.5,32.14596004,0.077403663,0.000812348,0.000295203,0.00202952,44.2,0.903420523,0.618705036,0.880387931,0.508893281,0.057583853,0.2,4.521563417,0.367426348,11.81596632,127.7798255,103.2197179,7.4,1,0.171570847,0.793077312,0.267,350.5,50.03411417,,0.10681238,0.109809492,0.093,,0.145,0.054901255,17.20937665,19.98968953,0.315,0.094189916,0.029291674,6747.56,0.000516605,0.2111,42884,0.564213198,,28.39724802,,17.7,27100,0.198708487,0.207416974,0.006605166,0.006125461,0.004944649,0.000405904,0.014391144,0.954317343,0.003065342,0.49797048,0.852961698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Rutland County,6395.4,0.117800101,3.575783344,3.6711456,0.061303673,0.168904693,0.295,7.8,0.214,0.731416891,0.175783785,0.238095238,300.2,20.81598668,0.064859175,0.000865426,0.000736574,0.002628231,46.11,0.878172589,0.68907563,0.881889082,0.630769231,0.043690404,0.17,4.399555405,0.321223709,12.98139334,175.7188498,80.96443513,7.9,1,0.174335081,0.793811638,0.234,336.8,27.07092583,5.836082213,0.105406027,0.108050606,0.094,55.2,0.136,0.034663785,19.3965995,12.90504235,0.31,0.077708467,0.023225241,8418.92,0.000870497,0.1325,51164,0.427340682,85.45237426,27.11384422,,10.6,59736,0.181080086,0.200967591,0.006026517,0.00256127,0.008738449,0.000251105,0.01396143,0.956692782,0.001193379,0.508738449,0.610135946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Washington County,5856.1,0.092920044,2.943995873,3.288001414,0.060481928,0.14037781,0.23,8.2,0.161,0.751604125,0.205868165,0.310344828,428.2,18.01296934,0.050597957,0.001033933,0.0007507,0.004572443,44.6,0.942211055,0.670454546,0.890170455,0.680584702,0.03554058,0.111,4.245625379,0.320767828,21.18715889,94.78885642,72.63022769,7.4,1,0.152676399,0.738283647,0.297,291.6,47.37295435,6.158218854,0.087543269,0.098205962,0.083,43.8,0.119,0.023263019,10.73877092,8.435625333,0.28,0.061205115,0.017947422,7512.46,0.000938374,0.0927,56333,0.355060034,71.49219168,24.51304629,,13.2,58612,0.193373371,0.177659865,0.008428308,0.003019859,0.00870129,0.000221798,0.020320071,0.941803726,0.002634343,0.505357265,0.528051198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Windham County,6361.2,0.109287056,3.34887703,3.728194777,0.065816678,0.163843362,0.234,7.8,0.174,0.678453486,0.167744932,0.333333333,328.3,25.39613631,0.067079403,0.001143798,0.00064537,0.005946619,36.89,0.872340426,0.675925926,0.809204276,0.589635559,0.036767868,0.181,4.202501919,0.313217327,14.64061857,194.2779085,84.39473012,7.6,1,0.181818182,0.721220208,0.274,306.3,48.45254679,,0.099579191,0.10815601,0.075,104.7,0.13,0.042163479,12.98136029,10.70865324,0.301,0.080777719,0.023183926,7610.48,0.00085281,0.1175,49298,0.447312211,59.11234001,29.34861203,3.2,15.1,43386,0.186166044,0.19999539,0.011363113,0.003111603,0.010671645,0.000622321,0.021896464,0.935416955,0.002030093,0.509657493,0.682452317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Windsor County,5288.9,0.119568949,3.671595608,3.522909762,0.07191393,0.139867054,0.24,8,0.181,0.750626434,0.177039812,0.147058824,255.1,20.94808126,0.063870113,0.000981897,0.000645891,0.004305937,48.37,0.899280576,0.711363636,0.852529762,0.653300185,0.032994057,0.126,4.700213065,0.331606706,14.28214375,104.8938402,80.87069595,7.7,1,0.172227772,0.761966928,0.303,275.9,49.82442821,5.580357143,0.103103625,0.105409959,0.081,57.1,0.123,0.039945299,17.28062544,10.15040361,0.28,0.076934564,0.022656393,8107.06,0.001058543,0.1541,53984,0.400109022,64.63691965,29.56207138,,10.3,55737,0.185514111,0.213287403,0.007786569,0.002691211,0.010459838,0.000358828,0.01546549,0.948436407,0.002034151,0.511132641,0.755884948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Virginia,6087.5,0.146210538,3.217513941,3.326322343,0.081278724,0.165415526,0.272154099,8.2,0.2135686,0.80699083,0.173764336,0.305406852,436.4,25.23363936,0.124020016,0.000759162,0.000651915,0.00136932,43.62,0.871236155,0.639939052,0.858640533,0.694400476,0.044467414,0.15,4.823538114,0.298932485,11.23429658,194.2027714,55.19953647,8.7,0.442105263,0.154541906,0.775402364,0.383,313.8,50.65134357,6.871348827,0.09839267,0.104703041,0.095059182,314.5,0.118,0.036840905,11.5059512,9.326831356,0.359,0.148190992,0.060225804,8714.53,0.000694621,0.124892002,66263,0.402067412,49.82037749,41.4383726,4.3,10.7,8382993,0.223121026,0.141762375,0.190326295,0.005425628,0.065128648,0.00116629,0.090031925,0.627131742,0.025385597,0.507960343,0.245459831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Accomack County,8876.2,0.198222788,4.165744069,3.715494044,0.101385603,0.179359751,0.347,7.6,0.277,0.409872151,0.138030971,0.341463415,790.4,47.84387787,0.18787338,0.000514824,0.00042459,0.000727868,41.65,0.90260631,0.673076923,0.85,0.441840526,0.054219885,0.31,4.898356987,0.427840328,11.81066594,180.4100591,83.82634077,8.1,1,0.177537496,0.798710401,0.234,448,61.02595398,10.98546042,0.123556753,0.120426346,0.136,391.1,0.151,0.016858734,14.12115955,24.09659291,0.339,0.22410982,0.088738166,8676.9,0.000545901,,38690,0.690186383,22.72281268,23.42596802,11.6,19.9,32973,0.207563764,0.21732933,0.277166166,0.00661147,0.007218027,0.001607376,0.088739272,0.60922573,0.033586167,0.514481546,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Albemarle County,3725.6,0.106625007,2.782648907,3.047669082,0.064460393,0.141651242,0.226,8.6,0.177,0.742396686,0.178536967,0.424657534,218.4,9.591517789,0.117345,0.001473839,0.000936587,0.000946047,29.34,0.880028736,0.73659306,,0.756733378,0.038520263,0.096,4.755526791,0.208743728,10.62312779,112.8602473,49.41898774,8.6,1,0.14184117,0.780467323,0.24,204.7,30.97324829,4.856917826,0.087636483,0.09637679,0.076,129.5,0.1,0.027320478,5.747273238,8.835446127,0.333,0.138020182,0.064560197,7685.06,0.000520326,0.0665,71293,0.278557114,35.73349494,28.95160088,1.7,9.5,105703,0.206673415,0.170884459,0.095664267,0.004247751,0.049307967,0.000718996,0.057822389,0.773232548,0.020436457,0.521782731,0.450227342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Alleghany County,10238.8,0.151069999,3.555860036,3.500526943,0.07627907,0.169204373,0.33,8.2,0.271,1,0.145483341,0.263157895,290.8,36.50934996,0.126921462,0.000632111,0.000255151,0.000191363,78.6,0.85,0.621621622,0.82,0.532634731,0.050878426,0.24,5.05839125,0.270512821,18.96333755,122.9987085,87.43114797,8.7,1,0.136531365,0.859034268,0.303,408.6,80.08970047,,0.106690534,0.111804004,0.11,89.9,0.109,0.041662968,,19.53489198,0.338,0.149586961,0.06035313,10032.84,0.000446514,,45210,0.465665236,33.864084,35.46015165,,17.5,15677,0.190023602,0.248070422,0.045416853,0.002360145,0.003189386,0.00082924,0.014543599,0.918543089,0.005960959,0.509663839,0.523938462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Amelia County,8395.5,0.143195893,3.3316573,3.258481526,0.069556452,0.159622257,0.29,8.2,0.271,0.282899921,0.161652998,0.3,258.9,33.8071456,0.15979823,7.77907E-05,0.000232504,0.000387507,39.86,0.875,0.582089552,0.875,0.579424517,0.044483418,0.17,3.837763033,0.280578206,14.00233372,114.2857143,98.33455601,8.5,0,0.161122661,0.838836338,0.578,390.8,,,0.099258194,0.103690304,0.118,98.9,0.116,0.032853248,,25.74117805,0.333,0.183163265,0.093983624,8599.19,0.000232504,,53078,0.460773481,9.213955641,9.291304672,,21.9,12903,0.210416182,0.189645819,0.216306285,0.005347594,0.008137642,0.000387507,0.028985507,0.729985275,0,0.509493916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Amherst County,8096.8,0.147697304,3.346053485,3.39144341,0.069277108,0.158200723,0.294,7.6,0.298,0.600964362,0.157811451,0.133333333,332.5,29.87164527,0.147873711,0.00015605,0.000188005,0.000156671,40.04,0.88057554,0.553699284,0.83,0.541791685,0.047671127,0.206,4.336497435,0.312480692,15.91710621,95.56201769,62.23394986,8.8,0,0.114353312,0.823741506,0.31,371.1,58.1035017,,0.102271771,0.107995358,0.127,142.7,0.122,0.075797788,,13.30471342,0.359,0.173245732,0.075172207,8311.08,0.000313342,0.1422,48646,0.494729445,17.88014874,15.42795918,,11.8,31914,0.198220217,0.193645422,0.188506612,0.00855424,0.005608824,0.000282008,0.022685969,0.754245786,0.011150466,0.520743248,0.636633388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Appomattox County,6783.3,0.152407787,3.607684266,3.467437196,0.080816327,0.166858639,0.293,8.2,0.257,0.545381687,0.154338821,0.285714286,419.5,35.19256308,0.143954711,0.000130899,0.000129752,0.000129752,43.54,0.886128364,0.603278689,0.925,0.591703057,0.048535446,0.209,4.744620253,0.379216868,18.98029976,63.42263532,81.45355177,8.5,1,0.130060293,0.808372093,0.523,413.2,,,0.10722448,0.11075926,0.116,140.2,0.13,0.007514279,,22.66246152,0.344,0.168008825,0.080323606,9087.15,0.000259504,,49461,0.462472885,6.262264526,6.083138211,13.2,17.1,15414,0.217724147,0.194758012,0.195471649,0.003114052,0.003957441,0.000454133,0.014207863,0.765732451,0.000209307,0.515635137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Arlington County,3293.6,0.113437925,2.693172724,2.869247305,0.067225335,0.121648638,0.161,9.2,0.134,1,0.223927456,0.2,331.7,16.0887656,0.088518986,0.000766831,0.000610916,0.001282924,25.52,0.853932584,0.62008427,0.85,0.888792911,0.028161149,0.088,4.075530625,0.204733344,13.35342958,146.4737848,28.89017886,10.1,0,0.14541316,0.542052983,0.438,190.5,42.01377264,4.216839245,0.084400676,0.09023081,0.042,713.3,0.084,0.000842677,6.461295372,2.879032854,0.326,0.09913476,0.045499009,7469.42,0.000528006,0.0689,104354,0.30909239,52.71549172,32.44648918,1,2.7,229164,0.174573668,0.094683284,0.085807544,0.007025536,0.105426681,0.001269833,0.156708733,0.624596359,0.032263735,0.499109808,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Augusta County,6756,0.127720559,3.273127394,3.346998849,0.068842994,0.164615291,0.34,8.9,0.253,0.541857627,0.174818083,0.345454546,182.6,26.49175317,0.135377112,0.000487395,0.000296041,0.000578626,42.82,0.876318313,0.691068814,0.88,0.502239283,0.041041531,0.129,3.794648097,0.247448462,13.53876147,132.2513315,70.133633,9,1,0.107857143,0.86614637,0.3,315.1,40.68555154,,0.093389293,0.101858623,0.116,84.4,0.086,0.029383926,10.35625518,11.99483835,0.339,0.15844367,0.06933175,8616.54,0.000726646,0.1522,56867,0.389659761,25.35928274,20.16605497,2.1,19.5,74314,0.195333315,0.197338321,0.040867131,0.002597088,0.006526361,0.000309498,0.025903598,0.912829346,0.00410957,0.493608203,0.664379661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Bath County,8591.6,0.156395355,3.74318452,3.589861359,0.076335878,0.173640007,0.287,8.5,0.268,1,0.147643313,0,216.6,25.55555556,0.135325132,0.000438308,0.000223714,,83.37,0.909090909,0.707865169,,0.536640361,0.040640875,0.146,4.479811637,0.318936877,17.53232523,28.69234632,100.1829428,7.9,0,0.114285714,0.844866576,0.399,429.8,,,0.11332031,0.116084549,0.109,120.6,0.098,0.042052114,,37.00049334,0.352,0.149536178,0.08496732,10061.16,0.000671141,,44401,0.467320261,,,,,4470,0.158389262,0.257270694,0.047203579,0.001789709,0.004697987,0,0.01901566,0.917449664,0.0043558,0.493064877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Bedford County,6381,0.124666675,3.088568983,3.120311342,0.074443414,0.153031091,0.331,8.8,0.24,0.617100588,0.170809214,0.454545455,151.8,21.45127119,0.121691403,0.000626771,0.000244455,0.000321651,41.77,,,0.85,0.682543625,0.044429309,0.128,4.089080918,0.237929318,12.53541909,73.61672853,70.85479753,9.3,1,0.119527218,0.83302982,0.401,,49.29022082,5.317919075,0.09152222,0.098162271,0.111,83.3,0.092,0.017778077,11.15414131,14.51373339,0.318,0.141181318,0.067029207,8244.29,0.000154393,0.1055,54153,0.365950282,41.10991444,30.8009417,2.2,,77724,0.204878802,0.198986156,0.069823993,0.003139314,0.012004014,0.000257321,0.020534198,0.881014873,0.004577571,0.505751119,0.784320578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Bland County,10655.9,0.116660822,2.970460145,3.089742911,0.092307692,0.151759915,0.309,7.3,0.253,0.999267292,0.18199097,0.285714286,89.1,32.58145363,0.125241676,,0.000609663,0.000152416,71.3,0.895424837,0.686046512,0.925,0.547727273,0.057836487,0.178,4.271196044,0.165633304,7.547169811,68.83666044,92.60089016,8.4,0,0.100806452,0.866585564,0.473,475,,,0.088876353,0.095977585,0.1,,0.107,0.138185323,,25.44043758,0.329,0.142055025,0.072164949,10566.73,0.001219326,,44727,0.422891566,,,,,6561,0.160188996,0.213382106,0.036884621,0.001219326,0.003048316,0.000152416,0.006553879,0.944215821,0.00171875,0.447340345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Botetourt County,6770,0.110653026,2.825647615,3.04044203,0.065191388,0.136103707,0.256,9.1,0.219,0.806926511,0.175408234,0.34375,169.7,13.84421759,0.098737259,0.000574018,0.000269889,0.00038984,40,0.891257996,0.606918239,0.92,0.64178432,0.041775903,0.093,3.765113417,0.179027757,17.52265861,78.40062721,67.05692589,9.1,1,0.103703704,0.901456403,0.412,303.6,,11.46788991,0.084962209,0.095155414,0.111,48.2,0.073,0.029382626,11.06094581,11.6519435,0.292,0.11381579,0.056688359,8090.05,0.000329865,,62591,0.233600658,24.68978204,24.00412881,,12.1,33347,0.197469038,0.20514589,0.033286353,0.003298648,0.007197049,0.000209914,0.01646325,0.928839176,0.002305385,0.506612289,0.640973814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Brunswick County,9011.3,0.204603602,3.968656562,3.638244657,0.109289618,0.196602854,0.359,6.2,0.256,0.228404268,0.137232311,0.390243902,648.1,38.53617965,0.16088491,0.000303067,0.00023955,0.00023955,47.22,0.884057971,0.683615819,0.775,0.436319613,0.068163846,0.292,4.877034984,0.542485838,10.91041338,95.73865302,75.84466065,8.6,0,0.154506438,0.840951493,0.445,461.8,,,0.122611401,0.117844623,0.12,436.9,0.206,0.045183406,,26.81773994,0.427,0.192096848,0.068322981,7886.93,0.000359325,0.3333,39748,0.855681206,29.22136312,29.62291413,,,16698,0.170918673,0.195412624,0.548209366,0.003054258,0.003772907,0.001137861,0.020780932,0.414840101,0.004936139,0.466882261,0.755076288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Buchanan County,12037.7,0.185412755,4.096868634,3.961040348,0.095588235,0.205474177,0.318,7.5,0.341,0.266370653,0.146057784,0.225806452,46.6,45.05572682,0.154643849,0.000302952,0.000175624,0.000263435,148.29,0.866498741,0.51754386,0.86,0.473990478,0.107721382,0.336,5.428313442,0.389040417,9.088548429,176.9563508,126.5833611,9.3,0,0.129151292,0.877828702,0.455,584.2,65.74229022,,0.12468856,0.125585094,0.146,84.3,0.15,0.028574198,41.73923056,33.88784334,0.375,0.179695432,0.067908801,11118.68,0.000570776,0.222,32433,0.663787588,74.20647571,38.51247255,10.3,21.4,22776,0.178433439,0.201176677,0.029373024,0.00127327,0.005356516,8.78117E-05,0.00583948,0.952230418,0.00133672,0.492184756,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Buckingham County,7128.2,0.166959826,3.624780097,3.488458518,0.097315436,0.188473797,0.335,7,0.339,0.197772075,0.158207286,0.380952381,262.6,34.95630462,0.167603771,0.000354757,0.00058713,0.000293565,42.38,0.904761905,0.568047337,0.875,0.363778124,0.058389578,0.275,4.498595348,0.33555421,8.868917401,162.3659032,65.53770173,8.4,1,0.157351677,0.785114627,0.533,367.6,,,0.109568398,0.109688232,0.143,494.7,0.167,0.043733731,,17.53785253,0.395,0.199152542,0.079268293,7649.29,0.000410991,0.3829,43774,0.668840242,17.61486169,15.58798446,,12.9,17032,0.186589948,0.173438234,0.344469234,0.003522781,0.004109911,0.000293565,0.023720056,0.607151245,0.003528538,0.453558009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Campbell County,6713.8,0.147594365,3.523389385,3.433567864,0.06893617,0.173098455,0.315,7.8,0.251,0.618212319,0.154818464,0.325,356.7,26.88172043,0.1341971,0.000236859,0.000163381,5.44603E-05,40.34,0.888888889,0.58392435,0.85,0.593379897,0.047541727,0.163,4.173377433,0.321890679,15.30472807,144.2550429,68.62720179,9.1,1,0.115729047,0.847356982,0.277,363.2,48.94762604,6.597031336,0.103727747,0.108457296,0.11,113.5,0.118,0.062223023,10.29018317,14.29629726,0.345,0.159704142,0.058513397,8798.68,9.07672E-05,0.1487,46938,0.435242074,28.38614818,22.27779312,4.2,14.5,55086,0.199270232,0.185673311,0.144120103,0.003140544,0.010202229,0.000381222,0.021548125,0.803234942,0.002798758,0.515212577,0.611137449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Caroline County,7824.8,0.163276073,3.532994102,3.388023506,0.092403214,0.183631984,0.296,8.2,0.207,0.575337187,0.166450129,0.307692308,341.3,39.46234706,0.13085466,0.000100746,0.000166756,0.000166756,42.97,0.878727634,0.597222222,0.8,0.554528651,0.050598038,0.172,4.010095077,0.382317441,12.08946202,126.6573861,68.84517334,8.8,1,0.151217229,0.81979642,0.578,407.3,57.46300819,7.243752264,0.104628851,0.1077706,0.105,198.3,0.126,0.010398248,12.35122389,15.72373399,0.359,0.156411827,0.066805556,8455.36,0.000100053,0.1881,54696,0.517328437,11.80914124,11.20703763,,15.7,29984,0.23779349,0.155749733,0.273579242,0.008237727,0.009371665,0.001100587,0.045124066,0.63660619,0.001640659,0.508838047,0.784025223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Carroll County,8800.5,0.154493443,3.866144821,3.585574947,0.065653825,0.188847415,0.291,8.3,0.254,0.43389255,0.145081316,0.216216216,210.8,39.05700211,0.176181442,0.001046555,0.000302786,0.000302786,58.61,0.902332362,0.639618138,0.86,0.520240111,0.053362852,0.243,4.1543564,0.317795876,12.15353972,106.6252013,95.93452301,8.6,0,0.111774065,0.835330045,0.342,425.2,43.15180806,,0.115560784,0.116583594,0.123,30,0.117,0.020595125,15.69014211,20.08569898,0.349,0.208136826,0.078428065,9549.05,0.000807428,0.2061,42790,0.568380463,,31.46817972,,21.5,29724,0.190418517,0.223186651,0.008612569,0.003162428,0.002388642,0.000437357,0.03024492,0.950645943,0.008495401,0.505719284,0.971439984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Charles City County,8868.8,0.174709866,3.605198514,3.55031442,0.097938144,0.17723725,0.352,7.6,0.279,0.091786108,0.136817076,0.5,378.7,22.45388933,0.177789835,0.000284779,0.000426136,0.000284091,33.09,0.86259542,0.542857143,,0.415236788,0.052268506,0.195,4.489138905,0.441151567,14.23892923,125.231911,89.9103706,8.6,1,0.136842105,0.838827839,0.648,326,,,0.109775418,0.112273296,0.142,213.9,0.157,0.005104752,,27.9647644,0.385,0.198060005,0.099742046,7551.16,0.000284091,,51645,0.588732394,13.77470913,19.04273639,,,7040,0.15625,0.221164773,0.465340909,0.072869318,0.005539773,0.000710227,0.018323864,0.413778409,0.001601864,0.510511364,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Charlotte County,8881.1,0.195382331,3.942614399,3.662893402,0.120879121,0.191991226,0.335,6.1,0.285,0.196408708,0.14794558,0.15,308.8,38.8247639,0.184886128,0.000490798,0.000327842,8.19605E-05,47.96,0.906976744,0.61928934,0.825,0.476823861,0.057420832,0.284,4.439161232,0.456562618,17.17791411,166.3580992,85.98312784,8.6,1,0.161052632,0.745101881,0.484,403.8,,,0.121467414,0.119894873,0.12,93.5,0.161,0.143401422,,21.88587094,0.376,0.219904144,0.09154156,7918.83,0.000327842,,37819,0.577235772,4.706400345,4.989780009,,17.8,12201,0.212359643,0.208917302,0.284075076,0.003688222,0.002294894,0,0.027046963,0.671174494,0.000773528,0.502089993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Chesterfield County,5610.9,0.118513805,2.937302591,3.283305368,0.079907621,0.152287348,0.26,8.3,0.197,0.79520042,0.162636458,0.390243902,393,17.08853377,0.109073613,0.000908273,0.000726868,0.001221376,36.73,0.87091264,0.675167785,0.88,0.694852024,0.042931307,0.095,3.619319466,0.280870647,8.631604907,127.5848154,51.46140638,9.3,0,0.124609495,0.852742557,0.374,284.4,40.65604066,6.164331113,0.086854472,0.097996203,0.091,190.1,0.098,0.061133807,9.840039119,8.812917622,0.324,0.130657678,0.057630939,9062.73,0.00043195,0.1104,75107,0.233352867,36.02694237,31.94994323,4,11.6,335687,0.242967407,0.133830026,0.227026963,0.005621308,0.037219195,0.001322661,0.081620676,0.628627263,0.022228705,0.518408518,0.059288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
