state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value
VA,Amherst County,7514.228283,0.160590731,3.643617978,3.968512159,0.076219512,0.169078278,0.352,8,0.297,0.536797206,0.165196891,0.172413793,364,22.58556187,0.123475169,0.000221561,0.000221057,0.000157898,5247,0.34,0.51,0.932,0.597724327,0.032568073,0.185,4.06372549,0.310316816,13.61017915,133.0807409,66.73045931,9.1,1,0.12759041
VA,Appomattox County,8717.702462,0.165606367,3.800377376,4.014464269,0.0855573,0.171346197,0.474,8.5,0.365,0.547318507,0.166060611,0.363636364,459.2,26.61962797,0.118077914,0.000127543,0.000126255,0.000126255,4541,0.37,0.52,0.938,0.602174519,0.036425244,0.194,4.606335252,0.294856459,16.58057522,113.9174587,79.80435062,9,0,0.12479062
VA,Arlington County,2789.489529,0.112943892,2.776548737,3.190494208,0.067518831,0.123293564,0.196,9.3,0.134,0.999894041,0.222297099,0.238095238,431.1,10.11781012,0.076568208,0.000800119,0.000648364,0.001785105,2717,0.4,0.51,0.922,0.903365627,0.019957817,0.073,3.913721798,0.199366776,14.04464495,149.4029304,30.20866419,9.7,0,0.155801599
VA,Augusta County,5801.065281,0.142077622,3.509360941,4.059512278,0.061006727,0.158339122,0.335,8.9,0.263,0.50781017,0.162419642,0.358208955,231.6,18.65901169,0.111581822,0.000492388,0.000304809,0.000675882,4305,0.5,0.54,0.948,0.512413512,0.026894534,0.122,3.967049463,0.219437907,13.57393804,124.8902991,71.7010814,8.9,0,0.099032542
VA,Bath County,9880.240736,0.16545329,3.815772448,4.10303672,0.053956835,0.170984745,0.252,8.3,0.207,1,0.157232429,0.25,279.3,29.07711757,0.108282307,0.000232721,0.000465983,0.000232992,7214,0.46,0.3,0.936,0.62649494,0.025179856,0.148,3.025165451,0.242647059,13.96323016,111.2223334,99.55652095,8,0,0.116389549
VA,Bedford County,7384.318126,0.140366636,3.343219765,3.497114547,0.074318382,0.14507095,0.342,9,0.267,0.532043579,0.175158067,0.428571429,175.7,15.57845084,0.099546338,0.000705363,0.000266677,0.00045716,,,,0.918,0.656998503,0.030527338,0.131,3.9961999,0.261407875,12.44004412,82.53613393,78.92274312,9.2,1,0.100259572
VA,Bland County,7081.091232,0.128890861,3.247445499,3.585467346,0.064102564,0.154475826,0.28,8.4,0.272,0.999267292,0.188541045,0.166666667,126,17.839445,0.088847323,,0.00047672,0.000317813,4259,0.45,0.41,0.952,0.543956044,0.031757234,0.15,4.643414497,0.180861244,7.874015748,75.79777155,105.126461,8.6,0,0.07421875
VA,Botetourt County,5716.251777,0.123906816,3.148958852,3.549662619,0.065256798,0.140675436,0.254,8.7,0.189,0.908018583,0.186592979,0.2,195.8,10.2989558,0.083670296,0.000512172,0.000270457,0.00039066,3423,0.46,0.51,0.953,0.676150121,0.026942283,0.086,4.296029381,0.197620519,18.67919981,105.7913191,77.64208803,9,1,0.102968809
VA,Brunswick County,10785.31339,0.228818003,4.32609007,4.148385691,0.112112112,0.200549896,0.422,6.9,0.33,0.165538603,0.14579429,0.21875,757.2,32.61600538,0.12573978,0.000369367,0.000183106,0.000305176,6000,0.44,0.47,0.887,0.50548926,0.048747913,0.27,5.029685611,0.65,7.387343019,131.9775638,88.95171019,9.3,1,0.15203252
VA,Buchanan County,12358.81069,0.211573135,4.442817763,4.640089804,0.08623298,0.204010637,0.336,,0.329,0.288198191,0.151138907,0.173913044,69.7,39.76697062,0.124598425,0.000278888,0.000188493,0.000282739,10329,0.35,0.29,0.9,0.410738515,0.054660529,0.324,4.895510614,0.43373812,7.901831366,215.6392943,113.7235435,9.5,1,0.137534247
VA,Buckingham County,7453.953821,0.19103107,4.020968985,4.016880768,0.105522682,0.189262082,0.399,7.5,0.383,0.365391345,0.167930971,0.46875,345.7,21.83406114,0.133954522,0.000234398,0.000647097,0.000470616,4426,0.39,0.4,0.953,0.336622561,0.044045934,0.249,4.330269741,0.373341961,12.30588925,129.1269259,79.94638889,8.8,1,0.14059754
VA,Campbell County,7451.466365,0.158559569,3.486550047,3.893276046,0.076470588,0.18655705,0.356,8.3,0.326,0.437894315,0.167152885,0.395348837,298.1,20.23830384,0.114477961,0.000163607,0.000163717,0.000109145,4641,0.36,0.53,0.913,0.656332648,0.03345368,0.166,4.302766763,0.303134273,14.17924014,198.79272,79.2998334,9.5,0,0.104507737
VA,Caroline County,8638.318074,0.16177108,3.614599464,3.835863849,0.090056285,0.170158076,0.412,8.5,0.315,0.456262042,0.176786525,0.23255814,453,28.28678171,0.113774127,0.000164144,0.000259977,0.000324971,5781,0.38,0.37,0.88,0.580894093,0.034512511,0.152,3.106884558,0.393146327,11.4901021,142.6557465,93.93211751,8.9,0,0.10624715
VA,Carroll County,7266.805212,0.15231229,3.766533724,4.233717012,0.066933638,0.175105672,0.319,8.7,0.245,0.423673524,0.170739708,0.344827586,171.7,30.71297989,0.125593996,0.000976168,0.000303685,0.00037117,4375,0.43,0.49,0.913,0.561129516,0.035829398,0.23,4.216552175,0.33921426,11.44472869,97.73029808,82.31007961,9,0,0.109572785
VA,Charles City County,11456.9414,0.183519329,3.822201652,4.036179052,0.113573407,0.171836978,0.342,8,0.322,0.32345645,0.145354707,0.545454546,285.6,18.62197393,0.16414283,0.000285551,0.000144072,0.000144072,3895,0.45,0.5,0.898,0.491525424,0.039274106,0.188,4.998069771,0.339432754,17.13306682,71.13893434,94.07337723,8.7,0,0.11558669
VA,Charlotte County,10275.88009,0.192906581,4.08194717,4.36028161,0.110996917,0.193077453,0.4,6.4,0.246,0.214285714,0.150671708,0.294117647,503.3,28.03738318,0.147590361,0.000577605,0.000335065,0.000167532,4673,0.38,0.43,0.89,0.501677852,0.036555024,0.297,4.752523317,0.495249406,14.85271062,217.9903755,103.9398139,9.3,1,0.153427639
VA,Chesterfield County,6397.317138,0.129851341,3.430552411,3.533395992,0.080174653,0.150843435,0.321,8.5,0.236,0.748494795,0.178338901,0.343283582,487.8,12.66943034,0.089753357,0.000876021,0.000751673,0.001643925,3931,0.47,0.52,0.909,0.710036394,0.029164905,0.099,3.538307271,0.287855016,8.52738221,136.0273431,65.78986083,9.3,0,0.11903961
VA,Clarke County,7437.442623,0.1384599,3.351138072,3.774555315,0.054371002,0.152625945,0.263,9.2,0.208,0.754595981,0.174275944,0.157894737,199.9,10.42944785,0.113333913,0.000482492,0.000344282,0.00055085,6287,0.36,0.52,0.994,0.66147719,0.028628231,0.08,5.096385945,0.328703704,16.54259719,72.96226808,94.19456719,9,0,0.172629696
VA,Craig County,8122.93668,0.134043424,3.407793954,3.834047195,0.084507042,0.149902284,0.279,8.7,0.316,0.958188825,0.178879918,0.75,276.6,26.89721422,0.104966718,0.00019755,0.000592417,,5248,0.47,0.45,0.881,0.538657604,0.035433071,0.212,4.571900897,0.170506912,0,48.04920238,77.73329706,8.4,0,0.079913607
VA,Culpeper County,7700.12567,0.147840693,3.516115964,3.769398368,0.071819575,0.160580226,0.297,9,0.278,0.668208786,0.190349942,0.205882353,407.6,21.36870222,0.13283327,0.00039,0.000385661,0.001561928,4630,0.4,0.5,0.921,0.549501338,0.028455621,0.113,3.994942109,0.249716324,9.165009165,159.1372128,86.17197862,8.8,0,0.150842946
VA,Cumberland County,7282.801545,0.192280311,4.148884957,4.242102083,0.098199673,0.185551455,0.386,5.6,0.352,0.47264226,0.14708046,0.25,591.2,18.84057971,0.123356128,0.000305779,0.000101947,0.000305842,5643,0.4,0.43,0.942,0.53816047,0.032571182,0.252,5.12890095,0.422314911,6.115584548,180.4216712,79.88856569,8.7,0,0.188494492
VA,Dickenson County,10851.25239,0.212879653,4.523690084,4.825966352,0.083251714,0.20793022,0.368,,0.264,0.600767151,0.158760947,0.111111111,223.2,37.61755486,0.115474479,0.000270599,6.88563E-05,0.000619707,5623,0.38,0.39,0.914,0.531302404,0.052057842,0.287,5.700016046,0.293898305,2.705993776,194.8416499,131.1984578,9.4,0,0.151114781
VA,Dinwiddie County,8184.371487,0.170463534,3.574032153,3.967997007,0.096796183,0.17540486,0.388,7.6,0.278,0.316595836,0.173484446,0.324324324,563.7,15.93323217,0.118097754,0.000141804,7.01041E-05,0.00017526,6840,0.46,0.49,0.877,0.54608595,0.035115071,0.178,4.309270101,0.321292776,7.799205899,250.1754828,70.41652441,9.3,0,0.15563074
VA,Essex County,10160.19521,0.176178162,3.67601127,4.079497995,0.133333333,0.16927322,0.4,7.2,0.333,0.245448839,0.148956292,0.3125,662,21.58828065,0.126057331,0.000181357,0.000549501,0.000183167,3243,0.5,0.53,0.933,0.445475638,0.038594575,0.234,4.066739358,0.479750779,12.69495829,210.6017834,63.28770591,8.5,0,0.12935883
VA,Fairfax County,3508.736143,0.099858457,2.541686412,2.861168125,0.070666601,0.093661599,0.217,9.6,0.162,0.996062774,0.168838389,0.251396648,286.8,9.068916422,0.090231821,0.001062317,0.001043626,0.001831777,3008,0.37,0.51,0.915,0.805336768,0.024308624,0.072,3.845120624,0.192986301,8.690102078,95.58017032,36.58844575,8.3,0,0.141333638
VA,Fauquier County,6727.057313,0.132515642,3.272282572,3.657065924,0.05489671,0.139201923,0.286,9.5,0.221,0.653942303,0.198814428,0.281690141,259.1,11.91515908,0.098777917,0.000518247,0.000537672,0.00077821,4405,0.38,0.51,0.961,0.680449467,0.025991905,0.068,3.970985985,0.199112317,13.38803714,64.62652478,77.1143632,9.1,0,0.118878192
VA,Floyd County,7312.728352,0.149388703,3.612288064,3.971171198,0.072895277,0.166039627,0.298,8.2,0.23,0.400157078,0.172658566,0.2,76.2,19.27550681,0.133726647,0.00031736,0.000189934,0.000569801,3563,0.41,0.47,0.978,0.503878282,0.027267119,0.183,4.333425275,0.160964484,13.32910187,128.1722635,89.16061648,8.7,1,0.088818398
VA,Fluvanna County,6344.011725,0.134002085,3.269838981,3.591561424,0.072096863,0.140433646,0.304,9,0.218,0.494375462,0.177484853,0.2,185.2,14.71389646,0.105184596,0.00026463,0.000112011,0.00052272,3510,0.52,0.59,0.956,0.690873257,0.025012912,0.09,3.370871947,0.248097413,7.182821715,99.55582785,60.68283359,8.7,0,0.138860631
VA,Franklin County,8299.960683,0.155771986,3.740344515,3.91924288,0.087129841,0.161041821,0.356,8.2,0.31,0.421624317,0.180737108,0.215686275,315.4,20.01134246,0.127273587,0.000354327,0.000160157,0.000569446,3535,0.48,0.52,0.9,0.530572857,0.030718283,0.23,4.643343913,0.305301138,10.0983258,150.4067211,92.7732813,9.4,0,0.12383025
VA,Frederick County,6447.896866,0.136064123,3.144840962,3.621976697,0.070334573,0.141797733,0.311,9.3,0.228,0.811991571,0.198199666,0.298507463,241.7,19.14276147,0.104827353,0.000427825,0.000124498,0.000554581,5786,0.43,0.53,0.933,0.592560595,0.025895776,0.098,3.703512513,0.255253873,8.556495999,111.6057963,79.08934271,9.1,0,0.113822497
VA,Giles County,9515.860675,0.140056937,3.51088509,3.990608044,0.088138386,0.157479684,0.341,8.9,0.273,0.897373597,0.174053926,0.142857143,273.2,35.76751118,0.111068876,0.000415751,0.000296842,0.000118737,3373,0.5,0.3,0.927,0.585953878,0.033269599,0.18,3.706795055,0.345657277,11.8786007,146.9706059,90.41053521,8.8,0,0.078875172
VA,Gloucester County,9000.074676,0.130231172,3.221994324,3.796953108,0.079041916,0.161353817,0.309,8.9,0.251,0.707173477,0.189198176,0.230769231,372.7,16.49175412,0.096998681,0.000589939,0.000348068,0.001606469,3752,0.49,0.51,0.926,0.585865642,0.02679352,0.134,3.893650138,0.245018055,7.776466803,113.8103432,94.01576241,8.7,0,0.119572709
VA,Goochland County,5754.728842,0.125502723,3.084757593,3.509182935,0.058510638,0.133418101,0.27,9.1,0.188,0.54326104,0.181160578,0.392857143,233.6,6.271777004,0.072079487,0.000925722,0.000258131,0.000989503,3465,0.52,0.54,0.94,0.659916355,0.029597728,0.079,4.401367264,0.204178065,16.75115715,116.340078,67.38424982,9,0,0.110091743
VA,Grayson County,9133.270015,0.182771272,4.048542159,4.163271223,0.059436914,0.194386222,0.331,7.7,0.318,0.701796176,0.15596669,0.5,236.2,31.16045845,0.137113024,0.000255346,0.000191926,0.000255902,3887,0.41,0.45,0.906,0.461715602,0.03061625,0.275,4.684196314,0.302342878,7.02202362,118.8678639,72.25060639,8.7,1,0.119970194
VA,Greene County,6063.114946,0.154843102,3.62375431,4.039065363,0.073235686,0.172261023,0.284,9.3,0.205,0.385861001,0.175676799,0.111111111,229.5,19.32100469,0.134209234,0.000254946,0.000101117,0.000707821,5643,0.5,0.56,0.947,0.593641736,0.025143748,0.122,3.665621957,0.199657608,3.56924332,118.1071363,60.85297303,8.5,0,0.118226601
VA,Greensville County,9600.661267,0.228330387,4.304250463,4.127290489,0.125265393,0.222202843,0.362,7.2,0.336,0.164012089,0.158756675,0.157894737,496.6,49.01438466,0.102560172,0.000428119,8.60067E-05,0.000430034,6631,0.47,0.47,0.888,0.387433155,0.036690975,0.272,4.0438179,0.479871176,3.424950766,123.0743114,90.47765373,9.3,0,0.152496626
VA,Halifax County,10423.46047,0.198218164,4.028283515,4.219133085,0.104914197,0.18800049,0.385,6.7,0.288,0.428713336,0.138868172,0.282608696,486.1,36.9122807,0.112865066,0.000405057,0.000439625,0.000967175,4413,0.43,0.44,0.945,0.536697889,0.040984146,0.224,4.613860834,0.357976107,14.75566357,207.2524048,87.93103448,9.9,0,0.113214161
VA,Hanover County,5951.499595,0.116379523,3.032636011,3.461707657,0.067919298,0.130102671,0.308,9.2,0.208,0.806965543,0.194356904,0.338028169,295.5,8.122743682,0.077754581,0.000670298,0.000662073,0.001519969,4325,0.47,0.56,0.951,0.747479618,0.026093512,0.062,3.663449474,0.191529901,12.36747449,127.7637444,62.55990541,9.2,0,0.093571902
VA,Henrico County,6576.727898,0.140060603,3.248815601,3.510741315,0.083088954,0.151650878,0.32,8.1,0.234,0.967644615,0.168062044,0.28440367,566,13.38864511,0.09893082,0.001052157,0.00078661,0.002791099,3632,0.49,0.56,0.923,0.749551187,0.029773452,0.126,4.188186462,0.346071731,12.68687214,174.8402694,62.11907608,8.5,0,0.154566465
VA,Henry County,9336.237891,0.213582512,4.213575253,4.302736928,0.093324692,0.19183738,0.342,7.4,0.334,0.403630589,0.136673596,0.296875,349.4,27.49667791,0.128386795,0.00060515,0.000588778,0.000117756,5683,0.48,0.52,0.879,0.547587512,0.037470825,0.28,4.43984404,0.363112964,14.2502977,227.1826452,105.2071727,9.7,1,0.12039756
VA,Highland County,5857.98296,0.141847045,3.522583908,3.917566281,,0.146402773,0.265,6.4,0.294,0.792330892,0.152355611,0.333333333,,,0.177897574,0.00045208,0.000904977,0.002262443,3563,0.46,0.19,1,0.571014493,0.027134876,0.212,4.553598089,0.181102362,0,91.2616929,126.1261261,7.7,0,0.102678571
VA,Isle of Wight County,6418.341712,0.143813771,3.380233053,3.765303117,0.076766027,0.152080716,0.377,8.6,0.284,0.710008506,0.181112362,0.363636364,396.7,12.19512195,0.091695269,0.000465091,0.000270614,0.000270614,4304,0.49,0.51,0.955,0.708551271,0.029683826,0.121,4.671379469,0.288652953,13.13197636,144.2741208,64.68518052,9,1,0.11942446
VA,James City County,5894.942019,0.129478673,3.06699168,3.448650905,0.071485783,0.124559483,0.271,8.6,0.186,0.897536152,0.164581058,0.382352941,300.6,13.58714394,0.089102747,0.001204915,0.001125699,0.002892784,4885,0.52,0.56,0.921,0.75331968,0.028999972,0.093,4.114321201,0.244345397,8.076902706,121.8555083,61.81881711,8.8,0,0.132627866
VA,King and Queen County,9898.080891,0.178179591,3.952018746,4.149196509,0.09976247,0.179843448,0.523,8.1,0.288,0.145140389,0.15500775,0.166666667,371.3,24.30846605,0.141141696,0.000428388,,,4265,0.43,0.51,0.868,0.531289911,0.030397506,0.193,5.292694472,0.419306184,14.27959446,139.5576024,78.79111912,8.6,0,0.151515152
VA,King George County,7422.313437,0.145743172,3.322550614,3.726115269,0.077642657,0.155458917,0.302,,0.202,0.711287313,0.20510078,0.25,315.1,19.57753735,0.072438939,0.000265786,0.000451552,0.000413923,6073,0.36,0.37,0.952,0.687732896,0.029418472,0.091,3.480230282,0.220702234,11.01112503,105.8429213,97.08588248,8.8,0,0.094579008
VA,King William County,7963.738201,0.140863859,3.30204611,3.697514138,0.074889868,0.165225733,0.28,8.7,0.32,0.525070599,0.185351936,0.230769231,311.2,14.90792166,0.098465929,0.000239406,0.000354212,0.000590354,4516,0.47,0.53,0.924,0.653383459,0.02920924,0.102,3.440622222,0.327473104,6.583672492,71.05563966,92.19273133,8.8,0,0.126957956
VA,Lancaster County,9859.701958,0.164633369,3.511255051,3.827702079,0.110367893,0.141514574,0.313,8.2,0.257,0.576507769,0.130430024,0.454545455,435.7,25.83979328,0.120581818,0.000556174,9.27386E-05,0.000834647,2905,0.51,0.6,0.887,0.65585168,0.043470044,0.241,4.920060261,0.406436234,25.02780868,155.0670437,111.8199149,8.5,0,0.124631992
VA,Lee County,9834.805461,0.193321523,4.471353463,4.448507208,0.103643216,0.219309377,0.372,8,0.337,0.359674835,0.157285811,0.136363636,172.6,46.06032266,0.122501872,0.000252547,0.000212395,0.001189414,5603,0.37,0.37,0.845,0.469384441,0.04109589,0.325,5.834249232,0.295609971,5.050930213,115.0097859,91.60607736,9.8,1,0.129310345
VA,Loudoun County,3348.524468,0.110759399,2.771855891,3.01182361,0.065632658,0.10980386,0.223,10,0.169,0.917223537,0.175713476,0.388059702,238.6,6.411506303,0.065311803,0.000773714,0.000636598,0.001437876,4328,0.35,0.52,0.955,0.839608222,0.02451105,0.036,3.55044333,0.13532518,6.707194534,100.4257031,32.39090484,9.6,0,0.112705531
VA,Louisa County,7907.824258,0.149049385,3.564885225,3.917266603,0.075115562,0.163581967,0.304,8.8,0.313,0.367025609,0.176140654,0.571428571,242.6,22.49683143,0.125169124,0.000139431,0.000244712,0.000353472,4798,0.47,0.56,0.942,0.562138194,0.027416073,0.149,4.079774253,0.273713883,9.48131623,188.9644747,80.30584084,8.8,0,0.121719285
VA,Lunenburg County,9946.497862,0.21366633,4.217495792,4.272018896,0.153748412,0.201636356,0.4,8,0.278,0.57131795,0.14697781,0.384615385,441.4,36.98366955,0.152983767,0.000163466,0.000330961,0.000579183,5184,0.38,0.53,0.798,0.46156571,0.032397004,0.248,3.878712098,0.43244425,13.07723743,166.9449082,83.11739109,9.2,0,0.142398287
VA,Madison County,8400.972858,0.158480996,3.759042221,4.003033974,0.065388952,0.164148681,0.378,8.9,0.254,0.516606552,0.164295611,0.333333333,384.1,15.20086862,0.128673627,0.000527228,0.000376081,0.000300865,4771,0.5,0.58,0.955,0.556125941,0.024101363,0.161,3.87275687,0.240190686,8.285004143,91.55762408,103.1224883,8.4,0,0.174603175
VA,Mathews County,7584.850395,0.148746641,3.345895848,3.722749445,0.081534772,0.143573695,0.32,9.1,0.248,0.517041657,0.155816883,0,250.6,10.56338028,0.097718254,0.000455633,0.000227221,0.000340832,2707,0.48,0.54,0.942,0.548408937,0.030162977,0.166,4.530347393,0.203745318,17.0862285,39.59947955,106.670298,8.4,0,0.100391134
VA,Mecklenburg County,11893.83802,0.190210581,3.748158873,4.044077943,0.105011933,0.17546601,0.391,7.5,0.269,0.55440462,0.136967237,0.23255814,469.3,28.39858847,0.119002695,0.00052141,0.000293638,0.00091354,5150,0.46,0.53,0.889,0.596879064,0.040756569,0.298,4.865200821,0.475372876,12.70937887,247.8535558,95.14501524,9.7,1,0.138416908
VA,Middlesex County,8679.909694,0.154566939,3.627929231,3.948637615,0.088509317,0.151365461,0.303,8.8,0.244,0.377771695,0.151980994,0.333333333,262.2,25.94936709,0.114011571,0.000280925,0.000464296,0.000742873,4067,0.49,0.54,0.935,0.522962113,0.026435907,0.229,4.900014568,0.31466031,11.23700721,217.0425592,91.5408758,8.6,0,0.139664805
VA,Montgomery County,5709.418757,0.155520384,3.507551838,4.032616353,0.069191671,0.168873363,0.265,7.8,0.218,0.744798288,0.210032383,0.190476191,363.2,8.163858222,0.109569113,0.000700088,0.000474819,0.002212456,3553,0.46,0.54,0.954,0.786532772,0.029226592,0.146,5.83133099,0.238101542,11.05936546,128.0798313,43.58070475,9,1,0.193137255
VA,Nelson County,8219.264095,0.152394421,3.616460924,3.983431299,0.075675676,0.164976599,0.284,8.4,0.22,0.545539281,0.156509334,0.380952381,220.8,19.01743265,0.132809646,0.000869973,0.000539229,0.001145861,3879,0.45,0.53,0.924,0.559385666,0.030544668,0.199,4.668437215,0.408682635,11.37656428,142.8037129,100.9652276,8.5,1,0.140282132
VA,New Kent County,6873.858123,0.120976189,3.007871592,3.553088259,0.071834993,0.143886208,0.329,9.4,0.255,0.776005209,0.200801585,0.222222222,189.1,12.36063985,0.095732542,0.000322848,0.000223304,0.000893216,3929,0.45,0.5,0.935,0.582763338,0.027257664,0.073,3.628053709,0.212156228,9.224241306,145.9240206,80.46727822,8.8,0,0.132050431
VA,Northampton County,9837.237845,0.191519782,4.05914173,4.201877269,0.094640821,0.176761308,0.36,7.7,0.277,0.195818872,0.138740951,0.291666667,877.9,36.63003663,0.145712294,0.001013,0.001193012,0.001022582,4093,0.47,0.5,0.914,0.488812392,0.054069119,0.3,4.897100527,0.510362694,14.35083573,99.56027545,88.33922262,8.4,0,0.145812808
VA,Northumberland County,6965.451349,0.16273742,3.707489726,3.982038483,0.111111111,0.145767183,0.301,8.3,0.198,0.440470397,0.142854075,0.142857143,399.2,24.58547742,0.125577219,0.000977597,0.001152548,8.23249E-05,2762,0.49,0.54,0.949,0.44662197,0.044456444,0.27,4.520254533,0.3850355,17.10794297,181.0029207,76.88909974,8.6,0,0.154112554
VA,Nottoway County,8976.485914,0.211383348,4.229237554,4.301699113,0.117647059,0.202613742,0.39,4.8,0.338,0.631110831,0.152499188,0.315789474,1082,37.12871287,0.134321269,0.00064792,0.000453956,0.000583658,5519,0.43,0.52,0.91,0.368120457,0.030722391,0.279,4.713294927,0.440397351,14.90216405,239.4865409,72.07114452,9,0,0.167400881
VA,Orange County,8518.844868,0.14090855,3.399590754,3.740105621,0.076258993,0.156305176,0.364,8.4,0.256,0.642095517,0.174649148,0.40625,271.7,21.20141343,0.1167762,0.000415824,0.000272896,0.000545792,4303,0.44,0.53,0.932,0.57681089,0.029940473,0.129,3.673991432,0.337483444,6.930391151,110.5113274,106.3466565,8.8,1,0.128350321
VA,Page County,8480.328917,0.163363979,3.986826112,4.214521995,0.070279929,0.179451639,0.359,8.4,0.303,0.324557025,0.167254512,0.333333333,219.1,29.3986637,0.131430414,0.000337112,0.000167133,0.00037605,5237,0.34,0.3,0.996,0.442986509,0.041522491,0.19,4.246906663,0.358199493,9.270574354,154.3112013,92.52094338,8.4,0,0.128608924
VA,Patrick County,9908.198643,0.173144247,4.029763817,4.257108381,0.086053413,0.179268216,0.245,8.1,0.358,0.463115197,0.154033851,0.111111111,169.8,25.80449302,0.13710555,0.000283046,0.000113167,0.000396084,4466,0.44,0.36,0.934,0.538990826,0.038585641,0.227,4.983795713,0.356125356,8.49136711,146.3562809,108.2951881,9.1,0,0.133247918
VA,Pittsylvania County,9121.396235,0.182296147,3.853621431,4.105803073,0.080599548,0.182698366,0.379,7.9,0.305,0.289594684,0.150960482,0.421686747,280.8,21.42915343,0.128363193,0.000081622,0.000147664,0.000196886,3750,0.44,0.5,0.913,0.581638847,0.035520199,0.223,4.316142814,0.371371204,14.03898266,80.81853007,87.85266686,10.1,1,0.115669516
VA,Powhatan County,5864.448852,0.122194438,3.056451447,3.499251907,0.066544567,0.141049459,0.275,9.4,0.265,0.653711759,0.195357822,0.421052632,181.8,10.74053137,0.095212695,0.000489493,0.000479633,0.000239816,3720,0.49,0.53,0.936,0.607565012,0.027060271,0.081,3.230739591,0.180052073,9.090591238,72.97711011,60.26080315,9,0,0.128737963
VA,Prince Edward County,8891.819835,0.205418507,4.141686338,4.307253366,0.112030554,0.183261491,0.375,6.6,0.263,0.813847997,0.177250069,0.384615385,788.4,7.95443386,0.120599398,0.000616659,0.000392157,0.002527233,5284,0.4,0.46,0.893,0.580629995,0.038141336,0.279,4.541662587,0.336155107,10.13081972,204.7465986,81.86655751,9,0,0.129540781
VA,Prince George County,5919.728931,0.17442792,3.570075386,3.69840354,0.082495812,0.179625805,0.319,7.5,0.29,0.407697691,0.188443647,0.264705882,891.3,14.99867268,0.0899915,0.000158692,0.000236332,0.001050365,6073,0.41,0.44,0.909,0.625247738,0.036175192,0.113,3.654377085,0.252068667,6.876669576,110.8018625,56.10513891,9.2,0,0.129579982
VA,Prince William County,4704.826373,0.152795478,3.056180953,3.42283697,0.072291443,0.13432226,0.303,9.3,0.185,0.969052393,0.183636221,0.272727273,434.1,17.3815478,0.116721091,0.000444902,0.000538449,0.001162366,5131,0.36,0.47,0.922,0.690407097,0.02723349,0.087,3.59907226,0.213404937,6.695131775,185.515653,38.79059166,9.5,1,0.155177408
VA,Pulaski County,8953.416541,0.158315492,3.668329042,4.093588565,0.086936937,0.164652403,0.305,8.1,0.324,0.831039229,0.168807031,0.230769231,275,39.86486487,0.09780018,0.000409548,0.000264193,0.000381612,4993,0.43,0.5,0.948,0.592071281,0.03456867,0.205,4.454302614,0.277290448,18.13714018,252.5805557,106.9506215,9,1,0.092064583
VA,Rappahannock County,4402.681601,0.122946841,3.207002627,3.616281243,0.073239437,0.134047576,0.391,7.4,0.202,0.493964465,0.175717823,0.333333333,245.9,11.51079137,0.141282003,0.00040978,0.000275786,0.001103144,4669,0.34,0.46,0.948,0.549215407,0.027289922,0.136,4.602544224,0.367924528,9.561535309,40.56795132,76.29427793,8.3,0,0.160246533
VA,Richmond County,10136.39083,0.19014134,4.067433313,4.104731546,0.101663586,0.18876946,0.301,8.1,0.277,0.606008213,0.156528817,0.111111111,369.2,18.06810285,0.125998548,,0.000331932,0.001659659,4930,0.5,0.54,0.951,0.495185695,0.030693069,0.225,4.586926008,0.130346232,19.01778723,118.8320507,80.78813312,8.4,0,0.165316045
VA,Roanoke County,7075.968252,0.141669149,3.18759184,3.527449741,0.071145499,0.149945198,0.296,8.9,0.254,0.821620334,0.181519458,0.3125,232.6,11.10615301,0.082436635,0.001301611,0.000861034,0.00254058,3544,0.46,0.55,0.952,0.739104395,0.027215203,0.084,3.875959331,0.266253378,11.94921583,184.4518272,87.22884594,8.1,0,0.110647182
VA,Rockbridge County,6616.492379,0.152230907,3.676693352,3.959964461,0.0687251,0.161743269,0.27,8.3,0.264,0.564710629,0.164132002,0.214285714,154.5,13.41136308,0.119171928,0.000926784,4.39522E-05,4.39522E-05,3572,0.5,0.49,0.906,0.592091124,0.029960053,0.167,4.441085934,0.271306102,11.47446931,141.3538558,100.4587319,8.6,0,0.123450135
VA,Rockingham County,5657.782035,0.146643851,3.552788815,3.795814005,0.061210454,0.147841804,0.278,8.7,0.294,0.721007941,0.175006386,0.35,253,17.31892674,0.153942703,0.000286687,0.000221555,0.000160012,5730,0.39,0.48,0.942,0.561449404,0.026486977,0.093,3.577654463,0.244405115,14.58361898,112.2857161,67.84277562,8.9,0,0.121800234
