state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,opioid_hospital_visits_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
TX,Falls County,7710.253522,0.220671561,4.234660305,4.022263667,0.091530055,0.183219099,0.322,6.4,0.28,0.446882346,0.161353913,0.275862069,525,58.71670702,0.19672795,0.000115788,0.000229397,0.000114699,8983,0.34,0.3,0.873,0.408394404,0.041985305,0.329,5.707456107,0.349244876,13.89451746,161.9567014,62.54777955,10,1,0.143911439,0.78006274,0.471,77.38927417,435.5,,,0.134079787,0.129699407,0.121,372.2,0.208,0.065207501,,17.22893148,0.347343133,0.232640475,0.113690319,0.000344096,,35988,0.805963303,34.47928273,33.33954276,,,0.727289547,0.131914894,17437,0.21505993,0.17738143,0.233239663,0.010953719,0.005333486,0.002064575,0.233354361,0.511670586,0.028253109,0.524115387,0.673569909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fannin County,10910.68056,0.170234048,3.693749542,3.724539975,0.070101351,0.162086232,0.306,6.3,0.26,0.393011942,0.187172771,0.229166667,240.4,35.75813382,0.211068519,0.000205695,0.000232248,0.001103176,6285,0.35,0.42,0.967,0.518914272,0.033255945,0.18,4.571580115,0.279666996,13.81093709,144.6922075,91.40174902,10,0,0.151148226,0.816842585,0.443,74.10966289,530,105.2483862,,0.113591875,0.115121956,0.107,230,0.179,0.134657928,9.787608887,33.28137507,0.316612615,0.246506986,0.12544026,0.000406433,0.082242991,50598,0.577785951,33.26251962,24.41475213,4.2,20.6,0.746403925,0.103686838,34446,0.212216223,0.186785113,0.065319631,0.013151019,0.007489984,0.000783836,0.110491784,0.789728851,0.02186048,0.470794867,0.705292643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fayette County,6732.782343,0.161069265,3.455721404,3.482571601,0.062203792,0.134244761,0.273,7.5,0.23,0.569398061,0.172065308,0.3,386.3,26.63011553,0.192827717,0.000357867,0.000514403,0.000197847,3372,0.35,0.43,0.94,0.464820513,0.031608968,0.167,4.374361765,0.195339806,20.27913635,260.831475,73.49123298,9.6,1,0.115062762,0.85335427,0.238,79.19832821,326.4,52.92023477,,0.105119658,0.106689922,0.125,103.1,0.143,0.075938803,,29.2076146,0.295103536,0.220321712,0.12568306,0.000395695,,56320,0.511398964,12.31491386,17.71200863,,,0.812217681,0.072869447,25272,0.203941121,0.247507123,0.060185185,0.012068693,0.004431782,0.000633112,0.212923394,0.710311808,0.022665993,0.508982273,0.671377372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fisher County,6219.423223,0.180909617,3.70284913,3.58707214,0.099630996,0.144057214,0.283,7.7,0.245,0.013085053,0.170009551,0.384615385,444.2,43.62416107,0.177326565,0.000259471,0.000257732,,3358,0.32,0.09,0.976,0.656392694,0.035423926,0.21,3.982763363,0.186335404,25.94706798,313.6434919,109.1022444,7.6,0,0.096096096,0.812793427,0.306,79.81607938,322.7,,,0.114093829,0.112571456,0.117,,0.153,0.031046101,,40.73168925,0.306075547,0.199168207,0.123515439,0.001030928,,47292,0.540740741,20.33457354,30.33277207,,,0.723466981,0.042351454,3880,0.207216495,0.241237113,0.034278351,0.011340206,0.005412371,0.001804124,0.283505155,0.661597938,0.032426491,0.500515464,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Floyd County,5670.203477,0.266650472,4.446162308,3.98940486,0.087591241,0.166735294,0.286,8.4,0.238,0.828420726,0.154226455,0.142857143,338.9,52.83505155,0.2278826,0.000676018,0.000170794,0.000170794,6025,0.35,0.32,0.955,0.523913044,0.054936897,0.34,4.546063737,0.30259901,25.35068447,467.6539361,70.34704542,7.3,0,0.155279503,0.810222036,0.21,79.85097835,322.4,,,0.143836004,0.129640016,0.109,104.4,0.12,0.0168915,,,0.326563476,0.280559876,0.123486683,0.000341588,,41390,0.76076555,19.37150526,4.497555676,,,0.727155172,0.086524823,5855,0.26883006,0.184799317,0.032450897,0.014175918,0.004782237,0.000170794,0.590435525,0.362425278,0.044516245,0.493766012,0.533198883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Foard County,13700.83553,0.150767861,3.375199691,3.467356606,,0.133136092,0.287,4.1,0.251,0.413922156,0.172427593,0,,,0.240909091,0,0,,8165,0.19,0.24,1,0.633333333,0.033613445,0.307,4.017968679,0.341637011,33.81234151,0,161.8908855,7.5,1,0.037623762,0.843270869,0.27,,543.8,,,0.102324153,0.10568849,0.124,,0.134,0.457702585,,,0.296618312,0.268292683,0.163179916,0.000818331,,35007,0.726872247,,,,,0.802491103,0.036968577,1222,0.207037643,0.267594108,0.047463175,0.006546645,0.010638298,0,0.177577741,0.753682488,0.030769231,0.518003273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Fort Bend County,4382.160739,0.14092254,2.857600552,2.982954932,0.087868427,0.123252882,0.291,7.4,0.22,0.916971172,0.182776445,0.285714286,384.6,13.34715862,0.119852323,0.000845883,0.000534761,0.000636745,4759,0.36,0.44,0.929,0.765458444,0.046321135,0.102,4.144354704,0.213013719,4.99165584,245.5656844,33.82153578,11.7,0,0.139337504,0.819951294,0.581,83.00981245,216.9,33.35073192,4.159866884,0.087189376,0.090071242,0.093,234.8,0.148,0.070545058,5.625177756,7.175474562,0.324878632,0.146231235,0.066756447,0.000588368,0.049026729,91661,0.325403029,47.45376726,37.92945462,3.4,8.6,0.780520935,0.110689501,764828,0.277026992,0.10630364,0.201966978,0.006030114,0.203594795,0.000938773,0.244916504,0.332145267,0.055364258,0.508592782,0.055357677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Franklin County,10057.78108,0.171985693,3.728876214,3.763407111,0.075697211,0.159560153,0.308,7.2,0.288,0.07515323,0.173708156,0.25,525.8,31.02836879,0.17703464,0.000282832,0.000278629,0.000371506,4018,0.32,0.48,0.989,0.554767184,0.045885727,0.242,5.231371886,0.262587142,14.1416046,252.5724977,73.19132964,9.9,0,0.127934272,0.825,0.329,76.76660108,436.4,,,0.114729129,0.117071562,0.117,172.1,0.18,0.024446542,,25.5115742,0.304970571,0.204995693,0.116366366,0.000278629,,44358,0.606304079,69.95992401,49.95913626,,,0.745103027,0.138981174,10767,0.240456952,0.213151296,0.036593294,0.010959413,0.009194762,0.000371506,0.145351537,0.788520479,0.026328912,0.504132999,0.691277699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Freestone County,7416.306109,0.172315098,3.672706017,3.638716314,0.08678501,0.163043389,0.299,6.6,0.29,0.272406137,0.180002984,0.195652174,314.9,41.21088782,0.203279144,0.000305748,0.000305733,0.000152866,4076,0.34,0.31,0.94,0.489300999,0.063075097,0.214,5.321464314,0.342416797,12.73950265,154.9836124,67.10863464,10,0,0.122889939,0.829042365,0.275,78.80484872,390.9,,,0.113208659,0.11349239,0.12,370.7,0.199,0.058721031,,20.35667808,0.317751478,0.242775149,0.119185423,0.000356688,,47616,0.532368421,23.52562894,20.98767629,,21.4,0.747925885,0.102037824,19625,0.229910828,0.196178344,0.155923567,0.013452229,0.006726115,0.000254777,0.153987261,0.669656051,0.030496377,0.481630573,0.664765846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Frio County,7125.829106,0.29273396,4.376098477,3.64406091,0.107692308,0.170473304,0.284,8.8,0.219,0.166695708,0.177132049,0.260869565,537.4,67.57763975,0.200524934,0.000158261,0.000255102,0.000306122,4771,0.26,0.35,0.846,0.346698993,0.038494624,0.347,5.653135768,0.364945155,7.385524372,237.4916611,51.09372505,8.7,0,0.216892597,0.845971212,0.167,77.90326641,413.1,,,0.144265139,0.119310663,0.083,565.7,0.082,0.05022434,,18.59787519,0.344103029,0.254942059,0.097744361,0.000612245,0.241140882,37853,0.791975309,58.68061414,21.96103937,,11.7,0.700662252,0.104905294,19600,0.236377551,0.121326531,0.03005102,0.010204082,0.02505102,0.000306122,0.791938776,0.14755102,0.111042773,0.407346939,0.221815647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gaines County,6769.868145,0.184785636,3.605763002,3.46606453,0.054139015,0.155652007,0.306,8.7,0.264,0.360036517,0.208365348,0.205882353,189.5,52.40868184,0.308773631,0.000244165,9.69086E-05,9.69086E-05,5452,0.21,0.29,0.926,0.341960784,0.03030631,0.22,4.125193999,0.251797547,13.67321027,72.60709547,78.38171897,7.4,1,0.119323241,0.749193348,0.199,78.65117883,364.5,55.86787248,,0.111314538,0.10862103,0.084,67,0.104,0.011329251,,34.57687469,0.325460134,0.367051768,0.219854401,0.000193817,0.159967846,52138,0.566203572,53.77311123,40.10520397,,,0.763470959,0.059356331,20638,0.359870143,0.08605485,0.016232193,0.010563039,0.004215525,0.000823723,0.419178215,0.550247117,0.103136749,0.49685047,0.630434783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Galveston County,7940.081509,0.177272616,3.736421654,3.525514678,0.085878065,0.150477238,0.316,6.9,0.235,0.873261726,0.187849424,0.331550802,484.1,29.43470872,0.156688021,0.000716387,0.000435774,0.000993923,6729,0.35,0.43,0.917,0.652185239,0.052021298,0.169,5.528317634,0.30854762,7.376354988,289.4240727,64.75201409,10.3,1,0.157554999,0.809395551,0.409,77.49450808,402.1,46.61785871,4.935010774,0.111749928,0.107384472,0.107,340.5,0.17,0.078152058,16.11445112,13.65758838,0.346949401,0.18670954,0.086014888,0.000823792,0.07204578,69674,0.448476588,44.32942671,30.0383602,4.9,13.5,0.663002852,0.127992359,335036,0.24503337,0.138265739,0.12727289,0.008049881,0.035154431,0.000993923,0.245740756,0.573305555,0.035725582,0.507011187,0.061498272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Garza County,6591.943462,0.199562838,3.62580441,3.335864688,0.092970522,0.158110067,0.279,8.8,0.234,0.131713357,0.215738508,0,389.7,52.98013245,0.22299944,0.000155231,0.000306373,,5448,0.24,0.35,0.711,0.272944932,0.033065659,0.265,3.243283376,0.353669319,12.41850357,117.9709005,56.0102063,7.1,0,0.081699346,0.714705882,0.199,78.05279072,430.3,,,0.112469443,0.102972458,0.084,698,0.095,0.018259758,,,0.319435244,0.268940897,0.11817368,0.000153186,,46587,0.728944821,,,,,0.650145773,0.047619048,6528,0.171262255,0.111519608,0.063419118,0.008731618,0.004748775,0.000919118,0.520220588,0.401194853,0.224496124,0.344515931,0.22334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gillespie County,6522.124983,0.159070735,3.464865718,3.531353674,0.077758719,0.131898636,0.271,7.9,0.249,0.730080122,0.163641561,0.151515152,481.5,32.51211632,0.236268761,0.001131179,0.000713053,0.000863169,1861,0.45,0.51,0.949,0.5524274,0.025771242,0.176,4.628551166,0.295091547,16.5906263,50.21922624,73.07298838,8.4,1,0.179669031,0.725495263,0.217,80.5774058,308.1,,,0.105127465,0.107764564,0.138,71.2,0.128,0.055063068,,18.86017951,0.292450817,0.256288138,0.187060998,0.000562936,,58412,0.486578056,,34.82846893,,20.8,0.762760537,0.134054792,26646,0.202056594,0.292351573,0.003827967,0.011446371,0.004315845,0.001426105,0.235307363,0.745740449,0.041391333,0.515837274,0.536538229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Glasscock County,,0.165057205,3.32208764,3.284665537,,0.138902799,0.284,6.9,0.231,0,0.206668295,0.210526316,,,0.202090592,0,0,,,0.48,0.42,1,0.491573034,0.026124819,0.115,7.080099902,0.13583815,7.610350076,0,,7.2,0,0.069767442,0.777443609,0.443,,,,,0.101182101,0.100359107,0.099,,0.098,0.225421071,,,0.308642853,0.217283951,0.172131148,0,,78088,0.340909091,,,,,0.717894737,0.05026455,1348,0.25148368,0.15504451,0.015578635,0.003709199,0.00074184,0.00148368,0.371661721,0.604599407,0.14882698,0.453264095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Goliad County,9044.575566,0.184511507,3.651753906,3.567999742,0.073170732,0.143350444,0.305,7.4,0.254,0.584188627,0.170753211,0.133333333,770.2,28.53745541,0.142369992,,0.00039672,0.00026448,6859,0.33,0.4,0.99,0.613787991,0.049321825,0.247,5.422773666,0.365491651,13.30317946,211.1653689,85.05209441,9.3,0,0.104166667,0.760054533,0.573,77.39494852,425.7,,,0.112589072,0.110163933,0.12,109.3,0.138,0.096450198,,26.81067831,0.302862766,0.158685446,0.104215457,0.00013224,,52403,0.548242334,9.110717219,0.400836201,,31.9,0.818874773,0.051901743,7562,0.213303359,0.220312087,0.040068765,0.010314732,0.004628405,0.00026448,0.364321608,0.577889447,0.008971124,0.502248083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gonzales County,8192.80401,0.221429237,3.972954904,3.706141405,0.086389961,0.154411645,0.294,7.5,0.27,0.391730196,0.170914213,0.15625,204.2,57.03090988,0.248856465,0.000383215,0.000382903,0.00033504,4342,0.28,0.38,0.845,0.375187809,0.034825339,0.262,4.693321969,0.346432452,13.41253114,652.0421767,81.46165484,9.7,0,0.2,0.772670808,0.268,77.2408781,408,53.86963548,,0.125440783,0.116833516,0.114,102.7,0.122,0.111757841,,30.05626813,0.327744774,0.309536038,0.126943448,0.000526492,,45052,0.735088537,22.23050643,10.93814738,,,0.687090339,0.10015083,20893,0.271622074,0.162973245,0.06030728,0.018140047,0.005217058,0.001196573,0.50983583,0.413727086,0.092473118,0.495333365,0.652799515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gray County,9702.512031,0.189233908,3.748675276,3.660643596,0.070702607,0.165997579,0.319,7.2,0.243,0.923674284,0.18990097,0.25,361.9,64.91043203,0.223921071,0.00039604,0.000401714,0.000223174,6583,0.31,0.44,0.947,0.460724591,0.052823759,0.24,4.658729006,0.284877713,16.72167217,497.2778326,82.1491619,7.1,0,0.143636364,0.856774194,0.207,74.97168394,511.1,55.64830273,,0.117066961,0.114787474,0.106,116.4,0.164,0.067343171,,19.35576521,0.322108863,0.273135359,0.128402071,0.000535619,0.13671875,46599,0.606593407,65.33469082,41.70724095,,16.6,0.752101368,0.094379923,22404,0.255311552,0.158677022,0.047937868,0.015532941,0.006739868,4.46349E-05,0.289100161,0.632431709,0.046632854,0.466122121,0.193876193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Grayson County,8678.162778,0.164954691,3.62252529,3.635355456,0.076565694,0.164199264,0.306,6.8,0.267,0.719351076,0.184741283,0.305084746,396.9,41.64020044,0.194428767,0.000499084,0.000625286,0.001082812,5987,0.33,0.49,0.942,0.587097428,0.034875847,0.192,4.629434346,0.338968809,11.93122003,272.6796866,68.96781344,10.2,1,0.150905433,0.779617083,0.31,76.30100882,434.7,58.68156572,6.11394164,0.111449026,0.114256722,0.107,167.2,0.179,0.078895568,8.315100743,18.53370904,0.314154514,0.227484639,0.118264367,0.00070154,0.078728003,54431,0.54028436,48.56083368,29.62317364,4,14.6,0.670094637,0.112656073,131140,0.238035687,0.174881806,0.059120024,0.01808754,0.013901174,0.000831173,0.133994205,0.756138478,0.025987983,0.51156779,0.431504753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gregg County,10077.25306,0.181815034,3.778474624,3.848669117,0.078633406,0.162346092,0.314,5.9,0.266,0.806259755,0.190140758,0.270491803,838.8,55.49757063,0.194725077,0.000816195,0.00090786,0.001345579,4528,0.39,0.47,0.938,0.556238766,0.051256247,0.236,4.655622779,0.388973,13.8995515,454.1739309,72.07084645,10.2,1,0.178211311,0.852989789,0.213,75.44279297,488.3,71.15322965,7.787928711,0.118974711,0.120050591,0.109,455.6,0.213,0.103444032,7.003932978,20.85295539,0.333255691,0.239142704,0.100782927,0.001183461,0.059825263,47208,0.600200019,29.76657783,26.9130549,10,21.1,0.588490628,0.140055074,123367,0.258618593,0.151896374,0.202112396,0.00995404,0.014428494,0.00108619,0.189532047,0.573508313,0.042585865,0.51324098,0.133623593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Grimes County,9495.590908,0.199304271,3.998473284,3.772678247,0.095773381,0.17059186,0.308,5.8,0.295,0.397158322,0.176525648,0.32,439.8,37.74244278,0.210487481,0.000216834,0.00021366,0.00014244,4501,0.35,0.44,0.928,0.431729907,0.052757794,0.257,5.051476838,0.406019958,7.58917278,392.7945045,74.29204056,10.2,1,0.171571349,0.774883359,0.365,76.48870561,462.8,60.88156506,,0.124447206,0.118378737,0.122,400.3,0.192,0.162101695,,25.13536441,0.322986783,0.249754455,0.122925149,0.00039171,,48023,0.651491713,41.39053802,33.63023987,5.8,13.8,0.777616927,0.09550366,28082,0.226265936,0.168328467,0.153016167,0.00957909,0.00409515,0.00089025,0.243572395,0.582722028,0.035343196,0.454419201,0.689031725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Guadalupe County,6346.007459,0.165487411,3.43812773,3.447926589,0.082807188,0.142249369,0.321,7.7,0.23,0.721050991,0.213798321,0.301075269,206.3,26.44632414,0.150397724,0.000360674,0.000344484,0.000275587,3954,0.36,0.39,0.942,0.608487971,0.033079603,0.12,3.875830056,0.296337034,5.989759444,195.4237715,49.56344518,10.4,1,0.126992235,0.849612381,0.408,79.94023862,318.4,43.56033106,5.172971225,0.104020571,0.103681172,0.111,116.4,0.115,0.1034485,7.722454968,14.33825097,0.309811259,0.177407575,0.092017368,0.000263061,0.050634345,66886,0.413549935,37.73094221,25.64317543,3.2,10.4,0.754356607,0.090991363,159659,0.255951747,0.133484489,0.075197765,0.009745771,0.019046844,0.002073168,0.38007253,0.504080572,0.027558497,0.505007547,0.261622559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hale County,7921.925641,0.258320521,4.234468792,3.711714327,0.09695372,0.167074182,0.313,7.6,0.259,0.740633529,0.173729366,0.35,535.5,55.45164485,0.229896107,0.00029186,0.000263667,0.001171852,4602,0.34,0.32,0.885,0.461812744,0.051296505,0.277,4.223170919,0.358508604,14.88486122,221.5886428,58.87751745,7.6,0,0.150673035,0.822504537,0.185,76.86434439,408,42.09418574,5.46149645,0.135489359,0.120474792,0.09,76.8,0.127,0.094293874,9.731697111,15.43937202,0.317946884,0.293214045,0.114841351,0.000585926,0.086308179,43570,0.715566422,36.30006613,22.94717646,,9.2,0.603904787,0.110716684,34134,0.275180172,0.131276733,0.048368196,0.017343411,0.006357298,0.001171852,0.594070428,0.339485557,0.061392267,0.481103885,0.230998263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hall County,9267.082073,0.270055972,4.807921341,4.41899608,0.134328358,0.191874431,0.292,5.9,0.261,0.426185506,0.140013501,0.333333333,318.7,44.29530201,0.295226131,0.000318674,0,,5230,0.28,0.17,1,0.471530249,0.062001772,0.414,4.437061747,0.357634113,22.30720204,268.9022461,,7,1,0.108225108,0.826363636,0.179,75.24278003,463.4,,,0.158718609,0.146589266,0.124,,0.205,0.123016468,,,0.331365034,0.358467983,0.153642384,0.000325627,,32980,0.728489484,,,,,0.626205788,0.117545376,3071,0.229892543,0.236730707,0.080104201,0.014653207,0.004233149,0.000651254,0.340605666,0.562357538,0.0721202,0.508954738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hamilton County,11075.05391,0.157595244,3.577396405,3.631920944,0.048895899,0.143363094,0.279,6.9,0.247,0.461782318,0.17345734,0.142857143,196.1,34.9907919,0.229357798,0.000963391,0.000593683,0.00071242,8564,0.28,0.19,0.988,0.546391753,0.039367896,0.258,5.272067584,0.247761194,21.67630058,128.8290867,115.9588346,8.6,0,0.146919431,0.716430595,0.235,74.49706647,580.1,,,0.108837769,0.112296482,0.121,143.8,0.172,0.074511202,,36.09922129,0.289373247,0.264034687,0.145504087,0.000831157,,44230,0.535587189,,20.45450299,,,0.756731074,0.069154399,8422,0.216219425,0.251009262,0.006411779,0.018285443,0.008311565,0.00071242,0.124792211,0.846473522,0.029052578,0.502612206,0.643771281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hansford County,9469.683564,0.216748234,4.018269434,3.755208072,0.057195572,0.163516905,0.303,5.4,0.252,0.876892927,0.174176197,0.222222222,231.7,45.26748971,0.266766021,0.000361141,0.000183587,0.000367175,2454,0.33,0.34,0.989,0.443198804,0.025210084,0.171,4.260529598,0.177379481,18.05706031,220.0440088,115.6947106,7.1,0,0.134517767,0.861492281,0.183,76.67144586,462.1,,,0.127193486,0.120075345,0.097,,0.118,0.353729985,,43.8630441,0.316136084,0.303698897,0.198347107,0.000367175,,55761,0.569415081,,0.177834972,,,0.72972973,0.079977629,5447,0.288782816,0.14870571,0.006609143,0.016339269,0.003855333,0,0.474022398,0.506884524,0.162198912,0.488892969,0.403349368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hardeman County,10522.05318,0.194497609,3.982505397,3.814340169,0.068592058,0.169663141,0.295,6.6,0.262,0.342111621,0.169483161,0.181818182,260.4,44.28904429,0.242230055,0.001024066,0.001001502,0.000751127,4723,0.3,0.31,0.981,0.439906651,0.038694075,0.29,5.193380229,0.157602664,20.4813108,42.24757077,116.8461695,7.6,1,0.076452599,0.769884639,0.166,75.67956081,519.2,,,0.124241602,0.122587559,0.112,,0.162,0.133425749,,50.10378642,0.324221958,0.277276826,0.160583942,0.000250376,,39022,0.800521512,,,,,0.750163079,0.064608758,3994,0.2223335,0.215072609,0.051076615,0.011767652,0.005508262,0,0.232598898,0.688032048,0.064482307,0.494992489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hardin County,9022.844638,0.134169801,3.277377235,3.483940236,0.0842257,0.15064029,0.304,6.6,0.296,0.665928434,0.202412319,0.232142857,225.5,42.32234554,0.147358155,0.000213061,0.00029752,0.000350024,5541,0.37,0.42,0.957,0.597252865,0.06124975,0.167,5.027271156,0.268183135,12.25098541,157.308593,81.32285172,9.6,1,0.117788462,0.86726071,0.47,76.27590143,424.4,62.88517168,5.383022774,0.098981573,0.105823233,0.102,130.4,0.18,0.100237801,10.03980487,23.79733879,0.302252395,0.17747266,0.078824499,0.000385026,,58829,0.398311663,64.11748816,45.36583866,6.1,15.7,0.8079946,0.095675622,57139,0.247589212,0.161798421,0.054586185,0.006037908,0.006632948,0.000227515,0.05733387,0.865748438,0.004316025,0.507989289,0.515475428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Harris County,6591.278158,0.181779918,3.603607657,3.646364298,0.086932965,0.128551041,0.27,7.2,0.224,0.900223069,0.180940706,0.365384615,613.6,37.68145288,0.207481395,0.000580619,0.000674836,0.001087045,5031,0.33,0.43,0.867,0.593682464,0.050005201,0.232,5.01413718,0.360580565,5.359561196,730.3948253,54.70062071,12,1,0.20406394,0.793324337,0.464,79.4658461,331.3,55.3044602,6.020868841,0.114474865,0.111525329,0.1,645.6,0.166,0.063404304,11.00796056,10.55696611,0.339241948,0.253223609,0.105949784,0.000787882,0.084485307,58664,0.652380644,49.32251838,36.43133974,8.5,12.9,0.547492886,0.154524804,4652980,0.268534144,0.101866331,0.18646072,0.010746017,0.073278415,0.001249522,0.429505177,0.296984728,0.117656117,0.502785312,0.012132803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Harrison County,8951.319455,0.179127861,3.747814363,3.611280392,0.077446809,0.163378247,0.352,6.5,0.308,0.614404778,0.190629427,0.336842105,528.9,41.22587677,0.174091944,0.000270538,0.000225019,0.000225019,5647,0.39,0.45,0.935,0.519962276,0.052023121,0.227,4.535075787,0.322273188,11.27243214,346.6565497,76.6093194,10,1,0.122743682,0.875358061,0.258,76.39212446,443.9,54.67549356,7.20147379,0.115586792,0.114577146,0.126,176.4,0.21,0.044481101,10.00295087,24.36371175,0.337828736,0.207076778,0.10376172,0.000525045,0.067860005,50584,0.593527071,34.07145946,31.12634851,7.3,17.4,0.741685571,0.107481891,66661,0.255066681,0.164759005,0.206612562,0.012061025,0.00765065,0.001275108,0.134876465,0.633398839,0.021994795,0.511003435,0.560543036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hartley County,4047.701912,0.136450512,3.036392082,3.109081299,0.062645012,0.132045704,0.291,7.5,0.246,0.738040251,0.219014951,0.16,,33.74485597,0.212081929,,,0.000175716,2176,0.28,0.25,0.947,0.344760985,0.019681032,0.094,3.838956522,0.10933759,17.40038281,364.1660597,50.30181087,5.9,0,0.11299435,0.83972468,0.069,81.05059444,247.2,,,0.090753374,0.092306419,0.1,,0.133,0.089402557,,,0.30356391,0.231542327,0.17443609,,,69000,0.558777835,,,,,0.608323831,0.09256927,5691,0.209980671,0.146898612,0.065366368,0.007028642,0.006501494,0.000175716,0.268142681,0.646810754,0.062397968,0.398875417,0.572583306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
