state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
SC,Florence County,10326.73,0.194,3.9,3.5,0.123821022,0.211,0.369,6,0.28,0.572714322,0.123,0.300699301,739.4,51.19076113,0.179368214,0.000942384,0.000585573,0.001453089,72.94,0.845514375,0.625,0.805108359,0.563116286,0.085060463,0.287,5.010400234,0.488316986,12.54095746,521.3044915,65.95042458,12.21,0,0.145505727,0.843154231,0.253,503.3,95.04856388,11.9,0.137,548.1,0.191,0.094454463,8.630734044,21.47158226,0.225141233,0.068377545,9933.35,0.000549427,0.166,41028,0.606806535,7.7,138326,0.242796004,0.144506456,0.416132903,0.004041178,0.014089904,0.000224108,0.024398884,0.531779998,0.006801236,0.530391973,0.385184644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Georgetown County,8756.06,0.161,3.6,3.7,0.108798283,0.181,0.348,6.5,0.279,0.658831743,0.161,0.375,584.8,52.59472497,0.228377737,0.000564887,0.000479815,0.000595632,55.77,0.853043048,0.68492268,0.86,0.567811194,0.08222766,0.379,5.214748201,0.499960452,17.94347804,568.4480981,77.6562417,12.29,0,0.195029109,0.815802558,0.35,401,72.00544906,12.3,0.136,384,0.172,0.083789547,11.86447917,28.00017085,0.272050636,0.109782609,9358.94,0.000297816,0.156,41213,0.585847107,8.8,60440,0.203060887,0.232594308,0.324238915,0.002895434,0.006121774,0.000430179,0.030476506,0.628772336,0.012433455,0.523279285,0.415173377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Greenville County,7041.94,0.142,3.4,3.4,0.086461141,0.195,0.296,7,0.237,0.822602914,0.126,0.420875421,411.9,43.55360884,0.19733792,0.000936688,0.000581952,0.001442229,39.36,0.860560614,0.671513061,0.72,0.641946309,0.06014488,0.245,5.008648703,0.337360085,13.25905412,572.0148159,68.90232114,12.98,0,0.142766351,0.847610284,0.245,361.5,53.6969318,6.6,0.106,259.9,0.141,0.104716829,17.04479856,16.01567864,0.240896904,0.091045743,9075.69,0.000748525,0.15,49476,0.420596528,5.9,474266,0.236780625,0.139156085,0.179770424,0.005345102,0.021837956,0.000674727,0.086651795,0.694671345,0.02666107,0.513517731,0.126056845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Greenwood County,8123.94,0.179,3.6,3.6,0.109337349,0.226,0.324,6.6,0.263,0.862835733,0.132,0.545454546,910.3,51.88580954,0.210883508,0.001032169,0.000487644,0.002094001,46.58,0.896907217,0.70441989,0.775666311,0.559006942,0.087216093,0.347,5.265350457,0.487420792,15.05246861,1351.171712,71.89858274,12.84,0.000462637,0.156921916,0.871426477,0.214,404.9,83.57519488,11.8,0.107,329.7,0.184,0.052706315,11.15700174,16.52889147,0.261105737,0.088833393,8774.84,0.000559356,0.128,37217,0.521290104,7.4,69723,0.231229293,0.164493783,0.315548671,0.004890782,0.010111441,0.001003973,0.057355536,0.605481692,0.020600028,0.531704029,0.397525158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Hampton County,8934.69,0.229,4,3.1,0.11292876,0.189,0.434,5.7,0.326,0.37107634,0.107,0.35,815.4,57.31410377,0.199888882,0.000434237,0.000294002,0.000637005,72.67,0.83197832,0.632286996,0.716544851,0.415937442,0.103398693,0.369,6.192935688,0.452711223,13.99208723,770.6362271,87.57400956,12.66,0.00687946,0.166206897,0.786212556,0.372,488.8,,10.9,0.17,593.5,0.216,0.065355621,10.85091521,27.80547022,0.247049636,0.087542765,9887.12,0.000294002,0.239,32941,0.702816901,15.3,20408,0.226136809,0.153371227,0.529155233,0.004312035,0.005782046,0.000441004,0.038122305,0.414053312,0.013634275,0.485152881,0.784732101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Horry County,8536.89,0.157,3.8,3.9,0.097583935,0.246,0.277,7.1,0.23,0.850013554,0.167,0.349264706,454.9,43.87672642,0.256072518,0.000616398,0.000400483,0.001208355,55.95,0.882023487,0.663983381,0.77,0.588661833,0.085110805,0.313,4.268008027,0.394070357,10.30873054,658.1321189,72.07393486,12.13,0.010995841,0.199581702,0.829480842,0.263,395.8,66.04237643,9.1,0.113,295.2,0.158,0.060369175,13.90073577,20.17499782,0.308121748,0.100709903,9612.84,0.000483342,0.179,41808,0.572349,6.9,289650,0.196012429,0.195529087,0.133737269,0.006076299,0.012007595,0.001660625,0.060887278,0.772263076,0.021739879,0.513934058,0.303756902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Jasper County,9416.75,0.159,3.7,3.5,0.108310358,0.262,0.395,6.7,0.255,0.698995036,0.193,0.316455696,414.2,67.78438796,0.275863712,0.000270971,0.00037553,0.000337977,66.7,0.820069204,0.595375723,0.65,0.364394796,0.071059679,0.403,4.087738385,0.476790451,9.677544226,350.7000717,97.84973192,12.71,0,0.203585147,0.777889723,0.534,458.4,60.93102608,,0.133,430.9,0.179,0.047296442,9.465439315,39.63652713,0.338144468,0.127749181,8833.58,0.000337977,0.233,34852,0.600723764,18,26629,0.224717413,0.141912952,0.444853355,0.006609336,0.00777348,0.001013932,0.140673702,0.395696421,0.042067766,0.483457884,0.666707027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Kershaw County,8901.01,0.15,3.4,2.8,0.095982549,0.222,0.309,7.2,0.285,0.604097444,0.13,0.555555556,498.9,51.51582537,0.200396788,0.000513289,0.000255935,0.000927763,68.24,0.862019915,0.692757009,0.79,0.586748216,0.067477162,0.258,4.611552076,0.33096181,12.67183164,492.0364963,78.28462471,12.36,0,0.128595248,0.827170105,0.439,436,56.30630631,6.2,0.119,297.8,0.148,0.071921458,12.93232163,27.04030887,0.246853388,0.085417071,9380.23,0.000367906,0.142,44787,0.467375544,7.8,62516,0.23781112,0.159527161,0.246049012,0.004030968,0.006398362,0.000735812,0.041621345,0.689679442,0.008648873,0.515452044,0.576802762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Lancaster County,9158.58,0.167,3.3,4.1,0.107409714,0.188,0.347,6.6,0.277,0.551009758,0.146,0.373134328,374.3,56.76912172,0.203828279,0.000429895,0.000310721,0.000261006,59.14,0.887655127,0.672574627,0.8,0.536870776,0.092691305,0.246,4.87297022,0.441201425,13.65550203,516.65049,84.34265119,12.46,0.086095637,0.145908699,0.836657772,0.424,412.8,75.90346204,8,0.135,207.4,0.177,0.061826097,13.69937022,22.18912077,0.249009535,0.089124524,9297.94,0.00043501,0.127,40837,0.495700298,9.5,80458,0.219741977,0.18065326,0.227795869,0.003604365,0.007867459,0.000472296,0.048534639,0.701645579,0.006208797,0.508899053,0.499543391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Laurens County,10260.27,0.189,3.9,4.6,0.110085585,0.227,0.378,6.6,0.331,0.61045734,0.106,0.506024096,483.2,62.57316788,0.199524057,0.000573819,0.000271784,0.000437875,61.07,0.86550152,0.606020942,0.712197452,0.484844585,0.075117684,0.351,4.130276817,0.481042337,13.43943947,721.8546341,82.19391765,12.82,0.293384287,0.136876006,0.823567314,0.356,526.5,53.61668941,11.2,0.147,240.4,0.167,0.090979148,14.95988613,20.51641527,0.244740748,0.083360155,9845.46,0.000226487,0.167,36771,0.647425203,9.1,66229,0.226124507,0.163916109,0.254994036,0.003578493,0.004046566,0.001540111,0.042005768,0.684382974,0.011075034,0.515121774,0.64194358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Lee County,11916.79,0.255,3.8,4.4,0.141825345,0.164,0.414,5.7,0.316,0.054994797,0.122,0.363636364,777.3,62.11764706,0.199399442,0.000107216,0.00010901,0.000817572,61.23,0.743283582,0.64640884,0.775,0.4058927,0.093984024,0.442,4.529059006,0.607990315,10.18548301,593.220339,63.6085882,12.26,0,0.170489297,0.784076016,0.44,602.6,82.97771456,,0.149,644.8,0.236,0.031467415,,27.25879649,0.25,0.071895425,9725.49,0.000272524,0.223,30972,0.868772242,12.7,18347,0.20700932,0.157137407,0.627296016,0.003215785,0.004196871,0.000272524,0.021093367,0.336403772,0.008068583,0.479315419,0.719510926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Lexington County,7450.63,0.152,3.1,3.7,0.081773524,0.199,0.303,7.8,0.244,0.757053405,0.146,0.564814815,433.1,41.29808681,0.17179071,0.000602797,0.000405477,0.001329671,37.76,0.859719439,0.67776886,0.792233569,0.664576236,0.058434351,0.188,4.182320442,0.324230108,12.01896408,374.2746542,69.91162317,12.59,0.102849475,0.125012166,0.845403855,0.356,366.9,57.13130873,6,0.108,258.7,0.124,0.062776578,13.50498184,19.72950022,0.209596275,0.077407446,9202.2,0.000383559,0.15,53880,0.494191338,5,273752,0.237843011,0.136952424,0.145982495,0.005114118,0.017070195,0.000756159,0.056825156,0.761178001,0.015550489,0.512014524,0.252760194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,McCormick County,9563,0.244,5,5.9,0.133595285,0.173,0.322,6.8,0.3,0.973126161,0.119,0.545454546,392.2,55.02717391,0.175071682,0.00030172,0.000100533,0.000502664,34.38,0.904580153,0.739130435,0.775,0.446013289,0.1089705,0.378,4.57863379,0.509160305,11.06305944,380.9213739,59.20663114,12.87,0,0.127784291,0.832757429,0.494,365.9,,,0.144,597.4,0.193,0.016394806,,22.53584608,0.199785408,0.088709677,7944.44,0.000301599,0.188,38186,0.609279609,,9947,0.13099427,0.28692068,0.489896451,0.001507992,0.00321705,0.000804263,0.012164472,0.483965015,0.003784392,0.452699306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Marion County,13297,0.24,4.3,3.5,0.129797192,0.2,0.398,5.2,0.317,0.709303732,0.074,0.425531915,970.5,72.53699026,0.2033674,0.00043134,0.000187079,0.000623597,67.62,0.865546219,0.6,0.709210526,0.450455205,0.147074145,0.535,5.51783928,0.611713666,12.01589796,892.9736021,97.96451508,12.14,0,0.156805958,0.822214754,0.42,601.3,119.0923906,14.7,0.167,523.4,0.259,0.021628196,8.147442989,32.58977196,0.25305499,0.078724464,8613.32,0.000374158,0.194,28520,0.788210845,14.3,32072,0.235532552,0.165097281,0.554003492,0.007794961,0.006734847,0.000155899,0.029371414,0.394206785,0.009117744,0.53835121,0.607525256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Marlboro County,11773.93,0.283,5.4,4.1,0.136957438,0.231,0.398,4.8,0.324,0.429578682,0.116,0.3,749.7,67.41398101,0.204048583,0.000284242,0.000214263,0.00157126,79.18,0.687296417,0.577507599,0.65,0.271927651,0.128844483,0.408,4.602869609,0.635533822,7.106057914,1164.595381,75.77074137,12.19,0.063996929,0.163784334,0.839225778,0.291,560.9,101.2473676,9.7,0.142,419,0.258,0.068457036,8.404399951,26.69632926,0.253159558,0.078669911,9664.71,0.000214263,0.246,31185,0.701413018,16.3,28003,0.20590651,0.147841303,0.507088526,0.04663786,0.003571046,0.000357105,0.030960969,0.398314466,0.006734884,0.46694997,0.550478692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Newberry County,8973.6,0.16,5,4.3,0.114815889,0.246,0.346,7.1,0.276,0.59232697,0.19,0.375,636,55.77276909,0.224590272,0.000665318,0.000266517,0.000533035,51.58,0.888283379,0.693877551,0.74,0.50913868,0.069876204,0.284,4.623739203,0.419366365,14.10474771,383.1485119,69.90021877,12.67,0.000849943,0.135230067,0.867754428,0.324,442.4,41.01963082,5.5,0.138,268.8,0.16,0.056852122,8.422116478,18.75835034,0.272814426,0.101326624,8933.43,0.000319821,0.166,37890,0.574086837,4.8,37521,0.220596466,0.175021988,0.303856507,0.00780896,0.00703606,0.003171557,0.073665414,0.602382666,0.019655251,0.510514112,0.678495254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Oconee County,9126.38,0.179,4.3,4.3,0.083822008,0.174,0.31,7.4,0.238,0.692041523,0.121,0.403225807,339,51.74135979,0.20278806,0.000616399,0.000413086,0.000519688,57.92,0.842950625,0.705673759,0.81,0.506270903,0.079799708,0.277,4.556275123,0.355275199,16.21397082,525.4010695,95.34459102,13.17,0.03083315,0.120240481,0.825325325,0.286,414.1,46.66580845,5.9,0.129,66.6,0.145,0.058172592,25.2852861,19.25571788,0.24057799,0.096835204,9608.71,0.000679592,0.147,42077,0.500189645,4.7,75045,0.205903125,0.209580918,0.076114331,0.003064828,0.008008528,0.000279832,0.048051169,0.85239523,0.009962427,0.506296222,0.649213038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Orangeburg County,11627.4,0.194,3.9,3.7,0.136036335,0.213,0.41,5.3,0.285,0.521140312,0.11,0.407185629,986.1,51.52033306,0.21202669,0.000491932,0.000351873,0.001209562,45.02,0.841308298,0.635782748,0.75539,0.497090038,0.116918639,0.383,5.664545603,0.507049709,14.21137785,511.4817961,87.96866062,12.53,0.009902381,0.184313159,0.829084606,0.319,534,93.81633108,13.7,0.162,580,0.239,0.06339386,6.347584435,35.14394309,0.262159424,0.085141826,9226.06,0.000527809,0.217,32180,0.744873082,14.6,90942,0.22646302,0.165468101,0.61762442,0.006025819,0.009412593,0.000197928,0.021002397,0.335554529,0.006592357,0.529645268,0.637776889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Pickens County,8842.92,0.182,3.7,3.8,0.086490753,0.204,0.296,6.8,0.223,0.572233778,0.1,0.481927711,329.2,29.77077289,0.201796576,0.000685218,0.000475678,0.000809487,59.74,0.882821388,0.698328936,0.75,0.584477568,0.065179414,0.217,4.694603247,0.279500756,13.37010111,352.2425648,83.72750138,13.09,0.028196938,0.154107649,0.852935797,0.336,417.2,65.27550407,6.5,0.108,88.8,0.144,0.120899615,25.35111291,19.79801199,0.242448528,0.082082325,9929.12,0.000417261,0.168,42400,0.397014384,5.2,119829,0.197506447,0.148820402,0.067137337,0.002578675,0.017666842,0.000333809,0.033831543,0.866109206,0.007692308,0.501714944,0.357922901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Richland County,7264.8,0.143,3.4,3.3,0.111710059,0.165,0.322,6.1,0.239,0.811213928,0.184,0.481171548,845,30.07281356,0.16652903,0.000830308,0.000776444,0.002366902,41.07,0.85814798,0.677606838,0.607752536,0.713213046,0.071685949,0.246,4.785643906,0.441735869,12.69583323,946.7530708,55.89429837,12.49,0.000528735,0.169672562,0.795342925,0.263,372.9,58.86183393,6.7,0.111,859.6,0.186,0.091022464,9.490711769,13.23406024,0.203272952,0.072908082,8775.49,0.000738874,0.136,47492,0.381612824,8,399256,0.220928427,0.108261366,0.459664977,0.003847156,0.025640191,0.001370048,0.050025548,0.444053439,0.014348568,0.513765604,0.090703868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Saluda County,9344.3,0.164,3.4,2.9,0.092682927,0.201,0.331,7.7,0.285,0.451018868,0.179,0.391304348,527.8,49.81949459,0.261900397,0.000100538,0.000298641,0.000597282,43.09,0.86440678,0.652542373,0.825,0.418280242,0.063150823,0.33,4.848633057,0.308557565,14.07530287,506.2279358,82.97075787,12.71,0.009555091,0.117302053,0.748155686,0.484,387.9,103.9444171,,0.134,218.8,0.148,0.02117632,,28.35188322,0.317026097,0.1184379,8114.87,0.000298641,0.129,40366,0.847977685,8.3,20091,0.226220696,0.176447165,0.257627794,0.014434324,0.002588224,0.010551989,0.148474441,0.579562988,0.055660327,0.494898213,0.805283019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Spartanburg County,8441.79,0.169,3.8,4.3,0.09960612,0.195,0.293,6.4,0.273,0.742201212,0.116,0.380487805,533.3,51.02298206,0.202801793,0.000654557,0.000467404,0.000776715,64.28,0.884638022,0.664619745,0.790062389,0.570624741,0.073023944,0.269,4.789104184,0.362831085,13.54136002,483.7291628,76.39177808,12.87,0.04915192,0.136815803,0.850392587,0.257,435,57.20967887,8,0.123,240.2,0.157,0.12845388,20.54891022,17.95486462,0.244497047,0.102538764,9478.71,0.000470841,0.179,42638,0.477244483,7.9,290969,0.238252185,0.146517327,0.205427382,0.004086346,0.022940588,0.000494898,0.062432768,0.693104764,0.023167955,0.514694005,0.274323179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Sumter County,9068.35,0.192,3.9,3.6,0.103802854,0.229,0.347,5.9,0.304,0.665500298,0.129,0.396039604,877.4,54.28602868,0.200598175,0.00046274,0.000379198,0.001054355,64.69,0.854639175,0.658892128,0.82,0.586534903,0.085860406,0.336,4.339094193,0.427467301,10.92066783,927.4746261,61.51723881,12.35,0.021929986,0.138892425,0.842518953,0.221,442.7,71.55832003,8.4,0.148,644,0.196,0.094976587,4.54301298,20.04270432,0.253266676,0.076488374,9502.35,0.00050868,0.155,39182,0.635175879,11.2,108123,0.24638606,0.141376026,0.465368146,0.004661358,0.012587516,0.00145205,0.036671199,0.465275658,0.009543074,0.516245387,0.319656418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Union County,11113.14,0.231,3.8,3.4,0.123920553,0.258,0.359,6.3,0.343,0.546286385,0.108,0.529411765,789.3,67.8415471,0.181346246,0.000601727,0.000142704,0.000784873,91.99,0.832142857,0.602605863,0.79,0.521571053,0.111082975,0.3,4.671797691,0.472773863,19.82160555,603.1349256,72.83371716,12.73,0.122845594,0.12406639,0.838118099,0.405,545.9,49.90594649,9.8,0.157,234.5,0.203,0.037185498,12.84128176,14.81686357,0.22314782,0.0670982,10688.45,0.000214056,0.22,34042,0.579775817,8.5,28030,0.217980735,0.182661434,0.312308241,0.002854085,0.002996789,0.000535141,0.011380664,0.656938994,0.002340181,0.524580806,0.653568592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Williamsburg County,11106.21,0.239,3.9,3.9,0.130404463,0.19,0.43,5.2,0.319,0.364233216,0.103,0.236363636,594.9,47.6469211,0.20159517,0.000148721,0.000120967,0.000967732,80.05,0.856711916,0.630952381,0.77,0.459748892,0.103276997,0.493,5.490852257,0.577138393,11.00535396,600.1143998,83.21743027,12.3,0,0.148860081,0.818711801,0.384,539.8,106.9081533,11.5,0.174,676.7,0.246,0.051135135,5.355502367,36.25263141,0.24835391,0.082207494,10040.3,0.000151208,0.221,29391,0.864048976,14.8,33067,0.219886896,0.170381347,0.651011583,0.003931412,0.003719721,0.000151208,0.022378807,0.312456528,0.00812881,0.51371458,0.81936496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,York County,6893.44,0.126,3.2,3.1,0.084710644,0.203,0.282,7.2,0.219,0.795566034,0.135,0.406015038,507.6,38.88462979,0.172212368,0.000464551,0.00044702,0.001449681,54.71,0.878557247,0.604106972,0.820239583,0.675089261,0.089447298,0.172,4.763104521,0.287882984,12.35962239,514.9098399,62.70339967,12.66,0.243891392,0.139983385,0.820978111,0.377,361.2,50.7893876,7,0.095,224,0.154,0.059962578,11.89202045,15.66107612,0.212831495,0.076979954,9406.72,0.000309154,0.162,54927,0.359134373,5.8,239363,0.249591624,0.126815757,0.191128119,0.008886085,0.017061952,0.000898217,0.048754402,0.719020901,0.011555382,0.517285462,0.229549747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,South Dakota,6738.41,0.111,2.7,2.6,0.065120216,0.181,0.293915563,7.4,0.245208424,0.703898401,0.194,0.369230769,470.9,37.20483044,0.136199373,0.000767981,0.00055156,0.001363512,57.47,0.836749046,0.664733926,0.784598726,0.666507717,0.038145176,0.186,4.17063129,0.311495489,17.36356938,281.8069598,69.05672583,10.84,0.030644822,0.119432277,0.782921113,0.142,321.4,72.35069504,7.2,0.087,66.2,0.123428939,0.106429149,5.590483299,16.71837569,0.167359275,0.063366355,7984.29,0.000989493,0.087,49200,0.305743032,2.7,844877,0.246141154,0.149327062,0.017758798,0.089046098,0.011673889,0.000736202,0.033999032,0.832839573,0.010017448,0.4977044,0.433482768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Aurora County,2885.03,0.134,3.5,1.8,0.076595745,0.133,0.292,5.7,0.297,0.54095941,0.152,0.142857143,,,0.13427896,,0,,56.49,0.816326531,0.62962963,,0.587719298,0.029338327,0.166,3.549914791,0.175548589,18.23486506,0,,11.4,0,0.089622642,0.700729927,0.233,235.1,,,0.097,,0.093,0.335567979,,,0.162310867,0.075362319,7479.86,0.000367647,,46493,0.246977548,,2720,0.264705882,0.199632353,0.003676471,0.018382353,0.00625,0,0.041911765,0.922058824,0.022933966,0.483823529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Beadle County,7700.32,0.119,3.5,1.9,0.079390116,0.172,0.312,7.9,0.257,0.677606622,0.193,0.125,473.2,53.83074612,0.160055002,0.000619614,0.000553097,0.002488938,58.93,0.895238095,0.7,0.811040609,0.554563492,0.03465995,0.221,4.26185567,0.290830946,23.6579733,242.2944723,52.99600226,11.08,0.033431085,0.110273973,0.777975528,0.085,337.7,146.4557704,,0.089,,0.113,0.075973148,,11.72166079,0.197693575,0.071091114,7142.84,0.001161504,0.052,43682,0.418678275,,18080,0.252267699,0.167090708,0.011725664,0.01255531,0.05835177,0.001769912,0.090376106,0.817367257,0.057815846,0.49386062,0.273652144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Bennett County,14588.04,0.145,3,3,0.064935065,0.215,0.377,2,0.277,0.02652288,0.256,0.571428571,756.7,76.28865979,0.212,0.000291036,0.000579374,,,0.682926829,,,0.468443198,0.052329749,0.487,4.547763773,0.622898319,11.64144354,221.4946071,116.7269756,11.93,0,0.214912281,0.629526462,0.251,523.1,214.3622722,,0.135,,0.184,0.493549954,,41.53686397,0.286624204,0.089300758,10429.11,0.000579374,0.093,35083,0.53358209,,3452,0.336326767,0.117033604,0.002896871,0.596755504,0.006662804,0.000289687,0.033314021,0.328794902,0.000667557,0.517960603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Bon Homme County,4562.4,0.083,2.3,2.5,0.058189655,0.207,0.3,5.7,0.265,0.658557284,0.16,0.333333333,113.8,17.50380518,0.13739931,0.000853607,0.000425774,0.000141925,79.01,0.855769231,0.734042553,,0.493529412,0.039570758,0.177,4.922584058,0.230994152,25.60819462,0,62.55153393,11.72,0.194809011,0.094302554,0.670032456,0.274,251.5,,,0.093,,0.108,0.299424537,,22.26495294,0.165519502,0.073637703,8299.22,0.000993472,0.069,45803,0.208594449,,7046,0.194152711,0.195004258,0.010786262,0.074368436,0.002696565,0,0.021572523,0.879789952,0.001651652,0.417683792,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Brookings County,4506.95,0.082,2.2,2.4,0.04770779,0.132,0.263,6.6,0.2,0.807633349,0.198,0.25,312.6,10.96993134,0.130712456,0.000490361,0.000394322,0.000940306,53.56,0.932270916,0.755434783,0.918125,0.744240263,0.032403959,0.12,4.298704585,0.268857847,17.16264673,30.95719652,37.52063635,12.2,0.012529444,0.142733937,0.750513464,0.112,247.7,66.14576874,,0.058,,0.136,0.157479795,,9.499425511,0.155119131,0.054211188,7300.83,0.000636981,0.073,51893,0.168177481,,32968,0.194794953,0.103039311,0.013224945,0.013012618,0.02805751,0.000667314,0.024144625,0.910610289,0.007850995,0.490536278,0.296668231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Brown County,5540.42,0.113,2.8,2.5,0.0578609,0.175,0.295,8.1,0.252,0.70490816,0.207,0.222222222,297.3,29.23512748,0.106561919,0.000883984,0.000553987,0.002928219,65.2,0.914122137,0.723943662,0.860984456,0.689163175,0.03239226,0.123,3.92574022,0.263380282,19.01904583,202.2159102,51.44201828,10.35,0.010677866,0.091118421,0.814509646,0.078,287.8,58.87201225,,0.081,,0.107,0.066009712,,10.62523612,0.129241877,0.050874048,8585.36,0.001134355,0.071,50047,0.227156612,,37907,0.234072863,0.158783338,0.013269317,0.031761944,0.014852138,0.001820244,0.02326747,0.901311104,0.009514445,0.510433429,0.288905313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Brule County,9147.62,0.125,2.4,3.4,0.050387597,0.143,0.362,7.6,0.308,0.633682207,0.158,0.333333333,321.2,28.28854314,0.16748081,0.001700359,0.000186359,0.001118151,72.89,0.84375,0.592592593,,0.582959641,0.033034111,0.197,3.490161744,0.232157506,18.89287739,213.6752137,76.5491637,11.15,0.084444444,0.108641975,0.707735247,0.14,364,,,0.092,,0.114,0.10639207,,,0.200991736,0.092261905,7467.61,0.001490868,0.076,45878,0.390532544,,5366,0.258106597,0.168281774,0.004658964,0.093179277,0.00260902,0.000186359,0.023667536,0.852590384,0.00669507,0.509690645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
