state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value
MT,McCone County,13534.12227,0.140721436,3.640044671,4.079992964,,0.201256682,0.31,8.4,0.275,0.378892734,0.244018076,0.333333333,,,0.152653061,0,0,,1976,0.49,0.45,0.925142392,0.691131499,0.01997897,0.169,3.570509611,0.052256532,17.91044776,59.1891092,142.1800948,4.7,0,0.111111111,0.624178712,0.217,76.63305765,465.2179166,,,0.110689009,0.136214176,0.099,,0.071,0.109630509,,,0.328751507,0.150501672,0.161849711,0.000600962,,,2.932281095,3.05325359,48551,0.326829268,,,,,,,16.27961003,0.807745505,0.127300614,0.727524205,1664,0.2109375,0.271033654,0.006009615,0.013822115,0.003605769,0,0.018028846,0.939302885,0.00896593,0.486177885,1
MT,Madison County,5144.823628,0.134152417,3.283796717,3.860590754,0.062645012,0.175782584,0.229,8.1,0.221,0.354830321,0.240836008,0.35,159,14.38848921,0.133739577,0.000684307,0.000116279,0.000697674,3144,0.35,0.26,0.954082408,0.664729808,0.03202995,0.12,3.8027691,0.075380914,11.40510949,89.16061648,89.41085496,5.5,0,0.146341463,0.6525941,0.308,81.94990581,232.7407182,,,0.103454321,0.124890662,0.084,,0.094,0.097519347,,22.84148013,0.329523258,0.144983687,0.093816631,0.000930233,,,3.316074499,3.067402767,56579,0.326460481,,33.16251777,,,,15,4.318560502,0.769747899,0.115747792,0.733893557,8600,0.153139535,0.295348837,0.003953488,0.007325581,0.005697674,0.000465116,0.043604651,0.925232558,0.015785517,0.474186047,1
MT,Meagher County,3844.235824,0.154698329,3.905178747,4.296325529,,0.205784658,0.285,4.5,0.233,0.638286621,0.21163003,0.666666667,216.1,,0.106215578,0.001071811,0,0.001074114,5185,0.35,0.15,0.952095808,0.463414634,0.034554974,0.242,3.79164821,0.019283747,0,106.0164326,,4.1,0,0.083870968,0.640969163,0.132,82.41130382,246.0638812,,,0.119996559,0.141511112,0.12,,0.114,0.464140026,,,0.332386955,0.114594595,0.081920904,0.001611171,,,,2.973790602,43946,0.648648649,,,,,,,0,0.725071225,0.083464567,0.621082621,1862,0.187432868,0.316326531,0.004296455,0.00698174,0.004296455,0,0.018259936,0.95273899,0.002880184,0.487647691,1
MT,Mineral County,10142.8716,0.183251738,4.299728798,4.574378514,0.080985916,0.231966356,0.309,5.9,0.246,1,0.222888542,0.166666667,399.5,31.29890454,0.108767304,0.000463392,0.000227428,0.001819422,3422,0.39,0.29,0.888715224,0.503373819,0.056915196,0.233,4.434290336,0.237419355,0,93.43611306,130.8227819,7.6,1,0.138643068,0.729695432,0.39,78.67901063,399.851476,,,0.134134192,0.15452217,0.112,,0.153,0.21618274,,,0.352753406,0.122860904,0.067839196,0.001137139,,,2.912019821,3.000542136,43928,0.426850258,,5.61707186,,,,,78.92592257,0.739641657,0.104708798,0.666293393,4397,0.181942233,0.295656129,0.005003411,0.020468501,0.006595406,0,0.031385035,0.914942006,0.000246003,0.487605185,1
MT,Missoula County,5895.82927,0.132121373,3.533479925,4.183079538,0.071359223,0.171834595,0.214,8.2,0.179,0.925717527,0.234866809,0.362318841,529.6,11.69386169,0.089886835,0.001018596,0.00090301,0.004882943,2717,0.47,0.53,0.956416557,0.763377604,0.032103408,0.113,4.653684681,0.208015526,11.78540462,345.3829714,77.79671514,8.8,1,0.181382258,0.730237092,0.147,79.83521565,293.5817604,50.356975,4.674535468,0.106383164,0.129538638,0.065,121.8,0.103,0.066093704,11.24125992,13.32290528,0.31997196,0.103662166,0.045285628,0.001638796,0.890514918,0.034598214,3.303356597,3.175124748,57279,0.313814345,71.11639848,26.83274944,2.960645618,22.42024419,18.08432413,56.23762376,324.2557803,0.588891367,0.159388236,0.858475453,119600,0.185668896,0.161680602,0.004473244,0.02708194,0.018486622,0.000986622,0.034230769,0.890510033,0.002879079,0.499774248,0.223268282
MT,Musselshell County,7848.982599,0.19632781,4.562935659,4.803307246,0.085106383,0.243347754,0.313,7.4,0.292,0.553107096,0.203615058,0,150.9,21.8579235,0.117384844,,,0.000431686,3914,0.42,0.34,0.91527817,0.553066038,0.038852097,0.262,4.250554652,0.157219251,8.600301011,551.232166,147.2243873,4.7,0,0.180722892,0.703290575,0.417,77.4416909,389.5816535,,,0.142445513,0.159074341,0.093,,0.124,0.111808347,,43.32755633,0.367333516,0.131205674,0.075256556,0.000647529,,,2.997613853,3.039338865,48290,0.5456,,7.798932073,,53.96084676,,30,57.60328419,0.719853278,0.129179331,0.763869785,4633,0.184545651,0.276494712,0.007770343,0.021152601,0.017699115,0.000431686,0.037124973,0.89682711,0.003934426,0.493848478,1
MT,Park County,6794.461617,0.132432945,3.43891172,4.232202239,0.080078125,0.191041828,0.21,7.9,0.239,0.599897672,0.249839061,0.55,171.2,9.375,0.102936607,0.001195029,0.000662411,0.002830302,4136,0.33,0.31,0.944928463,0.743557668,0.034227359,0.134,3.950127526,0.121043478,15.53537285,169.8220014,125.9461244,5.3,1,0.149668874,0.678523572,0.288,80.70923387,280.1666359,118.623962,,0.104496754,0.130395099,0.084,75.1,0.097,0.110310161,,18.52783145,0.318892147,0.113681891,0.067386327,0.001083946,0.919193548,,2.879790731,2.776077842,51740,0.407447383,,19.15376722,,41.25127128,25.67833604,22.14285714,150.0580862,0.685299409,0.136431378,0.802235929,16606,0.171444056,0.23726364,0.003492714,0.011863182,0.004396001,0.000481754,0.03306034,0.930025292,0.003335685,0.49698904,0.477359939
MT,Petroleum County,,0.129448575,3.389786151,3.989424702,,0.179819783,0.228,5.5,0.199,0.058704453,0.234154453,1,,,0.094736842,0,0,0,,0.24,0.43,0.988571429,0.772727273,0.035842294,0.256,4.296182194,0.373626374,0,,,4.5,0,0.03902439,0.426605505,0.227,,,,,0.103533155,0.127698006,0.091,,0.094,0.39506173,,,0.318230684,0.088737201,0.105263158,0,,,,,42081,0.639344262,,,,,,,0.994841134,0.745098039,0.08125,0.843137255,487,0.168377823,0.256673511,0,0.012320329,0,0,0.022587269,0.942505134,0,0.453798768,1
MT,Phillips County,6779.752877,0.177406532,4.252556141,4.545407717,0.058981233,0.221004044,0.364,7.6,0.335,0.646132142,0.2287846,0.4,97.1,27.13178295,0.148731128,0.000245459,0.000252908,0.001011634,6451,0.33,0.42,0.908743928,0.604859335,0.037174721,0.201,3.699503466,0.06302521,7.36377025,240.3557265,132.0357964,4.7,0,0.067039106,0.665694282,0.19,77.15770279,386.7456511,,,0.131324135,0.150948061,0.103,,0.116,0.107618597,,,0.356477713,0.170418006,0.099080695,0.001011634,,,2.86706617,2.816052186,47679,0.455974843,,,,38.79636123,48.9021468,,56.94917622,0.770760234,0.057998725,0.706432749,3954,0.237481032,0.231664138,0.001770359,0.095599393,0.002781993,0.000252908,0.037683359,0.826504805,0,0.495447648,1
MT,Pondera County,7600.50078,0.171264476,4.009811137,4.39141343,0.076481836,0.224150067,0.324,6.4,0.239,0.48545425,0.238941598,0.333333333,167.8,26.66666667,0.125213311,0.000502344,0.000169176,0.001353409,3036,0.33,0.39,0.929837519,0.626175549,0.037813553,0.247,4.096476195,0.179469749,15.0703282,104.6109278,106.2734549,5.1,1,0.126126126,0.709975865,0.207,77.35926749,423.9244761,,,0.127923016,0.148209081,0.146,,0.125,0.215955468,,28.20808162,0.335811282,0.149393939,0.069830509,0.001691761,,0.142857143,2.991034985,2.814377138,48542,0.539325843,,67.92958892,,,,,3.10253112,0.746077033,0.08619805,0.742272943,5911,0.242429369,0.205718153,0.003552698,0.147183218,0.007105397,0.000507528,0.021823719,0.80460159,0.006830847,0.507359161,0.58101739
MT,Powder River County,,0.148607152,3.723449382,4.134261678,,0.196783863,0.232,7.3,0.272,0.17555938,0.224656245,0.666666667,,,0.133171913,0,0,,,0.29,0.46,0.940691928,0.686567164,0.023983316,0.197,3.944603629,0.046332046,0,0,,6.3,0,0.078431373,0.672055427,0.241,82.67938042,,,,0.116533797,0.139838371,0.093,,0.096,0.179319441,,,0.334277279,0.139583333,0.10738255,0.001189061,,,,,47843,0.603092784,,,,,,,33.80393873,0.746268657,0.052453469,0.780189959,1682,0.168252081,0.27705113,0.001189061,0.01902497,0.001189061,0,0.023186683,0.926872771,0,0.501189061,1
MT,Powell County,7376.664118,0.16544308,3.968389581,4.127709173,0.067567568,0.225320176,0.271,8,0.287,0.83108012,0.251332029,0.428571429,780,31.46509341,0.109090909,0.00043054,0.000290276,0.001015965,2376,0.4,0.32,0.893564824,0.449203734,0.036326943,0.18,4.268406337,0.193319838,8.610792193,456.1911658,101.8893191,6,0,0.116666667,0.701112878,0.222,78.0827066,363.8283417,,,0.12138206,0.136251952,0.099,144.4,0.11,0.069149137,,24.86892007,0.351561388,0.122427984,0.07204611,0.000870827,,,3.234132523,3.016955209,49387,0.502235469,,,,,,,29.38842518,0.670651278,0.084557187,0.736603463,6890,0.145428157,0.212481858,0.01233672,0.053846154,0.004499274,0.000580552,0.029027576,0.886066763,0.000757232,0.370972424,0.542194393
MT,Prairie County,6469.880101,0.148329963,3.656026856,4.276013875,,0.201179171,0.289,5.7,0.253,0.032230704,0.227326451,0.666666667,,,0.104054054,0,0,,1808,0.39,0.36,0.879609545,0.527659575,0.037735849,0.191,3.819698276,0.049122807,0,214.1327623,,4.6,0,0.027272727,0.558510638,0.247,,406.8313184,,,0.113957675,0.137031956,0.115,,0.093,0.373608905,,,0.332591427,0.105734767,0.094240838,0.000928505,,,,,46663,0.462686567,,,,,,,12.03830058,0.83976834,0.06768559,0.749034749,1077,0.185701021,0.335190344,0.00371402,0.015784587,0.008356546,0,0.04735376,0.890436397,0,0.494893222,1
MT,Ravalli County,6577.978031,0.154775951,3.957194257,4.206458892,0.070142536,0.196935261,0.286,8.3,0.23,0.72115289,0.224154103,0.444444444,260.8,14.18527199,0.142396459,0.000579079,0.000479386,0.002008857,2800,0.41,0.38,0.916204481,0.630447979,0.040484429,0.16,4.3653038,0.198489095,10.42342259,198.2427372,91.07895701,9.1,0,0.167109537,0.719733725,0.34,79.59027396,287.6465829,54.61662166,,0.120362787,0.138998252,0.081,48,0.117,0.01953426,10.80738917,15.94003832,0.329516809,0.161081493,0.08908791,0.000730494,0.948218391,,,3.044003231,57209,0.412938005,,23.08102792,,29.47845634,25.82135379,29.02439024,50.48577318,0.762878875,0.134515803,0.80598133,43806,0.187531388,0.26544309,0.003538328,0.012486874,0.00659727,0.001050085,0.0367073,0.926448432,0.000394147,0.504086198,0.846264797
MT,Richland County,8187.963714,0.14690659,3.454371498,4.089740701,0.047153025,0.193122544,0.345,8.4,0.285,0.612353786,0.240871844,0.444444444,244.6,27.17391304,0.10109701,0.000458169,0.000462834,0.001295936,808,0.47,0.5,0.922890594,0.649423279,0.026530612,0.103,4.030776253,0.089879689,20.15944287,282.040647,85.41381213,5.4,0,0.113812155,0.810041841,0.157,78.27793117,387.667939,,,0.106436086,0.132334247,0.086,,0.078,0.093619066,,25.32062238,0.35555717,0.109570253,0.081824513,0.000740535,0.829560811,,3.17444861,3.137693407,69095,0.273012552,,34.79289537,,36.50994105,23.13290745,,126.0514098,0.659757442,0.08325603,0.781036384,10803,0.249560307,0.15366102,0.004813478,0.026844395,0.005091178,0.000462834,0.055354994,0.888549477,0.01150956,0.478848468,0.442027499
MT,Roosevelt County,20973.33962,0.253855271,5.584999301,5.161978172,0.080946451,0.312615929,0.389,5.1,0.295,0.486618705,0.207078609,0.555555556,1234.5,81.16883117,0.203777965,0.000271272,0.000545256,0.001999273,4078,0.36,0.33,0.875368617,0.547722343,0.043091959,0.276,6.857905603,0.335403727,3.616963559,610.9084516,150.1555182,4.9,0,0.096723869,0.75052521,0.232,67.66758972,819.3768981,127.5767139,,0.181333218,0.183709064,0.189,,0.152,0.305435642,,35.71474126,0.394751366,0.25580222,0.117090319,0.001363141,0.667814371,0.189312977,2.274545567,2.003962599,38409,0.573002755,,36.04753509,12.75526474,27.21871021,,5.333333333,60.07696878,0.628888889,0.073416841,0.646666667,11004,0.33478735,0.117502726,0.004271174,0.604961832,0.005543439,0.000181752,0.041439477,0.333151581,0.001477105,0.498909488,0.397314149
MT,Rosebud County,16337.07429,0.193212865,4.645133617,4.8665479,0.08566108,0.247787962,0.339,7.3,0.254,0.547167768,0.228348001,0.541666667,1427.3,47.63967085,0.129856307,0.000662032,0.000559472,0.002237887,4878,0.34,0.27,0.899982636,0.661514683,0.050169846,0.218,4.338983051,0.231123036,12.13726139,138.3199447,158.927133,4.9,1,0.141965679,0.77262181,0.143,72.08759289,602.8460958,141.2163434,,0.143891086,0.161346439,0.137,,0.132,0.09777444,,54.18963275,0.372345246,0.152668681,0.087555887,0.001342733,,0.155979203,2.584074709,,58139,0.550065876,,74.17330224,,39.3298897,23.94792415,,13.65276982,0.691724574,0.108527132,0.580227416,8937,0.287456641,0.164708515,0.003804409,0.397336914,0.010182388,0.000447578,0.053821193,0.541680654,0.00023571,0.497258588,1
MT,Sanders County,8940.723873,0.195317456,4.526911674,4.720425271,0.084615385,0.24841422,0.252,6,0.299,0.831946027,0.216634713,0.6,187.9,20.73849267,0.158935361,0.000759878,0.000330224,0.002972014,3580,0.34,0.22,0.888453354,0.486333161,0.058835673,0.233,4.48758777,0.156526006,6.75447484,224.5805628,104.205815,8.6,0,0.17017017,0.636834668,0.236,78.26258356,404.6206336,,,0.141688339,0.160426322,0.127,77,0.145,0.218045452,,41.83842983,0.354687383,0.174966353,0.110948905,0.000495336,,,,3.3852679,45193,0.586878154,,42.57780361,,18.31558179,22.20779665,,0,0.775615568,0.131705281,0.713463066,12113,0.17411046,0.323536696,0.003219681,0.041855857,0.004705688,0.000495336,0.033352596,0.898291092,0.001885437,0.489061339,1
MT,Sheridan County,4669.64884,0.146634493,3.702646915,4.073714605,0.071174377,0.185691058,0.358,8.1,0.314,0.64213948,0.224930689,0.5,115.3,21.45214522,0.110731892,0.000584112,0.000302206,0.001511031,2591,0.38,0.5,0.918844022,0.626329787,0.022400919,0.129,4.427145709,0.080508475,23.36448598,306.2583222,114.0445914,4.7,0,0.108433735,0.746338606,0.206,80.33175821,256.7790456,,,0.112085895,0.133205846,0.093,,0.085,0.119036982,,,0.317251297,0.115838032,0.096774194,0.001208824,,,3.052782535,2.88526569,51111,0.309055118,,6.150564424,,,,,60.92983558,0.787675412,0.0997426,0.833435021,3309,0.208522212,0.232698701,0.00543971,0.023874282,0.004835298,0,0.041704442,0.903294047,0.001845586,0.48564521,1
MT,Silver Bow County,8351.314358,0.164749863,4.080183385,4.448443678,0.088872009,0.217780348,0.269,7.9,0.233,0.630350877,0.219423823,0.227272727,364.1,25.78376795,0.094032287,0.000714429,0.000973794,0.005785479,3164,0.43,0.45,0.925098997,0.638721047,0.037752312,0.177,5.64935453,0.236830712,8.28737176,318.4896959,103.6358926,7.5,0,0.168797116,0.817263078,0.103,76.52121564,420.0787225,38.90775325,,0.126591399,0.144338191,0.103,73.8,0.129,0.040863419,15.30953976,13.9982214,0.335880389,0.108457038,0.0521715,0.001231562,0.86,,3.265026199,3.133993309,49249,0.443936972,,40.9083927,,37.97392053,27.63623802,58.70967742,218.5602789,0.689037433,0.129340158,0.763368984,34915,0.202491766,0.194987828,0.006415581,0.023285121,0.007332092,0.001031076,0.046656165,0.901503652,0.003269971,0.49680653,0.114415205
MT,Stillwater County,4168.801904,0.129476487,3.448607615,3.851362701,0.085910653,0.183046589,0.29,8.9,0.224,0.363277394,0.23301858,0.166666667,169.9,16.30434783,0.076360682,0.000209776,0.000311139,0.000518565,3052,0.45,0.36,0.93950599,0.720507167,0.031274131,0.117,3.724206596,0.129277567,14.68428781,210.9927208,82.12774022,5.1,0,0.104084322,0.671121178,0.355,82.06821983,242.3458193,,,0.103847724,0.127713025,0.118,61.1,0.074,0.046278317,,27.2335275,0.315011547,0.082333083,0.06278855,0.000414852,,,,2.981309804,68186,0.234057971,,7.600451145,,24.67306964,,,26.91606174,0.807232119,0.089983489,0.81122042,9642,0.211055798,0.235220909,0.001970546,0.012341838,0.005600498,0.000311139,0.042729724,0.923667289,0.000553342,0.49149554,1
MT,Sweet Grass County,3535.436135,0.135754501,3.453672822,3.997715537,0.055299539,0.186896294,0.277,8.6,0.26,0.705560121,0.235007958,0.2,,,0.107578558,0.000539084,0.000267594,0.000802783,4098,0.43,0.21,0.945688073,0.557844691,0.027808676,0.139,3.750445069,0.089337176,13.47708895,95.52401747,86.98015765,4.4,0,0.153594771,0.656410256,0.245,86.19193708,176.6494123,,,0.106847285,0.130596692,0.101,,0.082,0.065586087,,,0.320141446,0.115133233,0.089238845,0.000802783,,,2.829319723,2.688549648,55259,0.261121857,,,,,,,40.28321304,0.723499361,0.097560976,0.752234994,3737,0.20470966,0.274284185,0.003746321,0.012041745,0.006422264,0.000267594,0.029167782,0.927481937,0,0.491838373,1
MT,Teton County,8105.804023,0.151133681,3.704929153,4.463700827,0.080789946,0.202295906,0.263,7.6,0.22,0.26691915,0.221765411,0.5,98.6,12.28878648,0.126593033,0.000162285,0.000488043,0.001138767,2185,0.43,0.41,0.919904077,0.639830509,0.032846715,0.176,3.793302234,0.092032967,22.71989614,221.5475507,130.9157557,5,0,0.118012422,0.664506291,0.278,79.56157443,347.2458022,,,0.118494199,0.141658994,0.086,,0.107,0.126718736,,30.45709065,0.333850072,0.133722718,0.109940751,0.001464129,,,3.498580218,3.389406815,54458,0.390291262,,12.9655449,,,,,0.544447846,0.698863636,0.117905851,0.753246753,6147,0.243533431,0.232145762,0.002765577,0.018708313,0.008947454,0.000162681,0.01659346,0.931511306,0,0.509028795,1
MT,Toole County,8298.176756,0.185856392,4.351217999,4.622860438,0.097087379,0.237570991,0.302,7.4,0.27,0.692336589,0.23133821,0.5,184.2,24.3902439,0.119068671,0.000618174,0.000844595,0.001478041,3870,0.31,0.31,0.887618517,0.526143791,0.024113475,0.19,3.904869865,0.088744589,8.242324336,473.3727811,81.50291373,5.4,1,0.155080214,0.669971671,0.129,78.20534926,432.3744299,,,0.135374117,0.151831222,0.074,121.7,0.119,0.117679972,,,0.348698443,0.13490099,0.082096934,0.000844595,,,3.039465372,3.131566576,49448,0.419968304,,19.46054061,,,,,28.88646136,0.594001071,0.08318264,0.773968934,4736,0.207559122,0.194467905,0.009290541,0.051942568,0.0078125,0.000633446,0.044130068,0.860853041,0.005182466,0.437922297,0.429564237
MT,Treasure County,,0.162379322,3.931688906,4.346144782,,0.205130265,0.311,4.8,0.258,0.112813371,0.222991758,0.571428571,,,0.104602511,0,0,0,1374,0.51,0.49,0.898076923,0.842696629,0.026946108,0.186,4.634685282,0.056603774,0,0,,5.2,0,0.123287671,0.763636364,0.337,,,,,0.121888331,0.143649866,0.145,,0.119,0.417871226,,,0.331165577,0.111764706,0.085714286,0,,,,,51754,0.58490566,,,,,,,0.602998408,0.680911681,0.180555556,0.666666667,696,0.211206897,0.288793103,0,0.030172414,0.010057471,0,0.041666667,0.902298851,0,0.502873563,1
MT,Valley County,8790.177902,0.153856325,3.865583009,4.14471044,0.060301508,0.207202968,0.335,7.8,0.311,0.635771475,0.220276478,0.545454546,430.5,22.35371466,0.098569157,0.000806777,0.000270416,0.001352082,2137,0.47,0.28,0.938839616,0.711428571,0.031625398,0.163,4.5406583,0.138310894,10.75702568,136.0544218,122.7845398,5,1,0.078717201,0.727710161,0.11,78.20214029,380.8778116,,,0.118444195,0.138052118,0.134,,0.088,0.146819093,,22.75571737,0.319205591,0.114285714,0.062392673,0.001352082,,,2.889371912,2.906499192,51869,0.407131012,,39.74013471,,,,,72.48286066,0.748966332,0.09996905,0.793266391,7396,0.225797729,0.237425636,0.004867496,0.092212007,0.009194159,0.000540833,0.028258518,0.844780963,0.000284131,0.495808545,0.55204234
MT,Wheatland County,9856.687311,0.198744878,4.479730319,4.635758368,0.064516129,0.242182726,0.317,4.4,0.228,0.497693727,0.211777072,0,233.6,,0.18313253,,0,0.000940734,1860,0.26,0.2,0.81824611,0.374117647,0.038216561,0.296,4.525171143,0.178438662,0,236.1832782,130.4874639,4.1,0,0.158536585,0.433406114,0.084,75.70949421,434.684199,,,0.140985647,0.157655979,0.086,,0.118,0.456842007,,,0.331022248,0.209363958,0.124786325,0.001881468,,,2.891812447,2.939090194,42059,0.639175258,,,,,,,9.312527303,0.747474748,0.104347826,0.715909091,2126,0.213076199,0.254468485,0.004703669,0.032925682,0.004703669,0,0.047036689,0.903574788,0.016409746,0.482126058,1
MT,Wibaux County,,0.177027788,4.189489937,4.507543229,,0.2241568,0.31,5.6,0.204,0.027531957,0.215029146,0,490.2,,0.157622739,0,0,0,4081,0.2,0.38,0.886743887,0.441176471,0.030237581,0.151,3.262225349,0.023255814,0,0,,4,0,0.101010101,0.745062837,0.209,,,,,0.131214922,0.15072809,0.118,,0.097,0.37761506,,,0.343665568,0.161001789,0.147186147,0,,,,,51145,0.330985916,,,,,,0,15.24266806,0.797188755,0.059957173,0.638554217,969,0.202270382,0.257997936,0.004127967,0.013415893,0.006191951,0,0.037151703,0.929824561,0.019860973,0.49122807,1
MT,Yellowstone County,7278.511868,0.146457648,3.813354939,4.308779179,0.079706927,0.194961576,0.282,8.5,0.229,0.848984943,0.226122383,0.375,563.6,22.5,0.080867143,0.000980411,0.00100434,0.003533788,3336,0.5,0.55,0.94128258,0.664097363,0.031890048,0.145,4.272591931,0.219109582,13.8631297,362.0196888,92.22240929,6.2,1,0.145189003,0.831606218,0.131,78.22468536,356.2059658,45.3502641,5.953677485,0.11257111,0.133342136,0.087,104.6,0.087,0.068875161,17.90111507,13.20432885,0.31721959,0.097022954,0.043075021,0.00183509,0.860686901,0.062824365,2.837786021,2.889465991,61435,0.356864878,66.31742724,26.47280989,3.888946168,26.31563038,18.21832336,37.47058824,315.0192872,0.684009942,0.121695071,0.842886194,161300,0.232969622,0.174116553,0.006707998,0.049107254,0.00767514,0.000867948,0.0583323,0.85949783,0.002308663,0.507737136,0.166882924
NE,Nebraska,6148.5111,0.137945871,3.208145978,3.647199253,0.071075297,0.165660997,0.334,7.6,0.227,0.835465557,0.23729784,0.327350427,418,19.7099377,0.094483499,0.000763502,0.000786287,0.002763119,3475,0.48,0.5,0.914042554,0.720748982,0.030483753,0.115,4.224486023,0.209859821,13.95866204,285.7241649,59.97668941,5.7,0.204301075,0.126295255,0.819875607,0.188,79.56508001,312.8765918,49.84297884,5.555586114,0.09622973,0.11291827,0.1,137.3,0.123,0.056451256,7.797706402,12.6414506,0.322850833,0.11375555,0.050583515,0.00130169,0.873903935,0.045176647,3.118975253,3.187647137,63290,0.45181412,64.03476218,44.88921815,3.096630544,13.81588668,9.26248699,25.18676123,358.2254865,0.660820416,0.103112231,0.833616974,1934408,0.24610837,0.161526421,0.04902275,0.015138999,0.027495234,0.001214325,0.113546367,0.782240355,0.026194298,0.5003903,0.268654649
NE,Adams County,7235.125272,0.148583737,3.517180321,3.863892856,0.065794128,0.173069464,0.373,7.4,0.268,0.816286188,0.231087757,0.368421053,268.3,23.85812707,0.09015093,0.000888579,0.000797118,0.003826165,3911,0.52,0.61,0.9001362,0.697234763,0.031562649,0.129,4.300204022,0.198738594,13.32867887,230.5894245,67.79746932,6.3,1,0.116508689,0.827768809,0.148,78.75804168,365.7365631,60.34193765,7.125044532,0.106901967,0.119842221,0.124,,0.129,0.092913527,,13.58142062,0.324551034,0.107274827,0.051369414,0.001434812,0.859494819,,3.142072824,2.931180288,55182,0.517656501,73.46755994,28.30394922,,18.44926281,,36.96969697,160.9732347,0.664647577,0.110877986,0.786736942,31363,0.234129388,0.188629914,0.010011797,0.013104614,0.01294519,0.001052195,0.110002232,0.851034659,0.022550544,0.502152218,0.22484377
NE,Antelope County,5261.02299,0.144335987,3.386425645,3.953765403,0.051194539,0.182066274,0.344,7.7,0.224,0.496634256,0.233637191,0.1,94.3,10.59001513,0.107120484,0.000315657,0.000317561,0.000476342,3689,0.48,0.33,0.929724812,0.753446878,0.025576166,0.159,3.809648685,0.18175721,26.83080808,97.84735812,66.16465547,5.9,0,0.105454546,0.765261171,0.189,82.13985768,228.8287532,,,0.107165219,0.126491846,0.113,,0.126,0.074757021,,,0.311331298,0.122891566,0.074074074,0.001270245,,,3.2751691,3.549321745,50771,0.444180523,,16.06448666,,,,20,48.10929861,0.755342668,0.076287849,0.760501105,6298,0.23594792,0.240552556,0.00285805,0.005398539,0.005080978,0,0.034137822,0.949190219,0.006912831,0.495395364,1
NE,Arthur County,,0.136109783,3.193140285,3.647105024,,0.16408221,0.32,4.4,0.222,0,0.230846107,,,,0.129834254,0,0,0,,0.44,0.39,0.937062937,0.797101449,0.053571429,0.198,3.995995087,0.193277311,0,0,,4.4,0,0.142857143,0.623036649,0.362,,,,,0.101873076,0.117919294,0.07,,0.129,0.441176477,,,0.303420977,0.12195122,0.146341463,0,,,,,46417,0,,,,,,0,0,0.664974619,0.1625,0.741116751,463,0.252699784,0.213822894,0,0.004319654,0.002159827,0,0.043196544,0.941684665,0,0.509719223,1
NE,Banner County,,0.137646981,3.353967261,3.741080777,,0.167829919,0.304,4.5,0.191,0.044927536,0.226638028,,,,0.093693694,0,0,0,,0.24,0.33,0.96969697,0.826666667,0.037135279,0.189,4.539880435,0.128834356,0,,,4.4,0,0.1,0.56122449,0.5,,,,,0.102529896,0.118574074,0.126,,0.121,0.445746292,,,0.318327758,0.095607235,0.091954023,0,,,,,54706,0.581395349,,,,,,0,0.36476416,0.696113074,0.075829384,0.777385159,745,0.244295302,0.240268456,0.013422819,0.002684564,0.002684564,0,0.057718121,0.918120805,0.02124431,0.515436242,1
